	htid	intl_frac	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
97	inu.39000004309766	0.7142857142857151	0.7119244285739387	Chesterton, G. K.	The Paradoxes of Mr. Pond	1937	Fiction-Stories	Male	White	Britain	62561
326	nyp.33433074892724	0.7142857142857149	0.9578768393018866	Maugham, William Somerset	Orientations	1899	Fiction-Stories	Male	White	Britain	60173
518	uc1.b4095607	0.7103658536585367	2.0957038922939537	Ford, Ford Madox	An English Girl: A Romance	1907	Fiction-Novel	Male	White	Britain	117156
356	pst.000019744087	0.7055016181229768	1.205714414533439	Maugham, William Somerset	The Magician	1908	Fiction-Novel	Male	White	Britain	95919
304	mdp.49015000920166	0.7052631578947366	0.3832798850445144	Bowen, Elizabeth	The Hotel	1927	Fiction-Novel	Female	White	Ireland	92768
511	uc1.b4093278	0.703947368421052	0.8899734587127509	Galsworthy, John	Maid in Waiting	1931	Fiction-Novel	Male	White	Britain	127846
573	wau.39352007039084	0.7035775127768309	2.048765069986499	Macaulay, Rose	Told by an Idiot	1923	Fiction-Novel	Female	White	Britain	107235
541	uc2.ark:/13960/t28913645	0.7027027027027035	0.7285442195557307	Macaulay, Rose	The Lee Shore	1913	Fiction-Novel	Female	White	Britain	114048
397	uc1.$b244162	0.7027027027027029	0.1489130439842497	Powys, Theodore Francis	The Two Thieves	1933	Fiction-Stories	Male	White	Britain	92995
309	mdp.49015000993841	0.7025862068965516	0.9471177945241807	Maugham, William Somerset	The Casuarina Tree: Six Stories	1926	Fiction-Stories	Male	White	Britain	91680
52	iau.31858005598952	0.7020547945205468	1.76927713942833	Bennett, Arnold	The Loot of Cities: Being the Adventures of a Millionaire in Search of Joy (A Fantasia)	1905	Fiction-Stories	Male	White	Britain	61770
207	mdp.39015019950834	0.7017543859649118	0.8261177596610012	Munro, Hector Hugh	Reginald in Russia, and Other Sketches	1910	Fiction-Stories	Male	White	South Asia	25824
264	mdp.39015055182078	0.7006651884700669	2.0654383123749542	Ford, Ford Madox	No Enemy: A Tale of Reconstruction	1929	Fiction-Novel	Male	White	Britain	81725
405	uc1.$b251513	0.7	1.1797472813507368	Chesterton, G. K.	Four Faultless Felons 	1930	Fiction-Stories	Male	White	Britain	82485
151	mdp.39015005273563	0.6966580976863739	0.5626670283794102	Lewis, Wyndham	The Apes of God	1930	Fiction-Novel	Male	White	Other	258755
390	uc1.$b242636	0.6964285714285716	0.28839493368480956	Mansfield, Katherine	The Garden Party and Other Stories	1922	Fiction-Stories	Female	White	Australasia	72676
227	mdp.39015030742442	0.6964285714285715	0.30794555259141976	Douglas, Norman [George]	They Went	1920	Fiction-Novel	Male	White	Europe	68062
117	mdp.39015002692823	0.6958174904942975	1.211886621900439	Waugh, Evelyn	Scoop	1938	Fiction-Novel	Male	White	Britain	81224
38	hvd.32044018923557	0.6956521739130429	0.617482316562369	Huxley, Aldous	Chrome Yellow	1921	Fiction-Novel	Male	White	Britain	69705
240	mdp.39015037454173	0.695464362850972	2.020700863823889	Stevenson, Robert Louis	Weir of Hermiston	1896	Fiction-Novel	Male	White	Britain	85757
195	mdp.39015014579091	0.6953642384105962	0.9806610892987465	Aldington, Richard	Rejected Guest	1939	Fiction-Novel	Male	White	Britain	115260
385	uc1.$b104376	0.6944444444444444	0.1255113430612077	Powys, Theodore Francis	Unclay	1932	Fiction-Novel	Male	White	Britain	107352
73	inu.32000002887836	0.6941431670282003	1.4958014246114346	Wells, H. G.	The World of William Clissold	1926	Fiction-Novel	Male	White	Britain	115350
200	mdp.39015016867767	0.6930693069306926	0.7445101297093123	Bowen, Elizabeth	The Last September	1929	Fiction-Novel	Female	White	Ireland	101548
366	pst.000029198023	0.6923076923076923	0.21854318958141575	Lewis, C. S.	Out of the Silent Planet	1938	Fiction-Novel	Male	White	Britain	66791
555	uiug.30112037331284	0.6893617021276592	1.9659707830392676	Allen, Grant	An African Millionaire	1897	Fiction-Novel	Male	White	Other	89477
281	mdp.39015066069033	0.6880733944954116	0.6610218649134136	Stevenson, Robert Louis	The New Arabian Nights	1882	Fiction-Stories	Male	White	Britain	123433
236	mdp.39015032333562	0.6875000000000013	0.8978596243695997	Munro, Hector Hugh	Beasts and Super-Beasts	1914	Fiction-Novel	Male	White	South Asia	73366
360	pst.000022830753	0.6825396825396829	1.0541774438599252	Wells, H. G.	Star-Begotten: A Biological Fantasia	1937	Fiction-Novel	Male	White	Britain	44735
312	mdp.49015000998766	0.6781609195402296	0.3745158927095756	Powys, Theodore Francis	Mr. Tasker's Gods	1925	Fiction-Novel	Male	White	Britain	86944
557	uiug.30112041400711	0.6746987951807231	1.075651332261334	Bentley, E. C.	Trent's Last Case	1913	Fiction-Novel	Male	White	Britain	86640
198	mdp.39015016414727	0.6740331491712694	0.6490231976713694	Maugham, William Somerset	Ah, King: Six Stories	1933	Fiction-Stories	Male	White	Britain	104378
238	mdp.39015034647183	0.6725146198830402	0.757408225756888	Huxley, Aldous	Brave New World	1932	Fiction-Novel	Male	White	Britain	84500
26	coo1.ark:/13960/t14m9r09c	0.6716417910447758	0.38654026691079496	Galsworthy, John	The Little Man, and Other Stories	1915	Fiction-Stories	Male	White	Britain	64874
466	uc1.b000790794	0.6666666666666667	0.44541376658613596	West, Rebecca	Return of the Soldier	1918	Fiction-Novel	Female	White	Ireland	35292
80	inu.32000007265780	0.6666666666666665	0.5373008613592843	Lawrence, D. H.	Sun	1928	Fiction-Stories	Male	White	Britain	8359
274	mdp.39015060669036	0.6625258799171847	1.453138111453231	Wells, H. G.	A Modern Utopia	1905	Fiction-Novel	Male	White	Britain	124403
468	uc1.b3209748	0.6623376623376629	0.5367696316940992	Lawrence, D. H.	The Ladybird; The Fox; The Captain's Doll	1923	Fiction-Stories	Male	White	Britain	107380
348	pst.000005348527	0.6622516556291391	0.6981617879935109	Conrad, Joseph	The Inheritors: An Extravagant Story	1901	Fiction-Novel	Male	White	Europe	80949
375	pst.000033636887	0.658482142857144	2.10451491833996	Conan Doyle, Arthur	The Sign of Four	1889	Fiction-Novel	Male	White	Britain	79674
342	osu.32435018323915	0.6574999999999984	0.9876823660806587	Bennett, Arnold	The Price of Love: A Tale	1914	Fiction-Novel	Male	White	Britain	151577
526	uc1.b4717712	0.6567164179104479	0.592011267660677	Wells, H. G.	Tales of Space and Time	1899	Fiction-Stories	Male	White	Britain	84716
421	uc1.31175005812105	0.6555555555555562	0.6894556409678652	Huxley, Aldous	Mortal Coils	1922	Fiction-Stories	Male	White	Britain	48857
247	mdp.39015043198889	0.6527050610820234	1.0960879628838038	Hall, Radclyffe	The Well of Loneliness	1928	Fiction-Novel	Female	White	Britain	195659
479	uc1.b3759971	0.65	0.5571579386809967	Wells, H. G.	Men Like Gods	1923	Fiction-Novel	Male	White	Britain	94046
525	uc1.b4585024	0.6479820627802695	1.0542553301447621	Wells, H. G.	Babes in the Darkling Wood	1940	Fiction-Novel	Male	White	Britain	158336
250	mdp.39015046801612	0.645669291338583	0.6661094294494362	Huxley, Aldous	Crome Yellow	1921	Fiction-Novel	Male	White	Britain	71359
343	osu.32435052478203	0.6447761194029857	0.5506942479701994	Lawrence, D. H.	Women in Love	1920	Fiction-Novel	Male	White	Britain	227680
261	mdp.39015053611367	0.6441441441441438	1.8570558341889094	Wells, H. G.	The Research Magnificent	1915	Fiction-Novel	Male	White	Britain	134227
172	mdp.39015009004717	0.64186046511628	1.4978517092647925	Aldington, Richard	Soft Answers 	1932	Fiction-Stories	Male	White	Britain	107446
15	coo.31924013586585	0.6417910447761199	0.6803765924456265	Bennett, Arnold	Clayhanger	1910	Fiction-Novel	Male	White	Britain	110570
567	umn.31951p00148123s	0.6407766990291258	0.4283034316872872	Ford, Ford Madox	The Benefactor: A Tale of a Small Circle	1905	Fiction-Novel	Male	White	Britain	90007
0	aeu.ark:/13960/t12n7s247	0.640000000000001	1.0758424358519143	Bennett, Arnold	The Ghost: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	69578
57	inu.30000038183293	0.6395663956639601	2.693228491466288	Conan Doyle, Arthur	A Study in Scarlet	1887	Fiction-Novel	Male	White	Britain	102559
31	coo1.ark:/13960/t9v12m24d	0.6375545851528374	0.6333141333807555	Chesterton, G. K.	The Man Who Knew Too Much, and Other Stories	1922	Fiction-Stories	Male	White	Britain	135334
141	mdp.39015004165125	0.6371681415929207	0.4691929800972151	Compton-Burnett, Ivy	Dolores	1911	Fiction-Novel	Female	White	Britain	90140
28	coo1.ark:/13960/t5db8kz2x	0.6363636363636365	0.45693929801262356	Sinclair, May	The Life and Death of Harriett Frean	1922	Fiction-Novel	Female	White	Britain	27030
237	mdp.39015032477062	0.6360655737704904	0.6265371827769725	Huxley, Aldous	Eyeless in Gaza	1936	Fiction-Novel	Male	White	Britain	182198
528	uc1.b4973388	0.6359126984126994	1.377200849855592	Lawrence, D. H.	The Boy in the Bush	1924	Fiction-Novel	Male	White	Britain	273939
372	pst.000032609554	0.635593220338984	0.9887927762455084	Kipling, Rudyard	The Light that Failed	1890	Fiction-Novel	Male	White	South Asia	89330
352	pst.000008520463	0.6350093109869664	2.6058705143343137	Smith, Stevie	Over the Frontier	1938	Fiction-Novel	Female	White	Britain	77128
181	mdp.39015011040246	0.6330645161290355	1.8437037009501323	Wells, H. G.	Joan and Peter: The Story of an Education	1918	Fiction-Novel	Male	White	Britain	251722
532	uc2.ark:/13960/fk8pc2tq9r	0.6291666666666644	0.7907145007706331	James, Henry	The Wings of the Dove	1902	Fiction-Novel	Male	White	Us	227202
396	uc1.$b244159	0.6285714285714284	0.18172461504194004	Powys, Theodore Francis	Mark Only	1924	Fiction-Novel	Male	White	Britain	72085
101	mdp.39015000017742	0.6276150627615071	1.23269414294624	Aldington, Richard	Road to Glory	1930	Fiction-Stories	Male	White	Britain	72566
40	hvd.32044020572954	0.6250000000000013	1.5611588515771404	Allen, Grant	The British Barbarians	1895	Fiction-Novel	Male	White	Other	57538
241	mdp.39015039039691	0.6250000000000002	0.26559618575137917	Christie, Agatha	The Murder of Roger Ackroyd	1926	Fiction-Novel	Female	White	Britain	90188
552	uc2.ark:/13960/t9g450491	0.625	0.30284197431659476	Galsworthy, John	Awakening	1920	Fiction-Stories	Male	White	Britain	9887
10	coo.31924013493758	0.623556581986142	1.7905709907266691	Kipling, Rudyard	Rewards and Fairies	1910	Fiction-Novel	Male	White	Britain	90508
282	mdp.39015066195218	0.6230269266480948	1.8848145855972795	Shorthouse, Joseph Henry	John Inglesant	1881	Fiction-Novel	Male	White	Britain	213864
354	pst.000013460631	0.6229946524064176	1.2235693829931935	Bowen, Elizabeth	To the North	1932	Fiction-Novel	Female	White	Ireland	114402
382	pst.000056831450	0.6225165562913898	0.60215115257721	Bennett, Arnold	Anna of the Five Towns: A Novel	1902	Fiction-Novel	Male	White	Britain	93856
209	mdp.39015020726702	0.6206896551724144	0.4892407863414481	Bowen, Elizabeth	The Cat Jumps, and Other Stories	1934	Fiction-Stories	Female	White	Ireland	66556
419	uc1.$b85948	0.6202723146747352	0.9572468390978067	Bennett, Arnold	The Old Wives' Tale	1908	Fiction-Novel	Male	White	Britain	258445
129	mdp.39015003448845	0.6192893401015229	0.6896171396326961	Huxley, Aldous	Point Counter Point	1928	Fiction-Novel	Male	White	Britain	213835
558	uiug.30112042040854	0.6186770428015573	0.669688022357067	Sinclair, May	Mary Olivier, A Life	1919	Fiction-Novel	Female	White	Britain	143632
392	uc1.$b243988	0.6170212765957442	0.17798086502287114	Powys, Theodore Francis	Mr. Weston's Good Wine	1927	Fiction-Novel	Male	White	Britain	98836
411	uc1.$b439708	0.6166666666666667	0.5133381223543019	Bowen, Elizabeth	Encounters	1925	Fiction-Stories	Female	White	Ireland	43746
92	inu.39000002612757	0.6158301158301172	1.0963325926657277	Hardy, Thomas	The Mayor of Casterbridge	1886	Fiction-Novel	Male	White	Britain	176839
316	mdp.49015001034074	0.6153846153846156	0.6889439535594396	Chesterton, G. K.	The Man Who Was Thursday: A Nightmare	1908	Fiction-Novel	Male	White	Britain	77686
508	uc1.b4088177	0.6153846153846154	0.2605254189928667	Nesbit, Edith	The Railway Children	1906	Fiction-Novel	Female	White	Britain	74704
82	inu.39000000350756	0.614803625377643	0.9569695152219891	Powys, John Cowper	Weymouth Sands: A Novel	1934	Fiction-Novel	Male	White	Britain	258911
116	mdp.39015002606757	0.6139705882352946	0.9302152083545149	Ford, Ford Madox	No More Parades: A Novel	1925	Fiction-Novel	Male	White	Britain	109440
418	uc1.$b794738	0.613333333333334	1.0813441147825094	Firbank, [Arthur Annesley] Ronald	Caprice	1917	Fiction-Novel	Male	White	Britain	25959
246	mdp.39015043188716	0.6129032258064525	0.3862463863932374	Hardy, Thomas	Tess of the D'Urbervilles	1891	Fiction-Novel	Male	White	Britain	180235
124	mdp.39015002711649	0.6122448979591835	0.28514181982084896	Powys, Theodore Francis	Captain Patch: Twenty-One Stories	1935	Fiction-Stories	Male	White	Britain	64317
303	mdp.49015000915224	0.6115214180206796	0.8069992850911347	Bennett, Arnold	Imperial Palace	1930	Fiction-Novel	Male	White	Britain	313983
279	mdp.39015065979588	0.6111111111111112	0.5008435567200985	Lehmann, Rosamond	Invitation to the Waltz	1932	Fiction-Novel	Female	White	Britain	67256
400	uc1.$b244479	0.6111111111111107	1.016065066922493	Richardson, Dorothy	Oberland	1927	Fiction-Novel	Female	White	Britain	46413
161	mdp.39015008045257	0.6111111111111103	0.8747368323600735	Bowen, Elizabeth	The Death of the Heart	1938	Fiction-Novel	Female	White	Ireland	146332
469	uc1.b3346919	0.6098901098901086	1.3439615296895644	Ford, Ford Madox	"The ""Half Moon"": A Romance of the Old World and the New"	1909	Fiction-Novel	Male	White	Britain	101369
248	mdp.39015046387364	0.6090651558073654	0.6940299594358632	Wells, H. G.	Country of the Blind	1911	Fiction-Stories	Male	White	Britain	190365
293	mdp.39015080830469	0.607594936708858	0.7744658254101295	Hardy, Thomas	The Woodlanders	1887	Fiction-Novel	Male	White	Britain	190891
133	mdp.39015003679985	0.6065573770491819	0.8820188654359039	Galsworthy, John	Captures	1923	Fiction-Stories	Male	White	Britain	77654
378	pst.000045760310	0.6045454545454549	1.3479211862077836	Bennett, Arnold	Tales of the Five Towns	1905	Fiction-Stories	Male	White	Britain	61087
574	wu.89065155434	0.6041666666666667	0.4551030171097917	Forster, E. M.	The Celestial Omnibus and Other Stories	1911	Fiction-Stories	Male	White	Britain	39475
290	mdp.39015079150069	0.6040609137055823	1.5377361236885105	Wilde, Oscar	The Picture of Dorian Gray	1891	Fiction-Novel	Male	White	Ireland	95897
473	uc1.b3741636	0.6019417475728153	0.7833597223388373	Stevenson, Robert Louis	The Black Arrow	1888	Fiction-Novel	Male	White	Britain	98423
146	mdp.39015005041283	0.600000000000001	0.6559780303710779	Chesterton, G. K.	The Wisdom of Father Brown	1912	Fiction-Novel	Male	White	Britain	85584
570	uva.x000618958	0.599999999999999	1.0758573257705355	Maugham, William Somerset	The Explorer	1907	Fiction-Novel	Male	White	Britain	93929
444	uc1.32106007991901	0.5963636363636358	0.5337771392575823	du Maurier, Daphne	Rebecca	1938	Fiction-Novel	Female	White	Britain	192825
481	uc1.b3759999	0.5950920245398774	0.505470876325794	Aldington, Richard	Very Heaven	1937	Fiction-Novel	Male	White	Britain	120693
196	mdp.39015014689973	0.593922651933704	1.407735328101048	Sassoon, Siegfried	Memoir of an Infantry Officer	1930	Fiction-Novel	Male	White	Britain	96245
527	uc1.b4938307	0.5934065934065942	1.0289963994886742	Hardy, Thomas	Two on a Tower	1882	Fiction-Novel	Male	White	Britain	132397
501	uc1.b3865736	0.5931677018633554	1.3595868059468899	Williams, Charles	Shadows of Ecstasy	1933	Fiction-Novel	Male	White	Britain	88642
194	mdp.39015014510633	0.5925925925925926	0.2876537560020518	Mansfield, Katherine	Something Childish, and Other Stories	1924	Fiction-Stories	Female	White	Australasia	70261
510	uc1.b4091384	0.5925925925925917	0.7124311498108888	Lawrence, D. H.	The Lost Girl	1920	Fiction-Novel	Male	White	Britain	170213
153	mdp.39015005691608	0.5922330097087373	0.37093639743163626	James, Henry	The Sense of the Past	1917	Fiction-Novel	Male	White	Us	103927
546	uc2.ark:/13960/t71v5hr9z	0.5921052631578957	0.47432255897827513	Galsworthy, John	Saint's Progress	1919	Fiction-Novel	Male	White	Britain	119939
110	mdp.39015002148933	0.591999999999998	1.341275300699961	Smith, Stevie	Novel on Yellow Paper	1936	Fiction-Novel	Female	White	Britain	69761
299	mdp.39076005037937	0.5902335456475584	1.4931555939642518	Galsworthy, John	The White Monkey: a Silent Wooing	1924	Fiction-Novel	Male	White	Britain	118061
347	pst.000002047836	0.5891238670694852	1.2228627780597021	Maugham, William Somerset	Of Human Bondage	1915	Fiction-Novel	Male	White	Britain	303922
13	coo.31924013586551	0.5876777251184848	1.7725800879152047	Bennett, Arnold	The Card: A Story of Adventure in the Five Towns	1911	Fiction-Novel	Male	White	Britain	89104
417	uc1.$b794703	0.5867768595041334	1.1027650869562233	Galsworthy, John	The Burning Spear, Being the Experiences of Mr. John Lavender in a Time of War	1919	Fiction-Novel	Male	White	Britain	82134
331	nyp.33433074946256	0.5855421686746987	1.3922666533276233	Allen, Grant	Hilda Wade	1900	Fiction-Novel	Male	White	Other	111562
337	nyp.33433115574562	0.5853658536585391	2.029555717619523	Ford, Ford Madox	Zeppelin Nights	1915	Fiction-Stories	Male	White	Britain	75609
519	uc1.b4097693	0.5822784810126589	0.7203116112811243	Ford, Ford Madox	The Shifting of the Fire	1892	Fiction-Novel	Male	White	Britain	82097
556	uiug.30112041393841	0.5814814814814815	1.499331638251037	Bennett, Arnold	The Lion's Share	1916	Fiction-Novel	Male	White	Britain	134799
188	mdp.39015012896208	0.5813953488372092	0.2955922836455647	Wells, H. G.	The Island of Dr Moreau	1896	Fiction-Novel	Male	White	Britain	54446
204	mdp.39015018991433	0.5795275590551199	0.7866820491887461	Powys, John Cowper	Maiden Castle	1936	Fiction-Novel	Male	White	Britain	302110
504	uc1.b4080428	0.5772357723577234	1.0953603187410328	Wells, H. G.	Brynhild	1937	Fiction-Novel	Male	White	Britain	84056
3	aeu.ark:/13960/t6d237w7x	0.5770609318996421	1.733875901658411	Munro, Hector Hugh	When William Came	1913	Fiction-Novel	Male	White	South Asia	60225
357	pst.000020900496	0.5764705882352943	0.6374911855908214	Wells, H. G.	In the Days of the Comet	1906	Fiction-Novel	Male	White	Britain	99808
139	mdp.39015003681742	0.5764075067024126	1.2931492142999377	Galsworthy, John	The Silver Spoon	1926	Fiction-Novel	Male	White	Britain	107957
439	uc1.32106005418808	0.5763636363636362	1.5971196436832205	Chesterton, G. K.	The Flying Inn	1914	Fiction-Stories	Male	White	Britain	128889
203	mdp.39015018978745	0.57627118644068	1.7356820338379129	Stevenson, Robert Louis	The Wrong Box	1889	Fiction-Novel	Male	White	Britain	101780
478	uc1.b3759970	0.5757575757575772	1.1147397965014465	Wells, H. G.	Meanwhile: The Picture of a Lady	1927	Fiction-Novel	Male	White	Britain	99718
480	uc1.b3759972	0.575438596491227	1.0762294061064483	Wells, H. G.	Mr. Blettsworthy on Rampole Island	1928	Fiction-Novel	Male	White	Britain	99113
517	uc1.b4095606	0.5731707317073171	0.7149554622598815	Ford, Ford Madox	A Man Could Stand Up--A Novel	1926	Fiction-Novel	Male	White	Britain	85853
260	mdp.39015053230531	0.5708502024291511	0.9562641638610696	Wells, H. G.	The Soul of a Bishop	1917	Fiction-Novel	Male	White	Britain	96674
490	uc1.b3811092	0.5695652173913042	0.8037647969370665	Bennett, Arnold	The Woman Who Stole Everything, and Other Stories	1927	Fiction-Stories	Male	White	Britain	107100
534	uc2.ark:/13960/t0pr7q78x	0.5684931506849307	0.6263224039067014	Ford, Ford Madox	The Panel: A Sheer Comedy	1912	Fiction-Novel	Male	White	Britain	87246
77	inu.32000005550878	0.5666666666666668	0.4958522993356239	Chesterton, G. K.	The Scandal of Father Brown	1935	Fiction-Stories	Male	White	Britain	67933
193	mdp.39015014506813	0.5653846153846154	0.911693737899844	Hardy, Thomas	The Well-Beloved	1897	Fiction-Novel	Male	White	Britain	106737
355	pst.000019367736	0.5641891891891886	0.6840037304281276	Conrad, Joseph	Typhoon and Other Stories	1903	Fiction-Stories	Male	White	Europe	161966
256	mdp.39015050807257	0.562248995983936	1.20973598955206	Macaulay, Rose	Non-Combatants and Others	1916	Fiction-Novel	Female	White	Britain	77037
205	mdp.39015019638595	0.5621118012422357	1.5973874513260313	Myers, L. H.	"The ""Clio"""	1925	Fiction-Novel	Male	White	Britain	75446
142	mdp.39015004253061	0.5583038869257972	0.7956594362871044	Hornung, E. W.	The Amateur Cracksman	1899	Fiction-Stories	Male	White	Britain	133122
485	uc1.b3796888	0.5581395348837226	1.45224846375803	Bennett, Arnold	The Grim Smile of the Five Towns	1907	Fiction-Novel	Male	White	Britain	77574
477	uc1.b3759962	0.5579268292682924	1.2093362617502843	Wells, H. G.	The Dream	1924	Fiction-Novel	Male	White	Britain	101512
495	uc1.b3834538	0.555831265508685	2.0260148624333	Ford, Ford Madox	Privy Seal: His Last Venture	1907	Fiction-Novel	Male	White	Britain	74448
538	uc2.ark:/13960/t1vd70k9k	0.5538922155688597	1.8435552081295103	Ford, Ford Madox	The Young Lovell: A Romance	1913	Fiction-Novel	Male	White	Britain	135616
123	mdp.39015002711490	0.5538461538461541	0.2657301790865628	Powys, Theodore Francis	The Left Leg	1923	Fiction-Stories	Male	White	Britain	91551
351	pst.000006721145	0.5517241379310344	0.41944467771562083	Walpole, Hugh	Mr. Perrin and Mr. Traill	1911	Fiction-Novel	Male	White	Britain	77631
62	inu.30000081529376	0.5502283105022817	1.6057475522203868	Waugh, Evelyn	A Handful of Dust	1934	Fiction-Novel	Male	White	Britain	102091
267	mdp.39015056229209	0.5490196078431367	0.4308418218543378	Wells, H. G.	The Time Machine	1895	Fiction-Novel	Male	White	Britain	44304
114	mdp.39015002311556	0.5470085470085471	0.44705271432214455	Burnett, Frances Hodgston	The Secret Garden	1911	Fiction-Novel	Female	White	Britain	97953
88	inu.39000001458897	0.5469613259668482	2.819396045261926	Kipling, Rudyard	Puck of Pook's Hill	1906	Fiction-Stories	Male	White	South Asia	96111
545	uc2.ark:/13960/t6057wc8c	0.5466237942122159	1.6782535497624567	Bennett, Arnold	The Matador of the Five Towns, and Other Stories	1912	Fiction-Stories	Male	White	Britain	138715
447	uc1.32106011340103	0.5464480874316938	0.5439609016992503	James, Henry	What Maisie Knew	1897	Fiction-Novel	Male	White	Us	125914
428	uc1.32106001975207	0.5416666666666667	0.0784718639998997	Compton-Burnett, Ivy	Men and Wives	1931	Fiction-Novel	Female	White	Britain	114469
395	uc1.$b244158	0.5416666666666665	0.13499542831686975	Powys, Theodore Francis	Kindness in a Corner	1930	Fiction-Novel	Male	White	Britain	66540
83	inu.39000000350780	0.5415019762845847	0.5962867641916083	Powys, John Cowper	Wolf Solent	1929	Fiction-Novel	Male	White	Britain	317604
9	coo.31924013216837	0.540983606557377	0.7125261945421578	Richardson, Dorothy	Honeycomb	1917	Fiction-Novel	Female	White	Britain	64084
221	mdp.39015030724986	0.5403225806451614	0.6429146286873909	Chesterton, G. K.	Tales of the Long Bow	1925	Fiction-Stories	Male	White	Britain	72187
544	uc2.ark:/13960/t4hm5k49t	0.5401459854014599	0.31939884031299415	Lawrence, D. H.	The White Peacock	1911	Fiction-Novel	Male	White	Britain	160538
512	uc1.b4095308	0.5386819484240691	1.3822278486785773	Ford, Ford Madox	A Call: The Tale of Two Passions	1910	Fiction-Novel	Male	White	Britain	94501
11	coo.31924013536119	0.5384615384615401	1.4276356730304331	Bennett, Arnold	The Sinews of War: A Romance of London and the Sea	1906	Fiction-Novel	Male	White	Britain	102244
408	uc1.$b312377	0.5384615384615375	0.9326023010639367	Rhys, Jean	After Leaving Mr Mackenzie	1931	Fiction-Novel	Female	White	Caribbean	52172
89	inu.39000001588149	0.5375722543352602	1.1262357323884065	Delafield, E. M.	Diary of a Provincial Lady	1930	Fiction-Novel	Female	White	Britain	57492
253	mdp.39015048709714	0.5370370370370385	0.33480133435328907	de la Mare, Walter	Memoirs of a Midget	1921	Fiction-Novel	Male	White	Britain	181100
383	pst.000057254876	0.5365853658536592	0.8557190717101493	Greene, Graham	A Gun for Sale	1936	Fiction-Novel	Male	White	Britain	89663
197	mdp.39015014841145	0.5364583333333319	0.5945244632842948	Maugham, William Somerset	Mrs. Craddock	1902	Fiction-Novel	Male	White	Britain	120871
488	uc1.b3811079	0.536231884057971	0.8304180369174975	Bennett, Arnold	The Night Visitor, and Other Stories	1931	Fiction-Stories	Male	White	Britain	124395
23	coo.31924074619218	0.5358649789029519	0.7147944617636289	Stevenson, Robert Louis	Catriona	1893	Fiction-Novel	Male	White	Britain	124096
14	coo.31924013586569	0.5340909090909083	0.843252674853101	Bennett, Arnold	The City of Pleasure: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	78117
516	uc1.b4095604	0.5324324324324357	1.3380260804965718	Ford, Ford Madox	Mr. Apollo: A Just Possible Story	1908	Fiction-Novel	Male	White	Britain	103497
18	coo.31924013615509	0.5319148936170216	0.5559649637719954	Galsworthy, John	The Dark Flower	1913	Fiction-Novel	Male	White	Britain	94921
315	mdp.49015001011247	0.5319148936170215	0.43774833334330054	Williams, Charles	The Place of the Lion	1931	Fiction-Novel	Male	White	Britain	80370
54	inu.30000007685427	0.5313653136531364	0.7627348291270057	Waugh, Alec	The Loom of Youth	1917	Fiction-Novel	Male	White	Britain	132980
29	coo1.ark:/13960/t6zw21192	0.5311572700296741	1.2975332897279248	Bennett, Arnold	The Pretty Lady: A Novel	1918	Fiction-Novel	Male	White	Britain	97208
424	uc1.32106001930137	0.5311203319502088	0.9320998318406745	Chesterton, G. K.	The Innocence of Father Brown	1911	Fiction-Novel	Male	White	Britain	96771
115	mdp.39015002578469	0.5282051282051266	0.9516081997087368	Wilde, Oscar	Lord Arthur Savile's Crime and Other Stories	1891	Fiction-Stories	Male	White	Ireland	76695
7	coo.31924013205749	0.5268817204301088	1.2998808225485041	Allen, Grant	The Woman Who Did	1895	Fiction-Novel	Male	White	Other	53555
476	uc1.b3759961	0.5263157894736843	0.3686289811394905	Wells, H. G.	The Croquet Player: A Story	1937	Fiction-Novel	Male	White	Britain	19291
571	uva.x000926858	0.5260663507109002	0.6014393060187955	James, Henry	The Golden Bowl	1904	Fiction-Novel	Male	White	Us	131305
252	mdp.39015047714954	0.5244865718799372	1.8611276324689074	Trollope, Anthony	Mr. Scarborough's Family	1883	Fiction-Novel	Male	White	Britain	254594
381	pst.000051483654	0.5243445692883889	0.9210435056616252	Maugham, William Somerset	Theatre: A Novel	1937	Fiction-Novel	Male	White	Britain	108498
273	mdp.39015060668582	0.5234657039711192	1.0712793102356	Wells, H. G.	The First Men in the Moon	1901	Fiction-Novel	Male	White	Britain	96776
21	coo.31924014495349	0.5208333333333334	1.462626017374578	Huxley, Aldous	Two or Three Graces, and Other Stories	1926	Fiction-Stories	Male	White	Britain	73697
515	uc1.b4095578	0.5199999999999999	0.2507972881572038	Green, Henry	Party Going	1939	Fiction-Novel	Male	White	Britain	74617
34	hvd.32044004999371	0.5199999999999989	0.4475526145963872	Wells, H. G.	The History of Mr. Polly	1910	Fiction-Novel	Male	White	Britain	83627
376	pst.000044205362	0.5191637630662	1.1941577149751574	Maugham, William Somerset	Cakes and Ale: Or the Skeleton in the Cupboard	1930	Fiction-Novel	Male	White	Britain	89952
131	mdp.39015003675371	0.5182724252491673	1.3822232323268138	Ford, Ford Madox	Last Post	1928	Fiction-Novel	Male	White	Britain	81504
159	mdp.39015008040225	0.5179856115107917	0.32199171056622233	Conrad, Joseph	Chance	1913	Fiction-Novel	Male	White	Britain	161570
