Group 1	Low 1	Mean 1	High 1	Group 2	Low 2	Mean 2	High 2	p-value	sig
early	0.0005864471429395309	0.001409887629668128	0.0022333281163967253	late	0.0004968774586263417	0.0022031573182541247	0.003909437177881908	0.36679152697347717	
