Group 1	Low 1	Mean 1	High 1	Group 2	Low 2	Mean 2	High 2	p-value	sig
early	0.0017299034552673937	0.002703957472352715	0.0036780114894380362	late	0.0023883761309389465	0.0055435206210165695	0.008698665111094192	0.12057156936276878	
