Group 1	Low 1	Mean 1	High 1	Group 2	Low 2	Mean 2	High 2	p-value	sig
Foreign	0.008275434313052086	0.010957195209670301	0.013638956106288517	Hathi	0.006689786144362514	0.007309222971285879	0.007928659798209243	0.19072692814008868	
Foreign	0.008275434313052086	0.010957195209670301	0.013638956106288517	London	0.004518470932701396	0.008033033255214185	0.011547595577726975	0.20629063794890737	
Foreign	0.008275434313052086	0.010957195209670301	0.013638956106288517	Prominent	0.006001943919298701	0.00881725839693997	0.01163257287458124	0.4165233441811578	
Hathi	0.006689786144362514	0.007309222971285879	0.007928659798209243	London	0.004518470932701396	0.008033033255214185	0.011547595577726975	0.77493485496741	
Hathi	0.006689786144362514	0.007309222971285879	0.007928659798209243	Prominent	0.006001943919298701	0.00881725839693997	0.01163257287458124	0.34829335505239967	
London	0.004518470932701396	0.008033033255214185	0.011547595577726975	Prominent	0.006001943919298701	0.00881725839693997	0.01163257287458124	0.7572723808577941	
