	htid	occurs_100k	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
550	uc2.ark:/13960/t91836s7n	149.49489524167606	1	West, Rebecca	The Judge	1922	Fiction-Novel	Female	White	Ireland	223419
479	uc1.b3759971	148.8633222040278	1	Wells, H. G.	Men Like Gods	1923	Fiction-Novel	Male	White	Britain	94046
18	coo.31924013615509	148.54457917636785	1	Galsworthy, John	The Dark Flower	1913	Fiction-Novel	Male	White	Britain	94921
535	uc2.ark:/13960/t0wp9wh4k	148.3834018847296	1	Mansfield, Katherine	In a German Pension	1911	Fiction-Novel	Female	White	Australasia	38414
180	mdp.39015010701871	147.6287137848313	1	Chesterton, G. K.	The Secret of Father Brown	1927	Fiction-Novel	Male	White	Britain	75866
343	osu.32435052478203	147.1363316936054	1	Lawrence, D. H.	Women in Love	1920	Fiction-Novel	Male	White	Britain	227680
234	mdp.39015031241063	145.85597437510722	1	James, Henry	The Outcry	1911	Fiction-Stories	Male	White	Us	69932
39	hvd.32044018987289	145.66476619667026	1	Maugham, William Somerset	The Hero	1901	Fiction-Novel	Male	White	Britain	87873
447	uc1.32106011340103	145.33729370840405	1	James, Henry	What Maisie Knew	1897	Fiction-Novel	Male	White	Us	125914
539	uc2.ark:/13960/t22b9778q	144.90543014032986	1	Galsworthy, John	Beyond	1917	Fiction-Novel	Male	White	Britain	144232
132	mdp.39015003676882	144.7424435930183	1	Forster, E. M.	The Eternal Moment and Other Stories	1928	Fiction-Stories	Male	White	Britain	35235
80	inu.32000007265780	143.55784184711086	1	Lawrence, D. H.	Sun	1928	Fiction-Stories	Male	White	Britain	8359
468	uc1.b3209748	143.41590612777068	1	Lawrence, D. H.	The Ladybird; The Fox; The Captain's Doll	1923	Fiction-Stories	Male	White	Britain	107380
444	uc1.32106007991901	142.6163619862568	1	du Maurier, Daphne	Rebecca	1938	Fiction-Novel	Female	White	Britain	192825
284	mdp.39015066681548	142.4824325637123	1	Hardy, Thomas	Life's Little Ironies	1894	Fiction-Stories	Male	White	Britain	92643
156	mdp.39015005948743	142.45014245014252	1	Bennett, Arnold	Riceyman Steps: A Novel	1923	Fiction-Novel	Male	White	Britain	117234
288	mdp.39015077637869	140.9192006655462	1	Hardy, Thomas	Jude the Obscure	1895	Fiction-Novel	Male	White	Britain	176697
43	hvd.32044090347501	140.6190689809862	1	Galsworthy, John	Five Tales	1918	Fiction-Stories	Male	White	Britain	115916
35	hvd.32044010105435	140.47979252215256	1	Barrie, J. M.	Peter Pan in Kensington Gardens	1906	Fiction-Novel	Male	White	Britain	27762
8	coo.31924013216811	139.85614796209606	1	Richardson, Dorothy	Pointed Roofs	1915	Fiction-Novel	Female	White	Britain	70072
49	hvd.hwjx3w	139.68201799433038	1	Galsworthy, John	The Freelands	1915	Fiction-Novel	Male	White	Britain	121705
182	mdp.39015011304147	138.86080215706093	1	Conrad, Joseph	Tales of Unrest	1898	Fiction-Stories	Male	White	Europe	74175
368	pst.000030844360	138.5070617615579	1	Conrad, Joseph	Victory	1915	Fiction-Novel	Male	White	Europe	142953
56	inu.30000035055387	138.14739881817107	1	Lawrence, D. H.	The Rainbow	1915	Fiction-Novel	Male	White	Britain	224398
411	uc1.$b439708	137.15539706487448	1	Bowen, Elizabeth	Encounters	1925	Fiction-Stories	Female	White	Ireland	43746
333	nyp.33433075767313	136.85479093898718	1	Wells, H. G.	The Wonderful Visit	1895	Fiction-Novel	Male	White	Britain	48957
414	uc1.$b787244	135.6313473816533	1	Myers, L. H.	The Pool of Vishnu	1940	Fiction-Novel	Male	White	Britain	181374
481	uc1.b3759999	135.0533999486301	1	Aldington, Richard	Very Heaven	1937	Fiction-Novel	Male	White	Britain	120693
22	coo.31924052984741	134.05820139462932	1	James, Henry	The Ambassadors	1903	Fiction-Novel	Male	White	Us	188724
441	uc1.32106006215591	134.04498186552905	1	Woolf, Virginia	The Waves	1931	Fiction-Novel	Female	White	Britain	286471
279	mdp.39015065979588	133.81705721422625	1	Lehmann, Rosamond	Invitation to the Waltz	1932	Fiction-Novel	Female	White	Britain	67256
503	uc1.b4064067	133.54376593419943	1	Beerbohm, Max	The Dreadful Dragon of Hay Hill	1928	Fiction-Stories	Male	White	Britain	24711
6	coo.31924008035770	133.4079978918242	1	Wilde, Oscar	The Happy Prince and Other Tales	1888	Fiction-Stories	Male	White	Ireland	60716
77	inu.32000005550878	132.48347636641986	1	Chesterton, G. K.	The Scandal of Father Brown	1935	Fiction-Stories	Male	White	Britain	67933
434	uc1.32106001997508	132.1304342482082	1	Lewis, Wyndham	The Revenge for Love	1937	Fiction-Novel	Male	White	Other	162718
431	uc1.32106001987129	131.4060446780552	1	Greene, Graham	The Man Within	1929	Fiction-Novel	Male	White	Britain	86754
454	uc1.32106014473422	131.1815491625737	1	Rider Haggard, H.	King Solomon's Mines	1885	Fiction-Novel	Male	White	Britain	98337
209	mdp.39015020726702	130.7169902037384	1	Bowen, Elizabeth	The Cat Jumps, and Other Stories	1934	Fiction-Stories	Female	White	Ireland	66556
254	mdp.39015049493359	129.47063060958283	1	James, Henry	The Ivory Tower	1917	Fiction-Novel	Male	White	Us	102726
103	mdp.39015000610488	128.37417589252382	1	Woolf, Virginia	Night and Day	1919	Fiction-Novel	Female	White	Britain	200975
546	uc2.ark:/13960/t71v5hr9z	126.73108830322096	1	Galsworthy, John	Saint's Progress	1919	Fiction-Novel	Male	White	Britain	119939
374	pst.000033048772	126.6732856311409	1	Lawrence, D. H.	Sons and Lovers	1913	Fiction-Novel	Male	White	Britain	204463
319	mdp.49015001441162	126.24991286432402	1	Schreiner, Olive	The Story of an African Farm	1883	Fiction-Novel	Female	White	Sub-Saharan Africa	129109
179	mdp.39015010594201	125.50155368509941	1	Somerville, Edith	Some Experiences of an Irish R. M. 	1899	Fiction-Novel	Female	White	Ireland	165735
141	mdp.39015004165125	125.36055025515874	1	Compton-Burnett, Ivy	Dolores	1911	Fiction-Novel	Female	White	Britain	90140
100	loc.ark:/13960/t2v419n7g	123.53870733985765	1	Powys, John Cowper	Wood and Stone: A Romance	1915	Fiction-Novel	Male	White	Britain	229078
28	coo1.ark:/13960/t5db8kz2x	122.08657047724755	1	Sinclair, May	The Life and Death of Harriett Frean	1922	Fiction-Novel	Female	White	Britain	27030
206	mdp.39015019666547	121.9222076840729	1	Greene, Graham	The Power and the Glory	1940	Fiction-Novel	Male	White	Britain	100884
574	wu.89065155434	121.59594680177322	1	Forster, E. M.	The Celestial Omnibus and Other Stories	1911	Fiction-Stories	Male	White	Britain	39475
34	hvd.32044004999371	119.57860499599386	1	Wells, H. G.	The History of Mr. Polly	1910	Fiction-Novel	Male	White	Britain	83627
114	mdp.39015002311556	119.44503996814801	1	Burnett, Frances Hodgston	The Secret Garden	1911	Fiction-Novel	Female	White	Britain	97953
466	uc1.b000790794	119.00714042842576	1	West, Rebecca	Return of the Soldier	1918	Fiction-Novel	Female	White	Ireland	35292
453	uc1.32106014380650	118.52061159775198	1	Conrad, Joseph	An Outcast of the Islands	1896	Fiction-Novel	Male	White	Europe	127404
315	mdp.49015001011247	116.9590643274855	1	Williams, Charles	The Place of the Lion	1931	Fiction-Novel	Male	White	Britain	80370
267	mdp.39015056229209	115.11375947995656	1	Wells, H. G.	The Time Machine	1895	Fiction-Novel	Male	White	Britain	44304
4	aeu.ark:/13960/t9k373624	115.06989430617118	1	Bennett, Arnold	The Glimpse: An Adventure of the Soul	1909	Fiction-Novel	Male	White	Britain	93856
567	umn.31951p00148123s	114.43554390214076	1	Ford, Ford Madox	The Benefactor: A Tale of a Small Circle	1905	Fiction-Novel	Male	White	Britain	90007
340	osu.32435017802885	112.86681715575634	1	Conrad, Joseph	The Arrow of Gold	1919	Fiction-Novel	Male	White	Europe	125812
351	pst.000006721145	112.06863237624141	1	Walpole, Hugh	Mr. Perrin and Mr. Traill	1911	Fiction-Novel	Male	White	Britain	77631
394	uc1.$b244157	111.20302689214655	1	Powys, Theodore Francis	Innocent Birds	1926	Fiction-Novel	Male	White	Britain	73739
140	mdp.39015003681916	109.74539069359075	1	Galsworthy, John	A Motley	1910	Fiction-Stories	Male	White	Britain	54672
96	inu.39000004044819	109.0300642305825	1	Lehmann, Rosamond	A Note in Music	1930	Fiction-Novel	Female	White	Britain	92635
37	hvd.32044011328713	106.91464233322566	1	Lawrence, D. H.	England, My England	1922	Fiction-Stories	Male	White	Britain	80438
213	mdp.39015030710704	106.5359363902505	1	Powys, John Cowper	Morwyn, or the Vengance of God	1937	Fiction-Novel	Male	White	Britain	115454
338	osu.32435007395684	106.26506850097694	1	Lawrence, D. H.	The Trespasser	1912	Fiction-Novel	Male	White	Britain	87517
364	pst.000028366003	106.09667736259189	1	Lawrence, D. H.	The Virgin and the Gipsy	1930	Fiction-Stories	Male	White	Britain	38644
190	mdp.39015013252823	104.75591870940713	1	Mansfield, Katherine	The Doves' Nest, and Other Stories	1923	Fiction-Stories	Female	White	Australasia	57276
529	uc1.b5336132	104.68694818626699	1	Mansfield, Katherine	Bliss, and Other Stories	1920	Fiction-Stories	Female	White	Australasia	79284
26	coo1.ark:/13960/t14m9r09c	103.27712180534562	1	Galsworthy, John	The Little Man, and Other Stories	1915	Fiction-Stories	Male	White	Britain	64874
246	mdp.39015043188716	103.19860182539482	1	Hardy, Thomas	Tess of the D'Urbervilles	1891	Fiction-Novel	Male	White	Britain	180235
304	mdp.49015000920166	102.40600206967909	1	Bowen, Elizabeth	The Hotel	1927	Fiction-Novel	Female	White	Ireland	92768
312	mdp.49015000998766	100.06440927493549	1	Powys, Theodore Francis	Mr. Tasker's Gods	1925	Fiction-Novel	Male	White	Britain	86944
118	mdp.39015002709866	99.20166280882448	1	Powys, John Cowper	Ducdame	1925	Fiction-Novel	Male	White	Britain	169352
153	mdp.39015005691608	99.10802775024763	1	James, Henry	The Sense of the Past	1917	Fiction-Novel	Male	White	Us	103927
5	coo.31924006118453	98.88205116273652	1	Carroll, Lewis	Sylvie and Bruno	1889	Fiction-Novel	Male	White	Britain	85961
491	uc1.b3834403	98.50397094132872	1	Galsworthy, John	The Country House	1907	Fiction-Novel	Male	White	Britain	97458
476	uc1.b3759961	98.49152454512469	1	Wells, H. G.	The Croquet Player: A Story	1937	Fiction-Novel	Male	White	Britain	19291
543	uc2.ark:/13960/t3zs2w44g	98.25185844317143	1	Wells, H. G.	The Undying Fire	1919	Fiction-Novel	Male	White	Britain	53943
283	mdp.39015066650105	98.00718719372762	1	Webb, Mary	Precious Bane	1924	Fiction-Novel	Female	White	Britain	125501
311	mdp.49015000993924	96.67927700714591	1	Maugham, William Somerset	Liza of Lambeth	1897	Fiction-Novel	Male	White	Britain	47580
320	miun.afb2696.0001.001	96.24937903626426	1	Wells, H. G.	The Brothers: A Story	1938	Fiction-Novel	Male	White	Britain	32208
415	uc1.$b787245	94.79849676669411	1	Myers, L. H.	Prince Jali	1931	Fiction-Novel	Male	White	Britain	88609
87	inu.39000001387062	93.31259720062208	1	Potter, Beatrix	Peter Rabbit	1902	Fiction-Novel	Female	White	Britain	3215
165	mdp.39015008337951	92.74181287438807	1	Lehmann, Rosamond	Dusty Answer	1927	Fiction-Novel	Female	White	Britain	131548
565	umn.31951002117987b	92.18550560204233	1	Myers, L. H.	The Near and the Far	1929	Fiction-Novel	Male	White	Britain	98714
336	nyp.33433107875183	89.88602452090751	1	Garnett, David	Lady Into Fox	1922	Fiction-Novel	Male	White	Britain	27813
339	osu.32435015440100	89.56115036322028	1	Grahame, Kenneth	The Wind in the Willows	1908	Fiction-Stories	Male	White	Britain	70343
253	mdp.39015048709714	89.45334069574844	1	de la Mare, Walter	Memoirs of a Midget	1921	Fiction-Novel	Male	White	Britain	181100
70	inu.32000001881533	87.35531775496834	1	Powys, Theodore Francis	Make Thyself Many	1935	Fiction-Stories	Male	White	Britain	4579
159	mdp.39015008040225	86.03082255369198	1	Conrad, Joseph	Chance	1913	Fiction-Novel	Male	White	Britain	161570
523	uc1.b4538464	85.92574009031622	1	Conrad, Joseph	The Rescue	1920	Fiction-Novel	Male	White	Europe	159440
119	mdp.39015002709973	85.87887115526908	1	Powys, John Cowper	Rodmoor: A Romance	1916	Fiction-Novel	Male	White	Britain	151376
457	uc1.32106014704156	85.77666874610102	1	James, Henry	The Awkward Age	1899	Fiction-Novel	Male	White	Us	179536
544	uc2.ark:/13960/t4hm5k49t	85.33805080417098	1	Lawrence, D. H.	The White Peacock	1911	Fiction-Novel	Male	White	Britain	160538
350	pst.000006696801	83.95177809866026	1	Myers, L. H.	The Orissers	1922	Fiction-Novel	Male	White	Britain	178674
499	uc1.b3862556	83.01965112878425	1	Compton-Burnett, Ivy	A House and Its Head	1935	Fiction-Novel	Female	White	Britain	105999
227	mdp.39015030742442	82.27792307014195	1	Douglas, Norman [George]	They Went	1920	Fiction-Novel	Male	White	Europe	68062
552	uc2.ark:/13960/t9g450491	80.91433195104683	1	Galsworthy, John	Awakening	1920	Fiction-Stories	Male	White	Britain	9887
251	mdp.39015047547255	79.98118089861204	1	Woolf, Virginia	To the Lighthouse	1927	Fiction-Novel	Female	White	Britain	85020
322	njp.32101068574464	78.99433386321303	1	Lawrence, D. H.	The Prussian Officer and Other Stories	1914	Fiction-Stories	Male	White	Britain	102539
188	mdp.39015012896208	78.97733534143919	1	Wells, H. G.	The Island of Dr Moreau	1896	Fiction-Novel	Male	White	Britain	54446
67	inu.30000121090348	78.08433107756377	1	Powys, Theodore Francis	A Strong Girl and the Bride	1926	Fiction-Stories	Male	White	Britain	3842
390	uc1.$b242636	77.0543232979251	1	Mansfield, Katherine	The Garden Party and Other Stories	1922	Fiction-Stories	Female	White	Australasia	72676
194	mdp.39015014510633	76.85629296480266	1	Mansfield, Katherine	Something Childish, and Other Stories	1924	Fiction-Stories	Female	White	Australasia	70261
124	mdp.39015002711649	76.1851454514358	1	Powys, Theodore Francis	Captain Patch: Twenty-One Stories	1935	Fiction-Stories	Male	White	Britain	64317
48	hvd.hwjway	75.37390538457633	1	Galsworthy, John	Fraternity	1909	Fiction-Novel	Male	White	Britain	118078
308	mdp.49015000991985	71.67057597081057	1	Lewis, Wyndham	The Childermass: Section 1	1928	Fiction-Novel	Male	White	Other	138132
393	uc1.$b244156	71.18862761673823	1	Powys, Theodore Francis	Black Bryony	1923	Fiction-Novel	Male	White	Britain	44951
123	mdp.39015002711490	70.9986783322957	1	Powys, Theodore Francis	The Left Leg	1923	Fiction-Stories	Male	White	Britain	91551
241	mdp.39015039039691	70.96287754468446	1	Christie, Agatha	The Murder of Roger Ackroyd	1926	Fiction-Novel	Female	White	Britain	90188
175	mdp.39015009283667	69.66005891250697	1	Compton-Burnett, Ivy	Brothers and Sisters	1929	Fiction-Novel	Female	White	Britain	100488
508	uc1.b4088177	69.60805311629898	1	Nesbit, Edith	The Railway Children	1906	Fiction-Novel	Female	White	Britain	74704
58	inu.30000038731067	68.50347312608747	1	Powys, Theodore Francis	Fables	1934	Fiction-Stories	Male	White	Britain	72989
515	uc1.b4095578	67.0088585711031	1	Green, Henry	Party Going	1939	Fiction-Novel	Male	White	Britain	74617
330	nyp.33433074942974	65.88735387885227	1	Conrad, Joseph	The Shadow Line	1917	Fiction-Novel	Male	White	Europe	47050
391	uc1.$b242750	63.7190146864558	1	Douglas, Norman [George]	In the Beginning	1927	Fiction-Novel	Male	White	Europe	64345
208	mdp.39015020699826	61.14366022376747	1	White, T. H.	The Sword in the Stone	1939	Fiction-Novel	Male	White	Britain	109578
232	mdp.39015031234613	60.68792701787355	1	Hartley, Leslie Poles	Night Fears, and Other Stories	1924	Fiction-Stories	Male	White	Britain	51081
465	uc1.a0001378843	59.20763270967966	1	Anstey, F.	Vice Versa	1882	Fiction-Novel	Male	White	Britain	118228
366	pst.000029198023	58.39110059738587	1	Lewis, C. S.	Out of the Silent Planet	1938	Fiction-Novel	Male	White	Britain	66791
502	uc1.b3884572	54.58312141022933	1	Lewis, C. S.	The Pilgrim's Regress	1933	Fiction-Novel	Male	White	Britain	80611
396	uc1.$b244159	48.55379066379966	1	Powys, Theodore Francis	Mark Only	1924	Fiction-Novel	Male	White	Britain	72085
392	uc1.$b243988	47.55352300781087	1	Powys, Theodore Francis	Mr. Weston's Good Wine	1927	Fiction-Novel	Male	White	Britain	98836
398	uc1.$b244163	46.75436268749133	1	Powys, Theodore Francis	The White Paternoster, and Other Stories	1931	Fiction-Stories	Male	White	Britain	79137
397	uc1.$b244162	39.78708532716814	1	Powys, Theodore Francis	The Two Thieves	1933	Fiction-Stories	Male	White	Britain	92995
150	mdp.39015005250439	39.421073379512315	1	Milne, A. A.	House at Pooh Corner	1928	Fiction-Novel	Male	White	Britain	35514
369	pst.000031167109	37.14103192643103	1	MacDonald, George	The Princess and Curdie	1883	Fiction-Novel	Male	White	Britain	67311
395	uc1.$b244158	36.06853020739403	1	Powys, Theodore Francis	Kindness in a Corner	1930	Fiction-Novel	Male	White	Britain	66540
235	mdp.39015031241972	36.02008891816236	1	James, Henry	The Two Magics	1898	Fiction-Stories	Male	White	Us	97168
385	uc1.$b104376	33.534540576794086	1	Powys, Theodore Francis	Unclay	1932	Fiction-Novel	Male	White	Britain	107352
122	mdp.39015002711458	30.643513789581192	1	Powys, Theodore Francis	Mockery Gap	1925	Fiction-Novel	Male	White	Britain	68530
191	mdp.39015013439065	30.519596124011294	1	Compton-Burnett, Ivy	Pastors and Masters: A Study	1925	Fiction-Novel	Female	White	Britain	39319
121	mdp.39015002711391	29.824038174768862	1	Powys, Theodore Francis	Uriah on the Hill	1930	Fiction-Stories	Male	White	Britain	6706
554	uc2.ark:/13960/t9s17xn03	22.31774648980662	1	Webb, Mary	Gone to Earth	1917	Fiction-Novel	Female	White	Britain	103057
428	uc1.32106001975207	20.966375175811795	1	Compton-Burnett, Ivy	Men and Wives	1931	Fiction-Novel	Female	White	Britain	114469
78	inu.32000005560109	15.419011641353787	1	Compton-Burnett, Ivy	More Women Than Men	1933	Fiction-Novel	Female	White	Britain	90797
222	mdp.39015030727195	11.742700653397415	1	Compton-Burnett, Ivy	A Family and a Fortune	1939	Fiction-Novel	Female	White	Britain	119223
