	htid	spec_gb_subcity	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
169	mdp.39015008988373	0.5384615384615384	0.30304951341871994	Conrad, Joseph	Tales of Hearsay	1925	Fiction-Stories	Male	White	Europe	42606
532	uc2.ark:/13960/t10p12n34	0.5350877192982461	1.143442050044706	Beerbohm, Max	Zuleika Dobson; or an Oxford Love Story	1911	Fiction-Novel	Male	White	Britain	99022
240	mdp.39015039610442	0.5294117647058818	0.5477467298383227	Munro, Hector Hugh	The Chronicles of Clovis	1911	Fiction-Novel	Male	White	South Asia	61651
343	osu.32435061047858	0.5268817204301077	1.0528605921166116	Conan Doyle, Arthur	The Lost World	1912	Fiction-Novel	Male	White	Britain	87731
21	coo.31924014495349	0.5217391304347819	1.8598172814498057	Huxley, Aldous	Two or Three Graces, and Other Stories	1926	Fiction-Stories	Male	White	Britain	73697
300	mdp.49015000914540	0.517094017094017	3.267734716433839	Bennett, Arnold	Buried Alive: A Tale of These Days	1908	Fiction-Novel	Male	White	Britain	71123
319	njp.32101068137924	0.5158069883527451	2.9457266251805576	Disraeli, Benjamin	Endymion	1880	Fiction-Novel	Male	White	Britain	202639
254	mdp.39015050807257	0.5137614678899076	1.4052970600443364	Macaulay, Rose	Non-Combatants and Others	1916	Fiction-Novel	Female	White	Britain	77037
185	mdp.39015012884543	0.5116279069767465	2.0270375151071027	Mackenzie, Compton	Sinister Street	1913	Fiction-Novel	Male	White	Britain	231761
543	uc2.ark:/13960/t7vm4dr7d	0.5073529411764712	1.2738742933065146	Ford, Ford Madox	Mr. Fleight	1913	Fiction-Novel	Male	White	Britain	106036
410	uc1.$b783912	0.5071574642126785	2.9423714349972876	Macaulay, Rose	They Were Defeated	1932	Fiction-Novel	Female	White	Britain	165064
296	mdp.39076005037002	0.5068493150684934	1.441839007823576	Galsworthy, John	Flowering Wilderness	1932	Fiction-Novel	Male	White	Britain	100572
286	mdp.39015077637869	0.5038759689922481	0.7251060622093275	Hardy, Thomas	Jude the Obscure	1895	Fiction-Novel	Male	White	Britain	176697
266	mdp.39015058011787	0.5023923444976065	1.2611153693626782	Woolf, Virginia	The Years	1937	Fiction-Novel	Female	White	Britain	164601
333	nyp.33433082294657	0.5017667844522969	1.1308270722274718	James, Henry	The Princess Casamassima	1886	Fiction-Novel	Male	White	Us	248560
165	mdp.39015008456900	0.5	0.010244504288047056	Moore, George	The Brook Kerith	1916	Fiction-Novel	Male	White	Ireland	193901
188	mdp.39015013252823	0.5	0.10404460642974085	Mansfield, Katherine	The Doves' Nest, and Other Stories	1923	Fiction-Stories	Female	White	Australasia	57276
499	uc1.b3884572	0.5	0.024642041730739136	Lewis, C. S.	The Pilgrim's Regress	1933	Fiction-Novel	Male	White	Britain	80611
189	mdp.39015013439065	0.49999999999999994	0.1515618117925135	Compton-Burnett, Ivy	Pastors and Masters: A Study	1925	Fiction-Novel	Female	White	Britain	39319
222	mdp.39015030738119	0.4999999999999999	0.6518996188067809	Firbank, [Arthur Annesley] Ronald	The Artificial Princess	1934	Fiction-Novel	Male	White	Britain	24377
52	iau.31858005598952	0.4942528735632184	1.3988870605328267	Bennett, Arnold	The Loot of Cities: Being the Adventures of a Millionaire in Search of Joy (A Fantasia)	1905	Fiction-Stories	Male	White	Britain	61770
42	hvd.32044072024789	0.4915254237288135	0.9848469599791616	Huxley, Aldous	Limbo	1920	Fiction-Stories	Male	White	Britain	59501
282	mdp.39015066681548	0.4895833333333333	1.0291996378130825	Hardy, Thomas	Life's Little Ironies	1894	Fiction-Stories	Male	White	Britain	92643
480	uc1.b3796882	0.4893617021276589	1.2205529483073567	Bennett, Arnold	Elsie and the Child	1924	Fiction-Stories	Male	White	Britain	114737
303	mdp.49015000979592	0.48305084745762716	1.0792080622065072	Galsworthy, John	The Patrician	1911	Fiction-Novel	Male	White	Britain	108597
200	mdp.39015018629371	0.4758064516129031	1.2318511753516792	West, Rebecca	Harriet Hume	1929	Fiction-Novel	Female	White	Ireland	99978
456	uc1.32106016479682	0.475	0.2708655538830332	Pater, Walter	Marius the Epicurean	1885	Fiction-Novel	Male	White	Britain	146672
129	mdp.39015003448845	0.47333333333333344	0.6967122872623565	Huxley, Aldous	Point Counter Point	1928	Fiction-Novel	Male	White	Britain	213835
25	coo1.ark:/13960/t0ht35x8w	0.47107438016528946	1.6788208056209397	Bennett, Arnold	The Roll-Call	1918	Fiction-Novel	Male	White	Britain	143170
190	mdp.39015013962207	0.4708994708994706	2.4271299136667492	Woolf, Virginia	Mrs Dalloway	1925	Fiction-Novel	Female	White	Britain	77341
476	uc1.b3759971	0.46938775510204084	0.5174837934195713	Wells, H. G.	Men Like Gods	1923	Fiction-Novel	Male	White	Britain	94046
103	mdp.39015000610488	0.4685990338164252	1.0229851040503006	Woolf, Virginia	Night and Day	1919	Fiction-Novel	Female	White	Britain	200975
41	hvd.32044021127915	0.46543778801843416	1.4188898432914987	Wells, H. G.	The Wife of Sir Isaac Harman	1914	Fiction-Novel	Male	White	Britain	151898
562	umn.31951p00148123s	0.4594594594594597	0.4082878340595433	Ford, Ford Madox	The Benefactor: A Tale of a Small Circle	1905	Fiction-Novel	Male	White	Britain	90007
224	mdp.39015030738333	0.4583333333333333	0.688136129084277	Firbank, [Arthur Annesley] Ronald	Inclinations	1916	Fiction-Novel	Male	White	Britain	34640
439	uc1.32106006269275	0.4545454545454545	0.17262297270913843	Beckett, Samuel	More Pricks than Kicks	1933	Fiction-Stories	Male	White	Ireland	63290
125	mdp.39015002714957	0.45303867403314974	1.520596293046024	Richardson, Dorothy	The Tunnel	1919	Fiction-Novel	Female	White	Britain	118224
82	inu.39000000350756	0.45098039215686375	0.9782068058501479	Powys, John Cowper	Weymouth Sands: A Novel	1934	Fiction-Novel	Male	White	Britain	258911
401	uc1.$b244757	0.450549450549451	1.3162951907990472	Macaulay, Rose	What Not: A Prophetic Comedy	1918	Fiction-Novel	Female	White	Britain	68664
362	pst.000029123872	0.4501845018450195	1.5534129354020905	Moore, George	Esther Waters	1894	Fiction-Novel	Male	White	Ireland	173270
523	uc1.b4938307	0.44594594594594616	1.1102596910865745	Hardy, Thomas	Two on a Tower	1882	Fiction-Novel	Male	White	Britain	132397
76	inu.32000004673150	0.44318181818181873	1.1074958317020096	Hardy, Thomas	The Trumpet-Major	1880	Fiction-Novel	Male	White	Britain	157838
182	mdp.39015011506139	0.44262295081967223	0.49263956181942625	Lewis, Wyndham	Tarr	1918	Fiction-Novel	Male	White	Other	122982
568	wau.39352007039084	0.442528735632183	1.6115867716531505	Macaulay, Rose	Told by an Idiot	1923	Fiction-Novel	Female	White	Britain	107235
142	mdp.39015004253061	0.44000000000000106	0.9326123903057949	Hornung, E. W.	The Amateur Cracksman	1899	Fiction-Stories	Male	White	Britain	133122
81	inu.32000009144157	0.4363636363636367	0.41435222332145105	Huxley, Aldous	Those Barren Leaves	1925	Fiction-Novel	Male	White	Britain	131836
246	mdp.39015046387364	0.4347826086956522	0.7200008099756061	Wells, H. G.	Country of the Blind	1911	Fiction-Stories	Male	White	Britain	190365
325	nyp.33433074926431	0.43434343434343436	1.391896882703909	Bennett, Arnold	Hugo: A Fantasia on Modern Themes	1906	Fiction-Novel	Male	White	Britain	70643
1	aeu.ark:/13960/t19k5p86c	0.43362831858407125	1.2068552288974639	Bennett, Arnold	Leonora: A Novel	1903	Fiction-Novel	Male	White	Britain	92996
253	mdp.39015050026163	0.4305555555555564	1.35315968654029	Orwell, George	Keep the Aspidistra Flying	1936	Fiction-Novel	Male	White	South Asia	105695
332	nyp.33433081998340	0.42857142857142855	0.79949042715556	Chesterton, G. K.	Manalive	1912	Fiction-Novel	Male	White	Britain	69569
528	uc2.ark:/13960/fk8pc2tq9r	0.4269662921348312	0.7781240777376018	James, Henry	The Wings of the Dove	1902	Fiction-Novel	Male	White	Us	227202
260	mdp.39015054040400	0.4265536723163842	2.0800451615620656	Wells, H. G.	The New Machiavelli	1911	Fiction-Novel	Male	White	Britain	169033
399	uc1.$b244736	0.4262295081967213	1.1986981103550778	Macaulay, Rose	Keeping Up Appearances	1928	Fiction-Novel	Female	White	Britain	101086
320	njp.32101068574464	0.425	0.38744665463026023	Lawrence, D. H.	The Prussian Officer and Other Stories	1914	Fiction-Stories	Male	White	Britain	102539
537	uc2.ark:/13960/t28913645	0.42424242424242425	0.5747741973254086	Macaulay, Rose	The Lee Shore	1913	Fiction-Novel	Female	White	Britain	114048
495	uc1.b3835494	0.42028985507246375	1.1911060396187276	Galsworthy, John	Over the River	1933	Fiction-Novel	Male	White	Britain	115072
153	mdp.39015005775112	0.41880341880341954	1.5019652330838154	Waugh, Evelyn	Decline and Fall	1928	Fiction-Novel	Male	White	Britain	77369
234	mdp.39015032333562	0.4181818181818184	0.7445756851103623	Munro, Hector Hugh	Beasts and Super-Beasts	1914	Fiction-Novel	Male	White	South Asia	73366
415	uc1.$b794738	0.4137931034482759	1.109560637018794	Firbank, [Arthur Annesley] Ronald	Caprice	1917	Fiction-Novel	Male	White	Britain	25959
123	mdp.39015002711490	0.4137931034482759	0.31461245181779424	Powys, Theodore Francis	The Left Leg	1923	Fiction-Stories	Male	White	Britain	91551
45	hvd.hn3mzf	0.4122137404580154	1.9247397964490325	Richardson, Dorothy	Interim	1919	Fiction-Novel	Female	White	Britain	67599
380	pst.000057254876	0.4105263157894732	1.0523285216080125	Greene, Graham	A Gun for Sale	1936	Fiction-Novel	Male	White	Britain	89663
381	pst.000062475938	0.4082840236686392	2.574187320083023	Conrad, Joseph	The Secret Agent: A Simple Tale	1907	Fiction-Novel	Male	White	Europe	130412
521	uc1.b4585024	0.40764331210191007	0.9848293542693662	Wells, H. G.	Babes in the Darkling Wood	1940	Fiction-Novel	Male	White	Britain	158336
459	uc1.32106017680692	0.40740740740740866	1.7273770459862918	Woolf, Virginia	Orlando	1928	Fiction-Novel	Female	White	Britain	93147
27	coo1.ark:/13960/t3417ht19	0.40740740740740655	1.3923953892799892	Bennett, Arnold	Mr. Prohack	1922	Fiction-Novel	Male	White	Britain	154075
258	mdp.39015053230531	0.4056603773584911	1.089023317290072	Wells, H. G.	The Soul of a Bishop	1917	Fiction-Novel	Male	White	Britain	96674
352	pst.000013460631	0.40425531914893553	1.224127057480999	Bowen, Elizabeth	To the North	1932	Fiction-Novel	Female	White	Ireland	114402
297	mdp.39076005037937	0.4041450777202073	1.6236478930791118	Galsworthy, John	The White Monkey: a Silent Wooing	1924	Fiction-Novel	Male	White	Britain	118061
494	uc1.b3834546	0.4000000000000001	0.4462259919931288	Firbank, [Arthur Annesley] Ronald	Prancing Nigger 	1924	Fiction-Novel	Male	White	Britain	22258
292	mdp.39015088638062	0.4	0.10825017761539955	Jefferies, Richard	Bevis	1882	Fiction-Novel	Male	White	Britain	137627
24	coo1.ark:/13960/t05x2w944	0.39999999999999997	1.2875418887455357	Woolf, Virginia	Monday or Tuesday	1921	Fiction-Stories	Female	White	Britain	23142
368	pst.000032564228	0.39759036144578297	1.1142465192095512	Burnett, Frances Hodgston	Little Lord Fauntleroy	1886	Fiction-Novel	Female	White	Britain	73984
345	pst.000002047836	0.3970588235294126	1.3333342229096576	Maugham, William Somerset	Of Human Bondage	1915	Fiction-Novel	Male	White	Britain	303922
435	uc1.32106005288425	0.39473684210526355	1.3544094198369199	Grossmith, George	The Diary of a Nobody	1894	Fiction-Novel	Male	White	Britain	55732
4	aeu.ark:/13960/t9k373624	0.3898305084745763	0.624354105925248	Bennett, Arnold	The Glimpse: An Adventure of the Soul	1909	Fiction-Novel	Male	White	Britain	93856
55	inu.30000020646570	0.3895348837209309	1.185329705612387	Maugham, William Somerset	The Merry-Go-Round	1904	Fiction-Novel	Male	White	Britain	144122
228	mdp.39015031224093	0.3894736842105264	1.2913481083517742	Bennett, Arnold	Dream of Destiny: An Unfinished Novel and Venus Rising from the Sea	1932	Fiction-Novel	Male	White	Britain	73067
288	mdp.39015079150069	0.3846153846153841	1.615699456965452	Wilde, Oscar	The Picture of Dorian Gray	1891	Fiction-Novel	Male	White	Ireland	95897
373	pst.000044205362	0.38405797101449257	1.523734371564906	Maugham, William Somerset	Cakes and Ale: Or the Skeleton in the Cupboard	1930	Fiction-Novel	Male	White	Britain	89952
109	mdp.39015001347221	0.3809523809523814	0.15897049665437846	Joyce, James	Finnegan's Wake	1939	Fiction-Novel	Male	White	Ireland	262406
18	coo.31924013615509	0.3787878787878786	0.6905937322254109	Galsworthy, John	The Dark Flower	1913	Fiction-Novel	Male	White	Britain	94921
49	hvd.hwjx3w	0.37837837837837834	0.9058484798536791	Galsworthy, John	The Freelands	1915	Fiction-Novel	Male	White	Britain	121705
485	uc1.b3811079	0.3749999999999996	1.0219932960426334	Bennett, Arnold	The Night Visitor, and Other Stories	1931	Fiction-Stories	Male	White	Britain	124395
556	umn.319510012033642	0.37272727272727246	1.3624447172007863	Gissing, George	The Unclassed	1884	Fiction-Novel	Male	White	Britain	160378
137	mdp.39015003681668	0.37096774193548343	1.1195776227165384	Galsworthy, John	To Let	1921	Fiction-Novel	Male	White	Britain	110004
468	uc1.b3435601	0.3705882352941183	1.5086484201120594	Priestley, J. B.	Angel Pavement	1930	Fiction-Novel	Male	White	Britain	223837
323	nyp.33433074892518	0.3690476190476193	1.178592608725802	Mason, A. E. W.	The Four Feathers	1902	Fiction-Novel	Male	White	Britain	141575
233	mdp.39015031241972	0.36842105263157887	0.19420988850843715	James, Henry	The Two Magics	1898	Fiction-Stories	Male	White	Us	97168
43	hvd.32044090347501	0.36781609195402254	0.745447166302432	Galsworthy, John	Five Tales	1918	Fiction-Stories	Male	White	Britain	115916
11	coo.31924013536119	0.36666666666666764	1.7485404164165597	Bennett, Arnold	The Sinews of War: A Romance of London and the Sea	1906	Fiction-Novel	Male	White	Britain	102244
497	uc1.b3865720	0.36363636363636315	1.5198025592206779	Waugh, Evelyn	Vile Bodies	1930	Fiction-Novel	Male	White	Britain	79075
481	uc1.b3796887	0.3626373626373625	1.2062364769451859	Bennett, Arnold	A Great Man: A Frolic	1904	Fiction-Novel	Male	White	Britain	74929
216	mdp.39015030719622	0.36190476190476195	1.1241824179150137	Wells, H. G.	The Plattner Story, and Others	1897	Fiction-Stories	Male	White	Britain	92767
173	mdp.39015009048433	0.35922330097087374	2.8678125907368672	Beerbohm, Max	Works of Max Beerbohm	1896	Fiction-Unspecified	Male	White	Britain	35672
115	mdp.39015002578469	0.3586956521739123	1.1914114713345632	Wilde, Oscar	Lord Arthur Savile's Crime and Other Stories	1891	Fiction-Stories	Male	White	Ireland	76695
20	coo.31924014172187	0.35714285714285715	1.2162107392369708	Woolf, Virginia	Kew Gardens	1919	Fiction-Stories	Female	White	Britain	22866
9	coo.31924013216837	0.3571428571428571	0.8679194420882773	Richardson, Dorothy	Honeycomb	1917	Fiction-Novel	Female	White	Britain	64084
107	mdp.39015001130619	0.3544303797468357	1.0752117194283815	Barrie, J. M.	Auld Licht Idylls	1888	Fiction-Novel	Male	White	Britain	72975
386	uc1.$b106204	0.354166666666667	0.5253920103918743	Maugham, William Somerset	The Mixture as Before	1940	Fiction-Novel	Male	White	Britain	90740
421	uc1.32106001930137	0.35398230088495575	1.1597762642377216	Chesterton, G. K.	The Innocence of Father Brown	1911	Fiction-Novel	Male	White	Britain	96771
235	mdp.39015032477062	0.35135135135135054	0.6050905566504143	Huxley, Aldous	Eyeless in Gaza	1936	Fiction-Novel	Male	White	Britain	182198
164	mdp.39015008337951	0.3506493506493508	0.5813631191605312	Lehmann, Rosamond	Dusty Answer	1927	Fiction-Novel	Female	White	Britain	131548
326	nyp.33433074926589	0.34946236559139787	1.0296000870217519	Bennett, Arnold	These Twain	1915	Fiction-Novel	Male	White	Britain	179426
535	uc2.ark:/13960/t22b9778q	0.3484848484848476	0.9089778642266402	Galsworthy, John	Beyond	1917	Fiction-Novel	Male	White	Britain	144232
210	mdp.39015028687088	0.3478260869565215	0.8801150314384641	Wells, H. G.	The Stolen Bacillus, and Other Incidents	1895	Fiction-Stories	Male	White	Britain	51911
136	mdp.39015003681411	0.3452380952380953	0.9597444384518142	Galsworthy, John	The Island Pharisees	1904	Fiction-Novel	Male	White	Britain	86929
16	coo.31924013586882	0.34306569343065724	2.1637869822378595	Bennett, Arnold	A Man From the North	1898	Fiction-Stories	Male	White	Britain	62885
29	coo1.ark:/13960/t6zw21192	0.3417721518987332	1.614343988669376	Bennett, Arnold	The Pretty Lady: A Novel	1918	Fiction-Novel	Male	White	Britain	97208
249	mdp.39015047547255	0.3414634146341462	0.47896497685380585	Woolf, Virginia	To the Lighthouse	1927	Fiction-Novel	Female	White	Britain	85020
150	mdp.39015005273563	0.3389830508474575	0.45293330730397563	Lewis, Wyndham	The Apes of God	1930	Fiction-Novel	Male	White	Other	258755
477	uc1.b3759972	0.3388429752066115	1.2125390954806647	Wells, H. G.	Mr. Blettsworthy on Rampole Island	1928	Fiction-Novel	Male	White	Britain	99113
270	mdp.39015060668574	0.3382352941176466	1.7608037042619866	Wells, H. G.	The Invisible Man	1897	Fiction-Novel	Male	White	Britain	76713
231	mdp.39015031240875	0.33734939759036114	1.1172668122790779	Isherwood, Christopher	The Memorial	1932	Fiction-Novel	Male	White	Britain	73784
295	mdp.39076001541874	0.3349999999999994	1.676855358266953	Forster, E. M.	The Longest Journey	1907	Fiction-Novel	Male	White	Britain	118461
151	mdp.39015005641033	0.33333333333333387	1.4599025849816916	Maugham, William Somerset	Six Stories Written in the First Person Singular	1931	Fiction-Stories	Male	White	Britain	93885
60	inu.30000048970531	0.33333333333333365	1.2574822913226802	Sassoon, Siegfried	Sherston's Progress	1936	Fiction-Novel	Male	White	Britain	59238
548	uc2.ark:/13960/t9g450491	0.33333333333333337	0.3013684068913643	Galsworthy, John	Awakening	1920	Fiction-Stories	Male	White	Britain	9887
51	iau.31858004708438	0.33333333333333337	0.03432357376955326	Weyman, Stanley J.	A Gentleman of France	1893	Fiction-Novel	Male	White	Britain	173620
70	inu.32000001881533	0.3333333333333333	0.6507161910755447	Powys, Theodore Francis	Make Thyself Many	1935	Fiction-Stories	Male	White	Britain	4579
67	inu.30000121090348	0.3333333333333333	0.7755412386608327	Powys, Theodore Francis	A Strong Girl and the Bride	1926	Fiction-Stories	Male	White	Britain	3842
197	mdp.39015016415567	0.3333333333333333	0.11037708608760582	Hartley, Leslie Poles	Simonetta Perkins	1926	Fiction-Novel	Male	White	Britain	26995
91	inu.39000002572209	0.3333333333333333	0.3789430801138139	Firbank, [Arthur Annesley] Ronald	Concerning the Eccentricites of Cardinal Pirelli	1926	Fiction-Novel	Male	White	Britain	23589
331	nyp.33433075767313	0.3333333333333333	0.24344869489020315	Wells, H. G.	The Wonderful Visit	1895	Fiction-Novel	Male	White	Britain	48957
147	mdp.39015005095529	0.33333333333333326	1.0130321947174952	Macaulay, Rose	And No Man's Wit	1940	Fiction-Novel	Female	White	Britain	138241
478	uc1.b3759999	0.3333333333333331	0.5431288281554708	Aldington, Richard	Very Heaven	1937	Fiction-Novel	Male	White	Britain	120693
65	inu.30000117261093	0.33275563258232443	1.6203176897196079	Conan Doyle, Arthur	The Adventures of Sherlock Holmes	1891	Fiction-Novel	Male	White	Britain	353685
498	uc1.b3865736	0.3282442748091605	1.4678198314586532	Williams, Charles	Shadows of Ecstasy	1933	Fiction-Novel	Male	White	Britain	88642
148	mdp.39015005100105	0.3249999999999999	1.1581271140138842	Jacobs, W. W.	Light Freights	1901	Fiction-Stories	Male	White	Britain	102912
482	uc1.b3796888	0.3233082706766917	1.7028502478422505	Bennett, Arnold	The Grim Smile of the Five Towns	1907	Fiction-Novel	Male	White	Britain	77574
310	mdp.49015000998766	0.32142857142857145	0.3198596195642318	Powys, Theodore Francis	Mr. Tasker's Gods	1925	Fiction-Novel	Male	White	Britain	86944
226	mdp.39015030846771	0.3214285714285714	0.43454287264277913	Bowen, Elizabeth	Ann Lee's, and Other Stories	1926	Fiction-Stories	Female	White	Ireland	63998
520	uc1.b4582173	0.3207547169811321	0.6174794145202371	Chesterton, G. K.	The Return of Don Quixote	1927	Fiction-Novel	Male	White	Britain	85250
229	mdp.39015031225116	0.319587628865979	2.704622325563454	Bennett, Arnold	Teresa of Watling Street: A Fantasia on Modern Themes	1904	Fiction-Novel	Male	White	Britain	71242
341	osu.32435052478203	0.3193277310924368	0.5191144050615711	Lawrence, D. H.	Women in Love	1920	Fiction-Novel	Male	White	Britain	227680
321	njp.32101068574498	0.3188405797101449	0.5253185118123453	Macaulay, Rose	Abbots Verney	1906	Fiction-Novel	Female	White	Britain	130457
354	pst.000019744087	0.31868131868131866	0.9422751799020618	Maugham, William Somerset	The Magician	1908	Fiction-Novel	Male	White	Britain	95919
26	coo1.ark:/13960/t14m9r09c	0.3181818181818183	0.33681622661656024	Galsworthy, John	The Little Man, and Other Stories	1915	Fiction-Stories	Male	White	Britain	64874
442	uc1.32106008792647	0.3181818181818181	0.3737863556519308	James, Henry	The Aspern Papers and The Turn of the Screw	1888	Fiction-Novel	Male	White	Us	116915
313	mdp.49015001011247	0.318181818181818	0.5437505508404317	Williams, Charles	The Place of the Lion	1931	Fiction-Novel	Male	White	Britain	80370
516	uc1.b4097966	0.3164556962025319	0.8729134938899524	Bagnold, Enid	National Velvet	1935	Fiction-Novel	Female	White	Britain	89887
176	mdp.39015010378282	0.3161764705882352	1.8383012093938342	Bowen, Elizabeth	Friends and Relations	1931	Fiction-Novel	Female	White	Ireland	73479
126	mdp.39015002715129	0.3157894736842109	1.7439456225558398	Richardson, Dorothy	Revolving Lights	1923	Fiction-Novel	Female	White	Britain	75746
84	inu.39000000700414	0.3139931740614333	1.9920626703812445	Wells, H. G.	Christina Alberta's Father	1925	Fiction-Novel	Male	White	Britain	146085
443	uc1.32106011205272	0.31182795698924703	1.181661533105681	Gissing, George	New Grub Street	1891	Fiction-Novel	Male	White	Britain	234505
311	mdp.49015001000182	0.3103448275862065	1.9194378632794151	Rhys, Jean	Voyage in the Dark	1934	Fiction-Novel	Female	White	Caribbean	60024
175	mdp.39015009375976	0.30886850152905243	2.1385651278999243	Aldington, Richard	Death of a Hero	1929	Fiction-Novel	Male	White	Britain	151868
144	mdp.39015005021566	0.3083333333333337	1.0617644011456067	Orwell, George	A Clergyman's Daughter	1935	Fiction-Novel	Male	White	South Asia	112252
301	mdp.49015000915224	0.307984790874524	0.8319373367771349	Bennett, Arnold	Imperial Palace	1930	Fiction-Novel	Male	White	Britain	313983
378	pst.000051483654	0.3070866141732287	1.1625803816498437	Maugham, William Somerset	Theatre: A Novel	1937	Fiction-Novel	Male	White	Britain	108498
287	mdp.39015078801274	0.30534351145038136	0.8678140019619835	Kipling, Rudyard	Stalky & Co	1899	Fiction-Stories	Male	White	South Asia	149929
57	inu.30000038183293	0.30451127819548934	2.5760178068451225	Conan Doyle, Arthur	A Study in Scarlet	1887	Fiction-Novel	Male	White	Britain	102559
438	uc1.32106006215591	0.3041474654377877	0.7523502533111301	Woolf, Virginia	The Waves	1931	Fiction-Novel	Female	White	Britain	286471
474	uc1.b3759962	0.3034482758620692	1.4187034329128998	Wells, H. G.	The Dream	1924	Fiction-Novel	Male	White	Britain	101512
316	mdp.49015001344812	0.30275229357798145	1.2362948750072567	Greene, Graham	The Confidential Agent	1939	Fiction-Novel	Male	White	Britain	87568
493	uc1.b3834539	0.3023255813953487	0.3583218414288834	Ford, Ford Madox	The Rash Act: A Novel	1933	Fiction-Novel	Male	White	Britain	119189
154	mdp.39015005786911	0.30188679245283	0.9044383369617925	Munro, Hector Hugh	The Unbearable Bassington	1912	Fiction-Novel	Male	White	South Asia	58202
117	mdp.39015002692823	0.3000000000000006	0.9782426996733027	Waugh, Evelyn	Scoop	1938	Fiction-Novel	Male	White	Britain	81224
194	mdp.39015014689973	0.299319727891157	1.5169810640325294	Sassoon, Siegfried	Memoir of an Infantry Officer	1930	Fiction-Novel	Male	White	Britain	96245
54	inu.30000007685427	0.29921259842519726	0.9485459937452607	Waugh, Alec	The Loom of Youth	1917	Fiction-Novel	Male	White	Britain	132980
375	pst.000045760310	0.29885057471264354	1.4145277019515234	Bennett, Arnold	Tales of the Five Towns	1905	Fiction-Stories	Male	White	Britain	61087
290	mdp.39015079184662	0.29752066115702447	1.73722164213412	Conan Doyle, Arthur	The Return of Sherlock Holmes	1905	Fiction-Novel	Male	White	Britain	138357
98	inu.39000004311127	0.2947368421052629	0.6839246760529363	Kipling, Rudyard	Life's Handicap	1891	Fiction-Stories	Male	White	South Asia	137961
284	mdp.39015076134736	0.29411764705882354	0.9207620855854205	Maugham, William Somerset	The Moon and Sixpence: A Novel	1919	Fiction-Novel	Male	White	Britain	91688
205	mdp.39015019950834	0.29411764705882354	0.653832358295818	Munro, Hector Hugh	Reginald in Russia, and Other Sketches	1910	Fiction-Stories	Male	White	South Asia	25824
99	inu.39000004633983	0.29357798165137616	1.150085726582197	Chesterton, G. K.	The Ball and the Cross	1909	Fiction-Novel	Male	White	Britain	94132
75	inu.32000004614402	0.29292929292929326	1.5078171423181648	Galsworthy, John	Swan Song	1928	Fiction-Novel	Male	White	Britain	130424
138	mdp.39015003681684	0.2923076923076925	0.6967110341195946	Galsworthy, John	Tatterdemalion	1920	Fiction-Stories	Male	White	Britain	92662
416	uc1.$b85948	0.29083665338645415	0.9645985144133368	Bennett, Arnold	The Old Wives' Tale	1908	Fiction-Novel	Male	White	Britain	258445
36	hvd.32044010252005	0.2903225806451612	1.962698410755653	Buchan, John	The Thirty-Nine steps	1915	Fiction-Novel	Male	White	Britain	47062
208	mdp.39015022200417	0.29	1.8466297536084524	Macaulay, Rose	Orphan Island	1925	Fiction-Novel	Female	White	Britain	107570
508	uc1.b4093278	0.28888888888888886	0.6991918649629052	Galsworthy, John	Maid in Waiting	1931	Fiction-Novel	Male	White	Britain	127846
342	osu.32435053039384	0.28846153846153877	1.5597759186654856	Trollope, Anthony	The Duke's Children	1880	Fiction-Novel	Male	White	Britain	264894
458	uc1.32106017177491	0.28787878787878796	2.3896995245003168	Chesterton, G. K.	The Club of Queer Trades	1905	Fiction-Stories	Male	White	Britain	54862
12	coo.31924013536150	0.28658536585365857	1.7919099826013167	Bennett, Arnold	The Statue	1908	Fiction-Novel	Male	White	Britain	90901
510	uc1.b4095427	0.2857142857142858	0.3540277973973247	Ford, Ford Madox	Vive Le Roy: A Novel	1936	Fiction-Novel	Male	White	Britain	98191
71	inu.32000002529826	0.2857142857142857	0.20031314656125804	West, Rebecca	The Harsh Voice: Four Short Novels	1935	Fiction-Novel	Female	White	Ireland	104124
294	mdp.39076001009948	0.28571428571428564	0.5184153822122247	Joyce, James	Dubliners	1914	Fiction-Stories	Male	White	Ireland	80466
360	pst.000026767062	0.28440366972477066	1.2909595708876151	Conan Doyle, Arthur	The Hound of the Baskervilles	1901	Fiction-Novel	Male	White	Britain	83860
489	uc1.b3834532	0.2840236686390532	1.1650676291087991	Ford, Ford Madox	Some Do Not..., A Novel	1924	Fiction-Novel	Male	White	Britain	144071
457	uc1.32106016823210	0.28267477203647406	2.293819300620286	Forster, E. M.	Maurice	1914	Fiction-Novel	Male	White	Britain	142455
404	uc1.$b285105	0.28125	0.7562811187461225	Munro, Hector Hugh	Reginald	1904	Fiction-Novel	Male	White	South Asia	42025
140	mdp.39015003681916	0.2812499999999999	0.5813343944854005	Galsworthy, John	A Motley	1910	Fiction-Stories	Male	White	Britain	54672
96	inu.39000004044819	0.2800000000000002	0.5360877708092544	Lehmann, Rosamond	A Note in Music	1930	Fiction-Novel	Female	White	Britain	92635
370	pst.000032609981	0.27906976744186063	0.4907163107600325	Maugham, William Somerset	The Painted Veil	1925	Fiction-Novel	Male	White	Britain	87032
259	mdp.39015053611367	0.27848101265822844	1.753676426321517	Wells, H. G.	The Research Magnificent	1915	Fiction-Novel	Male	White	Britain	134227
