	htid	spec_gb_subcity	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
273	mdp.39015060845628	0.2782101167315164	2.7813879096180827	Wells, H. G.	Tono-Bungay	1909	Fiction-Novel	Male	White	Britain	183545
269	mdp.39015060668566	0.2781954887218045	5.968930340187949	Wells, H. G.	The War of the Worlds	1898	Fiction-Novel	Male	White	Britain	88523
160	mdp.39015008045257	0.278195488721804	0.9027205609580606	Bowen, Elizabeth	The Death of the Heart	1938	Fiction-Novel	Female	White	Ireland	146332
186	mdp.39015012896208	0.2777777777777778	0.32835794426788945	Wells, H. G.	The Island of Dr Moreau	1896	Fiction-Novel	Male	White	Britain	54446
202	mdp.39015018991433	0.2771535580524345	0.8777829931654285	Powys, John Cowper	Maiden Castle	1936	Fiction-Novel	Male	White	Britain	302110
218	mdp.39015030719705	0.2761904761904758	1.1897442286546376	Wells, H. G.	Twelve Stories and a Dream	1903	Fiction-Stories	Male	White	Britain	87655
407	uc1.$b386778	0.27586206896551735	1.2750510552959138	Wells, H. G.	The Food of the Gods, and how it Came to Earth	1904	Fiction-Novel	Male	White	Britain	90359
308	mdp.49015000993858	0.2753623188405796	0.6589628467149027	Maugham, William Somerset	Christmas Holiday	1939	Fiction-Novel	Male	White	Britain	103999
346	pst.000005348527	0.2745098039215689	0.625748316370722	Conrad, Joseph	The Inheritors: An Extravagant Story	1901	Fiction-Novel	Male	White	Europe	80949
376	pst.000045968389	0.2743362831858407	2.99542833528741	Stevenson, Robert Louis	The Strange Case of Dr. Jekyll and Mr. Hyde	1886	Fiction-Novel	Male	White	Britain	37468
382	uc1.$b104376	0.27272727272727276	0.10177088403347276	Powys, Theodore Francis	Unclay	1932	Fiction-Novel	Male	White	Britain	107352
192	mdp.39015014510633	0.27272727272727276	0.3109920992516864	Mansfield, Katherine	Something Childish, and Other Stories	1924	Fiction-Stories	Female	White	Australasia	70261
431	uc1.32106001997508	0.27272727272727265	0.33571294948196795	Lewis, Wyndham	The Revenge for Love	1937	Fiction-Novel	Male	White	Other	162718
513	uc1.b4095606	0.2714285714285713	0.809810803448703	Ford, Ford Madox	A Man Could Stand Up--A Novel	1926	Fiction-Novel	Male	White	Britain	85853
488	uc1.b3834403	0.27118644067796627	0.6012782836269985	Galsworthy, John	The Country House	1907	Fiction-Novel	Male	White	Britain	97458
530	uc2.ark:/13960/t0pr7q78x	0.2698412698412697	0.7171929740920309	Ford, Ford Madox	The Panel: A Sheer Comedy	1912	Fiction-Novel	Male	White	Britain	87246
93	inu.39000003171605	0.26923076923076916	1.7042372636486378	Conan Doyle, Arthur	The Memoirs of Sherlock Holmes	1893	Fiction-Novel	Male	White	Britain	121220
133	mdp.39015003679985	0.2638888888888889	0.920894049687563	Galsworthy, John	Captures	1923	Fiction-Stories	Male	White	Britain	77654
73	inu.32000002887836	0.26241134751773015	1.214066611442924	Wells, H. G.	The World of William Clissold	1926	Fiction-Novel	Male	White	Britain	115350
128	mdp.39015002742495	0.26086956521739124	0.2666615191382935	Rolfe, Frederick	Stories Toto Told Me	1898	Fiction-Stories	Male	White	Britain	85666
201	mdp.39015018978745	0.2600000000000002	1.951679726819228	Stevenson, Robert Louis	The Wrong Box	1889	Fiction-Novel	Male	White	Britain	101780
5	coo.31924006118453	0.26000000000000006	0.5777095502485465	Carroll, Lewis	Sylvie and Bruno	1889	Fiction-Novel	Male	White	Britain	85961
542	uc2.ark:/13960/t71v5hr9z	0.25806451612903264	0.5134193915628354	Galsworthy, John	Saint's Progress	1919	Fiction-Novel	Male	White	Britain	119939
276	mdp.39015065539754	0.2571428571428572	1.7362940639448945	Warner, Sylvia	Lolly Willowes	1926	Fiction-Novel	Female	White	Britain	60063
349	pst.000006721145	0.2564102564102564	0.49896539663477146	Walpole, Hugh	Mr. Perrin and Mr. Traill	1911	Fiction-Novel	Male	White	Britain	77631
372	pst.000033636887	0.2549019607843142	1.9072859575982206	Conan Doyle, Arthur	The Sign of Four	1889	Fiction-Novel	Male	White	Britain	79674
227	mdp.39015031224069	0.25490196078431376	0.49038376345086465	Bennett, Arnold	The Vanguard: A Fantasia	1927	Fiction-Novel	Male	White	Britain	103294
280	mdp.39015066195218	0.25369458128078765	1.8855122136927818	Shorthouse, Joseph Henry	John Inglesant	1881	Fiction-Novel	Male	White	Britain	213864
32	dul1.ark:/13960/t5p855w55	0.2533333333333336	1.2275387830755389	Beerbohm, Max	Seven Men	1919	Fiction-Stories	Male	White	Britain	60683
149	mdp.39015005111680	0.2527075812274368	2.0073775168546018	Forster, E. M.	Howards End	1910	Fiction-Novel	Male	White	Britain	137054
180	mdp.39015011040246	0.25054945054945094	1.7952759985425504	Wells, H. G.	Joan and Peter: The Story of an Education	1918	Fiction-Novel	Male	White	Britain	251722
19	coo.31924013636521	0.2500000000000002	0.5438363805672319	Lawrence, D. H.	Aaron's Rod	1922	Fiction-Novel	Male	White	Britain	138799
448	uc1.32106014299330	0.2500000000000001	0.15398452541790192	Joyce, James	Portrait of An Artist as a Young Man	1916	Fiction-Novel	Male	White	Ireland	103201
112	mdp.39015002174475	0.25000000000000006	0.43252615641610687	Yeats, William Butler	The Celtic Twilight	1893	Fiction-Stories	Male	White	Ireland	45926
324	nyp.33433074892724	0.25000000000000006	0.726259813721195	Maugham, William Somerset	Orientations	1899	Fiction-Stories	Male	White	Britain	60173
358	pst.000022830753	0.25000000000000006	0.8880829891389794	Wells, H. G.	Star-Begotten: A Biological Fantasia	1937	Fiction-Novel	Male	White	Britain	44735
80	inu.32000007265780	0.25	0.47527685750846094	Lawrence, D. H.	Sun	1928	Fiction-Stories	Male	White	Britain	8359
570	wu.89099304214	0.25	1.191651076445303	Richardson, Dorothy	Backwater	1916	Fiction-Novel	Female	White	Britain	63344
178	mdp.39015010594201	0.25	0.19176826871394576	Somerville, Edith	Some Experiences of an Irish R. M. 	1899	Fiction-Novel	Female	White	Ireland	165735
449	uc1.32106014380601	0.24999999999999997	0.0764823850824096	Conrad, Joseph	The Rover	1923	Fiction-Novel	Male	White	Europe	103889
279	mdp.39015066069033	0.24999999999999994	0.5471654037617563	Stevenson, Robert Louis	The New Arabian Nights	1882	Fiction-Stories	Male	White	Britain	123433
519	uc1.b4538464	0.24999999999999994	0.04983491284386886	Conrad, Joseph	The Rescue	1920	Fiction-Novel	Male	White	Europe	159440
213	mdp.39015030719564	0.24897959183673538	1.6619636251728613	Wells, H. G.	The Bulpington of Blup	1932	Fiction-Novel	Male	White	Britain	146415
512	uc1.b4095604	0.24855491329479817	1.6601959249567302	Ford, Ford Madox	Mr. Apollo: A Just Possible Story	1908	Fiction-Novel	Male	White	Britain	103497
429	uc1.32106001990495	0.24761904761904782	1.061910356315966	Huxley, Aldous	Brief Candles: Stories	1930	Fiction-Stories	Male	White	Britain	98207
432	uc1.32106002020342	0.2459016393442621	0.7725908082438787	Waugh, Evelyn	Black Mischief	1932	Fiction-Novel	Male	White	Britain	78419
400	uc1.$b244748	0.24489795918367332	1.209831350874101	Macaulay, Rose	I Would Be Private	1937	Fiction-Novel	Female	White	Britain	80453
330	nyp.33433074968532	0.2444444444444443	0.7429138741713703	du Maurier, George	Trilby	1894	Fiction-Novel	Male	White	Europe	60161
69	inu.32000001674060	0.24242424242424251	0.396280015817917	Isherwood, Christopher	Goodbye to Berlin	1939	Fiction-Novel	Male	White	Britain	82709
514	uc1.b4095607	0.2421052631578946	1.6107571482969576	Ford, Ford Madox	An English Girl: A Romance	1907	Fiction-Novel	Male	White	Britain	117156
502	uc1.b4082740	0.24170616113744103	1.1306447760931766	Woolf, Virginia	The Voyage Out	1915	Fiction-Novel	Female	White	Britain	185352
359	pst.000026087894	0.2413793103448276	0.790078027659943	Wells, H. G.	The World Set Free	1914	Fiction-Novel	Male	White	Britain	72912
238	mdp.39015037454173	0.24113475177305008	1.6330163558653048	Stevenson, Robert Louis	Weir of Hermiston	1896	Fiction-Novel	Male	White	Britain	85757
483	uc1.b3796889	0.24000000000000005	1.140431978526179	Bennett, Arnold	Helen with the High Hand: An Idyllic Diversion	1910	Fiction-Novel	Male	White	Britain	65318
272	mdp.39015060669036	0.23926380368098127	1.3013608957618712	Wells, H. G.	A Modern Utopia	1905	Fiction-Novel	Male	White	Britain	124403
0	aeu.ark:/13960/t12n7s247	0.23611111111111116	1.0277833012509416	Bennett, Arnold	The Ghost: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	69578
13	coo.31924013586551	0.23563218390804644	1.939514583612689	Bennett, Arnold	The Card: A Story of Adventure in the Five Towns	1911	Fiction-Novel	Male	White	Britain	89104
211	mdp.39015030710704	0.23529411764705882	0.14624497046989457	Powys, John Cowper	Morwyn, or the Vengance of God	1937	Fiction-Novel	Male	White	Britain	115454
181	mdp.39015011356758	0.23364485981308408	1.2731018494978048	Bennett, Arnold	The Grand Babylon Hotel: A Fantasia on Modern Themes	1902	Fiction-Novel	Male	White	Britain	83476
405	uc1.$b312377	0.23333333333333336	1.1422331668078352	Rhys, Jean	After Leaving Mr Mackenzie	1931	Fiction-Novel	Female	White	Caribbean	52172
487	uc1.b3811092	0.2323232323232326	0.9180931044337275	Bennett, Arnold	The Woman Who Stole Everything, and Other Stories	1927	Fiction-Stories	Male	White	Britain	107100
402	uc1.$b251513	0.23076923076923092	0.9392054969061993	Chesterton, G. K.	Four Faultless Felons 	1930	Fiction-Stories	Male	White	Britain	82485
557	umn.31951001206673a	0.2307692307692308	0.32482333506208755	Firbank, [Arthur Annesley] Ronald	Valmouth: A Romantic Novel	1919	Fiction-Novel	Male	White	Britain	39750
409	uc1.$b56284	0.23076923076923078	1.1136319786720121	Aldington, Richard	Women Must Work	1934	Fiction-Novel	Male	White	Britain	139131
61	inu.30000067523815	0.23076923076923042	3.0420045726963005	Benson, E. F.	Lucia in London	1927	Fiction-Novel	Male	White	Britain	106112
305	mdp.49015000982976	0.22916666666666666	0.4467796658384599	Huxley, Aldous	After Many a Summer	1939	Fiction-Novel	Male	White	Britain	106706
166	mdp.39015008568647	0.2283464566929132	0.7563206552917354	Wells, H. G.	The Holy Terror	1939	Fiction-Novel	Male	White	Britain	166778
379	pst.000056831450	0.22807017543859648	0.6031895599616802	Bennett, Arnold	Anna of the Five Towns: A Novel	1902	Fiction-Novel	Male	White	Britain	93856
139	mdp.39015003681742	0.22784810126582286	1.4536079221409663	Galsworthy, John	The Silver Spoon	1926	Fiction-Novel	Male	White	Britain	107957
547	uc2.ark:/13960/t9959fp9w	0.2272727272727275	1.3703598301798494	Richardson, Dorothy	Deadlock	1921	Fiction-Novel	Female	White	Britain	95671
538	uc2.ark:/13960/t3xs5n992	0.2272727272727273	1.36081558731536	Ashford, Daisy	The Young Visiters	1919	Fiction-Novel	Female	White	Britain	16057
367	pst.000032226942	0.22727272727272704	0.45976130719022756	Maugham, William Somerset	The Narrow Corner	1932	Fiction-Novel	Male	White	Britain	95052
198	mdp.39015016867767	0.2258064516129031	0.6064029661308448	Bowen, Elizabeth	The Last September	1929	Fiction-Novel	Female	White	Ireland	101548
554	uiug.30112042040854	0.22448979591836737	0.6776662698554221	Sinclair, May	Mary Olivier, A Life	1919	Fiction-Novel	Female	White	Britain	143632
541	uc2.ark:/13960/t6057wc8c	0.22340425531914884	2.019141169014761	Bennett, Arnold	The Matador of the Five Towns, and Other Stories	1912	Fiction-Stories	Male	White	Britain	138715
434	uc1.32106002021704	0.22340425531914873	0.9267132107793026	Williams, Charles	War in Heaven	1930	Fiction-Novel	Male	White	Britain	100745
94	inu.39000003583544	0.22222222222222238	0.39314714358053593	Greene, Graham	Stamboul Train	1932	Fiction-Novel	Male	White	Britain	90947
230	mdp.39015031234613	0.22222222222222218	0.34998877534914186	Hartley, Leslie Poles	Night Fears, and Other Stories	1924	Fiction-Stories	Male	White	Britain	51081
47	hvd.hwijhj	0.21910112359550574	1.3535094720452803	Bennett, Arnold	Hilda Lessways	1911	Fiction-Novel	Male	White	Britain	130617
193	mdp.39015014579091	0.2173913043478261	0.7927754884088508	Aldington, Richard	Rejected Guest	1939	Fiction-Novel	Male	White	Britain	115260
444	uc1.32106011340103	0.21686746987951813	0.6547041192972933	James, Henry	What Maisie Knew	1897	Fiction-Novel	Male	White	Us	125914
146	mdp.39015005041283	0.21666666666666676	0.6963052530694798	Chesterton, G. K.	The Wisdom of Father Brown	1912	Fiction-Novel	Male	White	Britain	85584
7	coo.31924013205749	0.21590909090909113	1.6320131368143194	Allen, Grant	The Woman Who Did	1895	Fiction-Novel	Male	White	Other	53555
236	mdp.39015034647183	0.2142857142857143	0.6582218878909486	Huxley, Aldous	Brave New World	1932	Fiction-Novel	Male	White	Britain	84500
463	uc1.b000790794	0.21428571428571425	0.3939968656266658	West, Rebecca	Return of the Soldier	1918	Fiction-Novel	Female	White	Ireland	35292
207	mdp.39015020726702	0.21212121212121218	0.49245633494026236	Bowen, Elizabeth	The Cat Jumps, and Other Stories	1934	Fiction-Stories	Female	White	Ireland	66556
247	mdp.39015046789809	0.211864406779661	1.2590036141031402	Meredith, George	Diana of the Crossways	1885	Fiction-Novel	Male	White	Britain	186177
509	uc1.b4095308	0.2111801242236023	1.6921173309225028	Ford, Ford Madox	A Call: The Tale of Two Passions	1910	Fiction-Novel	Male	White	Britain	94501
486	uc1.b3811090	0.2107843137254903	1.8994544093707173	Bennett, Arnold	Whom God Hath Joined	1906	Fiction-Novel	Male	White	Britain	106670
369	pst.000032609554	0.20930232558139553	0.9561854238904542	Kipling, Rudyard	The Light that Failed	1890	Fiction-Novel	Male	White	South Asia	89330
158	mdp.39015008040225	0.208955223880597	0.41186518208545236	Conrad, Joseph	Chance	1913	Fiction-Novel	Male	White	Britain	161570
511	uc1.b4095578	0.2083333333333333	0.3194585082686165	Green, Henry	Party Going	1939	Fiction-Novel	Male	White	Britain	74617
283	mdp.39015066862098	0.2076923076923076	0.7156443855603277	Rider Haggard, H.	She	1887	Fiction-Novel	Male	White	Britain	180421
291	mdp.39015080830469	0.20645161290322575	0.8064681991903102	Hardy, Thomas	The Woodlanders	1887	Fiction-Novel	Male	White	Britain	190891
86	inu.39000001215875	0.20312499999999986	0.5910698793097797	Kipling, Rudyard	The Second Jungle Book	1895	Fiction-Stories	Male	White	South Asia	107543
267	mdp.39015058086136	0.20175438596491224	1.0784447916899413	Wells, H. G.	When the Sleeper Wakes: A Story of the Years to Come	1899	Fiction-Novel	Male	White	Britain	104990
525	uc1.b5336132	0.20000000000000004	0.2505448294683179	Mansfield, Katherine	Bliss, and Other Stories	1920	Fiction-Stories	Female	White	Australasia	79284
395	uc1.$b244163	0.20000000000000004	0.25101022605817913	Powys, Theodore Francis	The White Paternoster, and Other Stories	1931	Fiction-Stories	Male	White	Britain	79137
527	uc1.c052623615	0.20000000000000004	0.15044302594378983	Hope, Anthony	The Prisoner of Zenda	1894	Fiction-Novel	Male	White	Britain	66019
414	uc1.$b794703	0.2	1.2092553789883678	Galsworthy, John	The Burning Spear, Being the Experiences of Mr. John Lavender in a Time of War	1919	Fiction-Novel	Male	White	Britain	82134
212	mdp.39015030719531	0.19999999999999998	3.864629622483682	Wells, H. G.	The Adventures of Tommy	1929	Fiction-Stories	Male	White	Britain	1285
550	uc2.ark:/13960/t9s17xn03	0.19999999999999998	0.048187401776604515	Webb, Mary	Gone to Earth	1917	Fiction-Novel	Female	White	Britain	103057
277	mdp.39015065979588	0.19999999999999998	0.5168660558796349	Lehmann, Rosamond	Invitation to the Waltz	1932	Fiction-Novel	Female	White	Britain	67256
461	uc1.32106019227708	0.19999999999999946	2.106726077487492	Jerome, Jerome K.	Three Men in a Boat	1889	Fiction-Novel	Male	White	Britain	80146
364	pst.000029575206	0.1994535519125684	1.1399021371905296	Priestley, J. B.	The Good Companions	1929	Fiction-Novel	Male	White	Britain	318900
472	uc1.b3759957	0.19879518072289198	1.6862300457617256	Wells, H. G.	The Autocracy of Mr. Parham	1930	Fiction-Novel	Male	White	Britain	97776
515	uc1.b4097693	0.19696969696969713	0.7984682467881672	Ford, Ford Madox	The Shifting of the Fire	1892	Fiction-Novel	Male	White	Britain	82097
3	aeu.ark:/13960/t6d237w7x	0.1949152542372878	1.9460150756569585	Munro, Hector Hugh	When William Came	1913	Fiction-Novel	Male	White	South Asia	60225
191	mdp.39015014506813	0.19469026548672566	1.0514883205125556	Hardy, Thomas	The Well-Beloved	1897	Fiction-Novel	Male	White	Britain	106737
244	mdp.39015043188716	0.19444444444444448	0.3967659252333788	Hardy, Thomas	Tess of the D'Urbervilles	1891	Fiction-Novel	Male	White	Britain	180235
335	nyp.33433115574562	0.19411764705882392	2.2331424593145233	Ford, Ford Madox	Zeppelin Nights	1915	Fiction-Stories	Male	White	Britain	75609
418	uc1.31175005812105	0.19354838709677427	0.6301963731364488	Huxley, Aldous	Mortal Coils	1922	Fiction-Stories	Male	White	Britain	48857
304	mdp.49015000980798	0.19148936170212744	0.9951683890631658	Greene, Graham	England Made Me	1935	Fiction-Novel	Male	White	Britain	93815
195	mdp.39015014841145	0.19101123595505598	0.731322429326053	Maugham, William Somerset	Mrs. Craddock	1902	Fiction-Novel	Male	White	Britain	120871
560	umn.31951002116326o	0.19047619047619035	0.4296730920851716	Kipling, Rudyard	Plain Tales from the Hills	1888	Fiction-Stories	Male	White	South Asia	97085
116	mdp.39015002606757	0.19047619047619024	0.9529151166184419	Ford, Ford Madox	No More Parades: A Novel	1925	Fiction-Novel	Male	White	Britain	109440
517	uc1.b4098055	0.1899999999999997	0.853214395040124	Aldington, Richard	The Colonel's Daughter	1931	Fiction-Novel	Male	White	Britain	116408
452	uc1.32106014553967	0.18823529411764692	1.3143422920531214	Greene, Graham	Brighton Rock	1938	Fiction-Novel	Male	White	Britain	128464
56	inu.30000035055387	0.18817204301075252	0.8232561128618129	Lawrence, D. H.	The Rainbow	1915	Fiction-Novel	Male	White	Britain	224398
374	pst.000045759383	0.1868131868131868	1.1126825761861636	Hardy, Thomas	A Group of Noble Dames	1891	Fiction-Stories	Male	White	Britain	81229
64	inu.30000102875915	0.18584070796460136	1.9912656263747854	Stevenson, Robert Louis	Kidnapped	1886	Fiction-Novel	Male	White	Britain	112725
565	uva.x000618958	0.18518518518518504	1.1419972511328467	Maugham, William Somerset	The Explorer	1907	Fiction-Novel	Male	White	Britain	93929
397	uc1.$b244479	0.18367346938775514	1.0485700307227932	Richardson, Dorothy	Oberland	1927	Fiction-Novel	Female	White	Britain	46413
392	uc1.$b244158	0.18181818181818182	0.1641915831494044	Powys, Theodore Francis	Kindness in a Corner	1930	Fiction-Novel	Male	White	Britain	66540
467	uc1.b3346991	0.1818181818181818	1.2199414827327446	Richardson, Dorothy	The Trap	1925	Fiction-Novel	Female	White	Britain	44778
44	hvd.hn1ndc	0.1802325581395347	1.6626641215450608	Allen, Grant	Miss Cayley's Adventures	1899	Fiction-Novel	Male	White	Other	102746
131	mdp.39015003675371	0.1793103448275859	1.7669736808236973	Ford, Ford Madox	Last Post	1928	Fiction-Novel	Male	White	Britain	81504
50	hvd.hwpatg	0.17834394904458598	1.278912305212087	Wells, H. G.	The Passionate Friends	1913	Fiction-Novel	Male	White	Britain	121927
433	uc1.32106002020458	0.17821782178217832	2.120807423061499	Waugh, Evelyn	Mr. Loveday's Little Outing, and Other Sad Stories	1936	Fiction-Stories	Male	White	Britain	47300
255	mdp.39015053037431	0.17777777777777784	0.17665996665582506	Conrad, Joseph	Nostromo: A Tale of the Seabord	1904	Fiction-Novel	Male	White	Europe	252997
135	mdp.39015003681395	0.17647058823529405	0.47505955828684976	Galsworthy, John	Jocelyn	1898	Fiction-Novel	Male	White	Britain	71084
340	osu.32435018323915	0.1751824817518248	0.8976938742555137	Bennett, Arnold	The Price of Love: A Tale	1914	Fiction-Novel	Male	White	Britain	151577
89	inu.39000001588149	0.17499999999999988	1.3820494162364245	Delafield, E. M.	Diary of a Provincial Lady	1930	Fiction-Novel	Female	White	Britain	57492
30	coo1.ark:/13960/t74t75g7m	0.1739130434782612	2.0437391029423195	Ford, Ford Madox	The New Humpty-Dumpty	1912	Fiction-Novel	Male	White	Britain	167662
365	pst.000030844360	0.17391304347826084	0.15979955438851265	Conrad, Joseph	Victory	1915	Fiction-Novel	Male	White	Europe	142953
265	mdp.39015056229209	0.17391304347826084	0.5156154229528045	Wells, H. G.	The Time Machine	1895	Fiction-Novel	Male	White	Britain	44304
275	mdp.39015062110369	0.1734104046242779	0.5372814610317117	Joyce, James	Ulysses	1922	Fiction-Novel	Male	White	Ireland	319805
501	uc1.b4080428	0.17307692307692307	1.2288690938153592	Wells, H. G.	Brynhild	1937	Fiction-Novel	Male	White	Britain	84056
38	hvd.32044018923557	0.17142857142857126	0.49870659858318267	Huxley, Aldous	Chrome Yellow	1921	Fiction-Novel	Male	White	Britain	69705
396	uc1.$b244475	0.17105263157894748	1.3346997751985015	Richardson, Dorothy	Dawn's Left Hand	1931	Fiction-Novel	Female	White	Britain	56555
245	mdp.39015043198889	0.1708542713567839	1.010169492753632	Hall, Radclyffe	The Well of Loneliness	1928	Fiction-Novel	Female	White	Britain	195659
329	nyp.33433074946256	0.1686046511627907	1.5312748770393916	Allen, Grant	Hilda Wade	1900	Fiction-Novel	Male	White	Other	111562
241	mdp.39015040661087	0.1666666666666668	0.7002294391880363	Forster, E. M.	A Passage to India	1924	Fiction-Novel	Male	White	Britain	136167
28	coo1.ark:/13960/t5db8kz2x	0.16666666666666666	0.44093665393043563	Sinclair, May	The Life and Death of Harriett Frean	1922	Fiction-Novel	Female	White	Britain	27030
363	pst.000029198023	0.16666666666666666	0.17844496647362182	Lewis, C. S.	Out of the Silent Planet	1938	Fiction-Novel	Male	White	Britain	66791
559	umn.31951002059229q	0.16666666666666666	2.3008721536176977	Powys, Theodore Francis	A Stubborn Tree	1926	Fiction-Stories	Male	White	Britain	2590
108	mdp.39015001145211	0.16666666666666663	0.4118012934566476	Maugham, William Somerset	Cosmopolitans	1936	Fiction-Stories	Male	White	Britain	72356
63	inu.30000094659426	0.16563876651982334	2.556597089662602	Powys, John Cowper	Owen Glendower: An Historical Novel	1940	Fiction-Novel	Male	White	Britain	440935
544	uc2.ark:/13960/t88g8mj8t	0.16535433070866054	2.953582100723826	Bennett, Arnold	The Regent: A Five Towns Story of Adventure in London	1913	Fiction-Novel	Male	White	Britain	128120
534	uc2.ark:/13960/t1vd70k9k	0.16442953020134174	2.182460213157269	Ford, Ford Madox	The Young Lovell: A Romance	1913	Fiction-Novel	Male	White	Britain	135616
104	mdp.39015000631930	0.16326530612244888	0.48277679958670555	Lawrence, D. H.	The Woman Who Rode Away, and Other Stories	1928	Fiction-Stories	Male	White	Britain	100807
262	mdp.39015055182078	0.16296296296296334	1.6406647262413108	Ford, Ford Madox	No Enemy: A Tale of Reconstruction	1929	Fiction-Novel	Male	White	Britain	81725
199	mdp.39015016884994	0.1621621621621622	0.43711060852837236	Chesterton, G. K.	The Incredulity of Father Brown	1926	Fiction-Stories	Male	White	Britain	84072
490	uc1.b3834533	0.16071428571428567	0.5325266841570699	Ford, Ford Madox	When The Wicked Man	1931	Fiction-Novel	Male	White	Britain	104445
278	mdp.39015066055271	0.1600000000000001	1.793989171468241	Household, Geoffrey	Rogue Male	1939	Fiction-Novel	Male	White	Britain	69204
385	uc1.$b106072	0.16000000000000006	0.3165629144977198	Lewis, Wyndham	The Wild Body: A Soldier of Humour and Other Stories	1927	Fiction-Stories	Male	White	Other	78437
460	uc1.32106019041554	0.1598360655737702	0.8184974968731978	James, Henry	Portrait of a Lady	1881	Fiction-Novel	Male	White	Us	296083
14	coo.31924013586569	0.15853658536585358	1.0425797798714895	Bennett, Arnold	The City of Pleasure: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	78117
327	nyp.33433074926712	0.1583333333333334	1.1664237380837414	Benson, E. F.	Queen Lucia	1920	Fiction-Novel	Male	White	Britain	102180
219	mdp.39015030724986	0.1578947368421052	0.7842542194545205	Chesterton, G. K.	Tales of the Long Bow	1925	Fiction-Stories	Male	White	Britain	72187
101	mdp.39015000017742	0.15730337078651688	1.2181417379360757	Aldington, Richard	Road to Glory	1930	Fiction-Stories	Male	White	Britain	72566
105	mdp.39015000632300	0.15714285714285722	0.9668022987607272	Lawrence, D. H.	St. Mawr	1925	Fiction-Stories	Male	White	Britain	71912
2	aeu.ark:/13960/t3pv7sg8r	0.1571428571428571	1.3685423193669823	Bennett, Arnold	The Gates of Wrath: A Melodrama	1903	Fiction-Novel	Male	White	Britain	50802
257	mdp.39015053230523	0.15706806282722519	2.1573960898978926	Wells, H. G.	Marriage	1912	Fiction-Novel	Male	White	Britain	175863
31	coo1.ark:/13960/t9v12m24d	0.15662650602409642	0.6091330669100108	Chesterton, G. K.	The Man Who Knew Too Much, and Other Stories	1922	Fiction-Stories	Male	White	Britain	135334
526	uc1.c003356752	0.15656565656565655	1.4010896555953272	Ford, Ford Madox	The Simple Life Limited	1911	Fiction-Novel	Male	White	Britain	140359
422	uc1.32106001938288	0.15606936416184972	0.9304954925010662	Hardy, Thomas	Wessex Tales	1888	Fiction-Novel	Male	White	Britain	184660
454	uc1.32106014704156	0.1555555555555556	0.4978883520188014	James, Henry	The Awkward Age	1899	Fiction-Novel	Male	White	Us	179536
436	uc1.32106005418808	0.15450643776824036	1.7954820537357357	Chesterton, G. K.	The Flying Inn	1914	Fiction-Stories	Male	White	Britain	128889
156	mdp.39015005971810	0.1543624161073826	0.9173641178891988	Lehmann, Rosamond	The Weather in the Streets: A Novel	1936	Fiction-Novel	Female	White	Britain	161319
77	inu.32000005550878	0.15384615384615388	0.5701968513999668	Chesterton, G. K.	The Scandal of Father Brown	1935	Fiction-Stories	Male	White	Britain	67933
113	mdp.39015002299934	0.15384615384615385	0.2474506519618617	Wells, H. G.	Things to Come	1936	Fiction-Novel	Male	White	Britain	52179
403	uc1.$b284297	0.15384615384615385	0.9269007587019369	Galsworthy, John	Villa Rubein: A Novel	1900	Fiction-Novel	Male	White	Britain	55720
46	hvd.hn5fum	0.15384615384615366	0.8710603500450649	Childers, Erskine	The Riddle of Sands	1903	Fiction-Novel	Male	White	Britain	133407
350	pst.000008520463	0.15306122448979603	2.5239747347752814	Smith, Stevie	Over the Frontier	1938	Fiction-Novel	Female	White	Britain	77128
250	mdp.39015047714954	0.1528239202657806	2.3484933164683413	Trollope, Anthony	Mr. Scarborough's Family	1883	Fiction-Novel	Male	White	Britain	254594
285	mdp.39015077636358	0.15238095238095253	0.5753830682971512	Conrad, Joseph	Lord Jim: A Tale	1900	Fiction-Novel	Male	White	Europe	181248
551	uiug.30112037331284	0.15068493150684967	1.62062465991073	Allen, Grant	An African Millionaire	1897	Fiction-Novel	Male	White	Other	89477
8	coo.31924013216811	0.15	0.28348265012510176	Richardson, Dorothy	Pointed Roofs	1915	Fiction-Novel	Female	White	Britain	70072
536	uc2.ark:/13960/t24b37r0x	0.14946619217081888	2.416715367037021	Ford, Ford Madox	The Portrait	1910	Fiction-Novel	Male	White	Britain	115484
59	inu.30000048891463	0.14893617021276603	0.37927251551820257	Rolfe, Frederick	In His Own Image	1901	Fiction-Stories	Male	White	Britain	123080
289	mdp.39015079156165	0.14767932489451496	2.179846512718048	James, Henry	The Spoils of Poynton	1897	Fiction-Novel	Male	White	Us	107985
97	inu.39000004309766	0.1470588235294118	0.5397793136500759	Chesterton, G. K.	The Paradoxes of Mr. Pond	1937	Fiction-Stories	Male	White	Britain	62561
110	mdp.39015002148933	0.1470588235294117	1.452206833671927	Smith, Stevie	Novel on Yellow Paper	1936	Fiction-Novel	Female	White	Britain	69761
312	mdp.49015001002139	0.14634146341463403	0.9018182334649675	Sayers, Dorothy	The Nine Tailors	1934	Fiction-Novel	Female	White	Britain	135465
