Group 1	Low 1	Mean 1	High 1	Group 2	Low 2	Mean 2	High 2	p-value	sig
Foreign	0.0023191651442609792	0.0047166696078858525	0.007114174071510725	Hathi	0.002952468611668369	0.00330400096577078	0.0036555333198731907	0.3729795847729396	
Foreign	0.0023191651442609792	0.0047166696078858525	0.007114174071510725	London	0.0037378099968919704	0.007486659466139205	0.01123550893538644	0.24093282301077878	
Foreign	0.0023191651442609792	0.0047166696078858525	0.007114174071510725	Prominent	0.004827565736035027	0.007250635957976313	0.009673706179917599	0.2654430596807745	
Hathi	0.002952468611668369	0.00330400096577078	0.0036555333198731907	London	0.0037378099968919704	0.007486659466139205	0.01123550893538644	0.0039405576275487846	##
Hathi	0.002952468611668369	0.00330400096577078	0.0036555333198731907	Prominent	0.004827565736035027	0.007250635957976313	0.009673706179917599	2.2679704633099526e-05	###
London	0.0037378099968919704	0.007486659466139205	0.01123550893538644	Prominent	0.004827565736035027	0.007250635957976313	0.009673706179917599	0.9180149989171641	
