Group 1	Low 1	Mean 1	High 1	Group 2	Low 2	Mean 2	High 2	p-value	sig
early	0.006001943919298701	0.00881725839693997	0.01163257287458124	late	0.005651123701261489	0.007603167994909424	0.009555212288557359	0.47431965214396954	
