Group 1	Low 1	Mean 1	High 1	Group 2	Low 2	Mean 2	High 2	p-value	sig
early	0.1431871444877593	0.16139917192687558	0.17961119936599187	late	0.18043412689578803	0.20052920803378574	0.22062428917178345	0.006198646294604994	##
