	a_last	a_first	htid	pub_date	title	imprint	genre	genre_notes	gender_guess	gender_known	white	race	origin_area	origin_nation	origin_notes	religion	uni_degree	bib_source	notes	entered	ignore	notes_ignore	pub_date_htrc	title_htrc
637	Kersh	Gerald	uc1.b4091387	1966.0	The Angel and the Cuckoo									Britain - England				DKM Snell					1966	The angel and the cuckoo/Kersh, Gerald,
638	Kershaw	John		1978.0	Rooms									Britain				DKM Snell						
639	Kindersley	Tania		1996.0	Goodbye, Johnny Thunders									Britain				DKM Snell						
640	King	Naomi	mdp.39015032175690	1993.0	O.P.P.									Unknown				DKM Snell					1993	O.P.P/King, Naomi.
641	King	Ross		1995.0	Domino									Canada				DKM Snell						
642	King	John	mdp.39015040571823	1997.0	Headhunters									Britain - England				DKM Snell					1997	Headhunters/King, John,
643	King 	Francis	mdp.39015010521865	1975.0	The Needle									Britain - England				DKM Snell					1975	The needle/King, Francis Henry,
644	King 	Clive	mdp.39015020486141	1976.0	Me and My Millions									Britain - England				DKM Snell					1976	Me and my million/King, Clive.
645	King 	Anna		1990.0	Life is Just a Bowl of Cherries									Britain - England				DKM Snell						
646	Kingsley	Charles	hvd.hwkqc2	1850.0	Alton Locke									Britain - England				DKM Snell					1850	Alton Locke/Kingsley, Charles,
647	Kingsley	Henry	iau.31858058742572	1865.0	The Hillyars and the Burtons									Britain - England				DKM Snell					1899	The Hillyars and Burtons/Kingsley, Henry,
648	Kingston	Beryl		1985.0	Hearts and Farthings									Britain - England				DKM Snell						
649	Kingston	Beryl		1986.0	Kisses and Ha'pennies									Britain - England				DKM Snell						
650	Kingston	Beryl		1988.0	Tuppenny Times									Britain - England				DKM Snell						
651	Kingston	Beryl		1989.0	Fourpenny Flyer									Britain - England				DKM Snell						
652	Kingston	Beryl		1990.0	London Pride									Britain - England				DKM Snell						
653	Kingston	Beryl		1990.0	Sixpenny Stalls									Britain - England				DKM Snell						
654	Kingston	Beryl		1994.0	Cockney Family									Britain - England				DKM Snell						
655	Kingston	Beryl		1995.0	Alive and Kicking									Britain - England				DKM Snell						
656	Kingston	Beryl		1998.0	Avalanche of Daisies									Britain - England				DKM Snell						
657	Kitchin	Clifford Henry Benn		1957.0	Ten Pollitt Place: a Novel									Britain - England				DKM Snell						
658	Kneale	Matthew		1989.0	Inside Rose's Kingdon									Britain - England				DKM Snell						
659	Kneale	Matthew	inu.30000026345441	1992.0	Sweet Thames: a Novel									Britain - England				DKM Snell					1992	Sweet Thames/Kneale, Matthew,
660	Kops	Bernard	uc1.b3472749	1969.0	By the Water of Whitechapel									Britain - England				DKM Snell					1969	By the waters of whitechapel/Kops, Bernard,
661	Kops	Bernard	uc1.$b808652	1971.0	Passionate Past of Gloria Gaye									Britain - England				DKM Snell					1971	The passionate past of Gloria Gaye/Kops, Bernard,
662	Kops	Bernard		1975.0	Partners									Britain - England				DKM Snell						
663	Kureishi	Hanif		1990.0	THe Buddha of Suburbia									Britain - England				DKM Snell						
664	Kureishi	Hanif	inu.30000126982325	1995.0	The Black Album									Britain - England				DKM Snell					2009	The black album/Kureishi, Hanif.
665	Kureishi	Hanif	mdp.39015045655688	1997.0	Love in a Blue Time									Britain - England				DKM Snell					1997	Love in a blue time/Kureishi, Hanif.
666	Lake	Deryn		1995.0	Death at the Beggar's Opera									Britain - England				DKM Snell						
667	Lake	Deryn		1996.0	Death at the Devil's Tavern									Britain - England				DKM Snell						
668	Lambert	Derek		1988.0	The Night and the City									Britain - England				DKM Snell						
669	Lancing	George		1951.0	Kensington Village									Britain - England				DKM Snell	real name: Bluebell M Hunter					
670	Landon	Christopher		1955.0	Stone Dead in the Market									Britain - England				DKM Snell						
671	Lang	Andrew	uc2.ark:/13960/t88g8ss81	1884.0	Cock Lane and Common-Sense	%	Nonfiction - other	mythology?										Literary London	Volume 12, issue 1-2, Event without an object, Sean Gaston	Patrick Evans	True	ee	1894	Cock Lane and common-sense/Lang, Andrew,
672	Laurence	H		1825.0	London in the Olden Times; or, Tales Inteded to Illustrate the Manners and Superstitions of its Inhabitants, from the Twelfth to the Sixteenth Century									Britain - England				DKM Snell						
673	Laurence	Janet		1997.0	Canaletto and the Case of Westminster Bridge									Britain - England				DKM Snell						
674	Law	John		1891.0	In Darkest London: a New and Popular Edition of Captain Lobe: a Story of the Salvation Army									Britain - England				DKM Snell	Real name : Margarer Harkness					
675	Lawless	Emily	mdp.39015063932977	1882.0	A Chelsea Household									Ireland				DKM Snell					1883	A Chelsea householder/Lawless, Emily,
676	Lawrence	Peter		1973.0	It's Your Money in my Pocket, Dear, not Mine in Yours									Singapore - America				DKM Snell						
677	Lear	H. L. S.		1851.0	Tales of a London Parish									Unknown				DKM Snell						
678	Leather	Stephen		1992.0	The Chinaman									Britain - England				DKM Snell						
679	Lefebure	Molly		1988.0	Blitz!									Britain - England				DKM Snell						
680	Lehmann	John	inu.32000002629865	1934.0	The Noise of History	%	Poetry											Literary London	Volume 7, issue 2, Erotic Life, Janine Utell	Patrick Evans			1934	The noise of history/Lehmann, John,
681	Leigh	Roberta		1950.0	In Name Only									Britain - England				DKM Snell						
682	Leslie	Emma		1891.0	The Seed She Sowed: a Tale of the Great Dock Strike									Britain - England				DKM Snell	real name: Emma Dixon					
683	Leslie	Doris		1960.0	The Perfect Wife									Britain - England				DKM Snell						
684	Lessing	Dorris		1991.0	London Observed: Stories and Sketches									Britain - England				DKM Snell						
685	Lette	Kathy		1993.0	Foetal Attraction									Australia - Britain				DKM Snell						
686	Levy	Amy		1888.0	The Romance of a Shop									Britain - England				DKM Snell						
687	Levy	Amy		1888.0	Rueben Sachs									Britain - England				DKM Snell						
688	Levy	Amy		1888.0	The Unhappy Princess									Britain - England				DKM Snell						
689	Levy	Amy	dul1.ark:/13960/t0pr8j32j	1889.0	Miss Meredith									Britain - England				DKM Snell					1889	Miss Meredith/Levy, Amy,
690	Lewis	Wyndham	uc1.32106018920386	1930.0	The Apes of God									Britain - England				DKM Snell					    	The apes of God/Lewis, Wyndham,
691	Lewis	Wyndham	mdp.39015011361808	1951.0	Rotting Hill									Britain - England				DKM Snell					1951	Rotting hill/Lewis, Wyndham,
692	Lexton	Maria		1993.0	The Time Out Book of London Short Stories									Unknown				DKM Snell	Edited collection					
693	Lindsay	Philip		1940.0	Pudding Lane									Australia				DKM Snell						
694	Lindsay	Jack		1946.0	Time to Live									Australia				DKM Snell						
695	Ling	Peter		1989.0	Crown Papers									Britain - England				DKM Snell						
696	Ling	Peter		1991.0	High Water									Britain - England				DKM Snell						
697	Ling	Peter		1992.0	Flood Water									Britain - England				DKM Snell						
698	Ling	Peter		1994.0	Halfway to Heaven									Britain - England				DKM Snell						
699	Ling	Peter		1996.0	Happy Tomorrow									Britain - England				DKM Snell						
700	Linton	Eliza Lynn		1872.0	The History of Joshua Davidson, Chrisian and Communist									Britain - England				DKM Snell						
701	Lively	Adam		1989.0	The Burnt House									Britain - England				DKM Snell						
702	Lively	Penelope	mdp.39015021991388	1991.0	City of the Mind									Britain - England				DKM Snell					1991	City of the mind/Lively, Penelope,
703	Livia	Anna	mdp.39015012961457	1985.0	Accommodation Offered									Ireland				DKM Snell					1985	Accommodation offered/Livia, Anna.
704	Lodge	David		1960.0	The Picturegoers									Britain - England				DKM Snell						
705	Lodge	David		1965.0	The British Museum is Falling Down									Britain - England				DKM Snell						
706	London	J.		1903.0	The People from the Abyss									North America				Dennis		Patrick Evans				
707	London Arts Board			1993.0	Smoke Signals: Stories of London									Britain - England				DKM Snell						
708	Lord	Elizabeth		1994.0	Stolen Years									Britain - England				DKM Snell						
709	Lord	Elizabeth		1996.0	A Better Life									Britain - England				DKM Snell						
710	Lord	Elizabeth		1997.0	The Turning Tides									Britain - England				DKM Snell						
711	Lovesey	Peter		1978.0	Waxwork									Britain - England				DKM Snell						
712	Lovesey	Peter		1989.0	On the Edge									Britain - England				DKM Snell						
713	Lucas	E. V.	mdp.39015031241477	1906.0	Listener's Lure									Britain - England				DKM Snell					1907	Listener's lure;/Lucas, E. V. (Edward Verrall),
714	Lucas 	E. V.	coo1.ark:/13960/t0ks77r69	1908.0	Over Bemerton's									Britain - England				DKM Snell					1908	Over Bemerton's;/Lucas, E. V. (Edward Verrall),
715	Lynne	J. B.		1975.0	The Colonel's War									American				DKM Snell						
716	Lyon	Sarah		1990.0	An Unacknowledged Beauty									Unknown				DKM Snell						
717	Lyons	Neil		1902.0	Hookey									South Africa - Britain				DKM Snell						
718	Lyons	Neil		1903.0	Matilda's Mabel									South Africa - Britain				DKM Snell						
719	Lyons	Neil	nyp.33433112047091	1908.0	Arthur's									South Africa - Britain				DKM Snell					1915	Arthur's/(Albert Neil), Lyons, A. Neil
720	Lyons	Neil	uc2.ark:/13960/t8gf0rn7t	1908.0	Sixpenny Pieces									South Africa - Britain				DKM Snell					1909	Sixpenny pieces/Lyons, A. Neil (Albert Neil),
721	Lyons	Neil		1912.0	Claire									South Africa - Britain				DKM Snell						
722	Lyons	Neil	uc2.ark:/13960/t4fn13b4h	1916.0	Moby Lane									South Africa - Britain				DKM Snell					1916	Moby lane and thereabouts/(Albert Neil), Lyons, A. Neil
723	Lyons	Neil		1916.0	A Kiss from France									South Africa - Britain				DKM Snell						
724	Lyons	Neil	mdp.39015063938958	1919.0	A London Lot									South Africa - Britain				DKM Snell					1919	A London lot/Lyons, A. Neil (Albert Neil),
725	Lyons	Neil	uc2.ark:/13960/t4hm5436j	1920.0	A Market Bundle									South Africa - Britain				DKM Snell					1922	A market bundle/(Albert Neil), Lyons, A. Neil
726	Macauley	Rose		1926.0	Crewe Train									Britain - England				DKM Snell						
727	Macauley	Rose 		1950.0	The World my Wilderness									Britain - England				DKM Snell						
728	MacCarthy	Justin		1888.0	The Rebel Rose: a Novel									Irish				DKM Snell	w/ Rachel Praed					
729	MacCarthy	Justin		1895.0	A London Legend									Iriah				DKM Snell						
730	MacDonald	Shelagh	mdp.39015020486216	1977.0	No End to Yesterday									Unknown				DKM Snell					1977	No end to yesterday/Macdonald, Shelagh.
731	MacFall	Haldane	uc2.ark:/13960/t6nz83909	1905.0	The Masterfolk									Britain - England				DKM Snell					1903	The masterfolk/Macfall, Haldane,
732	Machin	Barbara		1990.0	South of the Border									Britain - England				DKM Snell						
733	MacInnes	Colin	inu.39000003273724	1957.0	City of Spades									Britain - England				DKM Snell					1957	City of Spades/MacInnes, Colin.
734	MacInnes	Colin	uc1.32106014759010	1959.0	Absolute Beginners									Britain - England				DKM Snell					1960	Absolute beginners/MacInnes, Colin.
735	MacInnes	Colin	uc1.b4091398	1960.0	Mr. Love and Justice									Britain - England				DKM Snell					1960	Mr. Love and Justice/MacInnes, Colin.
736	Mackay	J. H.		1891.0	The Anarchists									Britain - England				DKM Snell						
737	Mackay	Sheena		1965.0	Music Upstairs									Britain - Scotland				DKM Snell						
738	Mackay	Sheena		1992.0	Dunedin									Britain - Scotland				DKM Snell						
739	MacLaren-Ross	Julian		1946.0	The Nine Men of Soho, Stories									Britain - England				DKM Snell						
740	Macquet	Claire		1992.0	Looking for Ammu									Unknown				DKM Snell						
741	Maguire	Liam		1993.0	Icarus Flying: the Tragical Story of Christopher Marlowe									Unknown				DKM Snell						
742	Malcolm 	John		1984.0	A Back Room in Somers Town									Britain - England				DKM Snell	Real name: John Malcolm andrews					
743	Mankowitz	Wolf		1954.0	A Kid for Two Farthings									Britain - England				DKM Snell						
744	Mankowitz	Wolf	uc1.$b243929	1956.0	My Old Man's a Dustman									Britain - England				DKM Snell					1956	My old man's a dustman/Mankowitz, Wolf,
745	Mankowitz	Wolf	uc1.$b389841	1973.0	The Blue Arabian Nights: Tales of a London Decade									Britain - England				DKM Snell					1973	The blue Arabian nights;/Mankowitz, Wolf.
746	Mann	F. O.		1931.0	Albert Grope									Britain - England				DKM Snell						
747	Mann	F. O.		1934.0	Young George									Britain - England				DKM Snell						
748	Manning	Anne		1852.0	The Olloquies of Edward Osborne, Citizen and Cloth-worker, of London									Britain - England				DKM Snell						
749	Manning	Anne	njp.32101065863696	1854.0	The Old Chelsea Bun House									Britain - England				DKM Snell					1855	The old Chelsea bun-house/Manning, Anne,
750	Manning	Anne	uc2.ark:/13960/t8jd4sb70	1866.0	Cherry and Violet: a Tale of the Great Plague									Britain - England				DKM Snell					1853	Cherry & Violet/Manning, Anne,
751	Manning	Olivia	mdp.39015005747012	1955.0	The Doves of Venus									Britain - England				DKM Snell					1955	The doves of Venus/Manning, Olivia.
752	Margie	W		1926.0	A Camberwell Man									Unknown				DKM Snell						
753	Margie	W		1930.0	Roses and Kippers									Unknown				DKM Snell						
754	Markandaya	Kamala	inu.32000009544521	1963.0	Possession									India				DKM Snell					1963	Possession/Markandaya, Kamala,
755	Markandaya	Kamala		1973.0	The Nowhere Man									India				DKM Snell						
756	Markandaya	Kamala	mdp.39015005444388	1982.0	Pleasure City									India				DKM Snell					1982	Pleasure city/Markandaya, Kamala,
757	Marsh	Richard	hvd.hn1gqx	1897.0	The Beetle: A Mystery	%	Fiction-Novel											Literary London	Volume 5, issue 2 Apocolyptic London, John Hughland	Patrick Evans			1917	The beetle/Marsh, Richard,
758	Marsh	Jean		1993.0	The House of Elliot									Britain - England				DKM Snell						
759	Marshall 	W. H.		1862.0	Old Vauxhall: a Romance									Britain - England				DKM Snell						
760	Marston	Edward		1991.0	The Nine Giants									Britain - Wales				DKM Snell						
761	Marston	Edward		1995.0	The Roaring Boy									Britain - Wales				DKM Snell						
762	Martin	George		1968.0	Loneliness in the Fog									Unknown				DKM Snell						
763	Martin	S. I.	mdp.39015043780223	1996.0	Incomparable World									Britain - England				DKM Snell					1998	Incomparable world/Martin, S. I.
764	Mason	Miss		1853.0	Kate Geary; or, Irish Life in London									Unknown				DKM Snell						
765	Massie	Allan		1978.0	Change and Decay in All Around I See									Britain : Scotland 				DKM Snell						
766	Masterman	C.F.G.		1911.0	The condition of England	%	Nonfiction - other											Literary London	Volume 9, issue 1, London in Middlebrow Fiction, Kate Macdonald	Patrick Evans				
767	Masterman	C.F.G.		1902.0	From the Abyss									England				Dennis		Patrick Evans				
768	Masterton	Anna-Marie		1990.0	Life is Just a Bown of Cherries									Unknown				DKM Snell						
769	Matthews	Lew		1993.0	Unseen Witness									South Africa				DKM Snell						
770	Maugham	W. Somerset	uc1.$b243482	1897.0	Liza of Lambeth									Britain - England				DKM Snell					1921	Liza of Lambeth/Maugham, W. Somerset (William Somerset),
771	Mayhew	Augustus		1851.0	The Finest Girl in Bloomsbury									Britain - England				DKM Snell						
772	Mayhew	Augustus		1855.0	Kitty Lamere; or, a Dark Page of London Life: a Tale									Britain - England				DKM Snell						
773	Mayhew	Augustus	uc2.ark:/13960/t6vx0fv22	1866.0	Paved with Gold: or, the Romance and Reality of the Streets of London									Britain - England				DKM Snell					1858	Paved with gold;/Mayhew, Augustus,
774	Maynard	Carlyle		1932.0	East and West of Soho									Unknown				DKM Snell						
775	McEwan	Ian	mdp.39015023647756	1987.0	The Child in Time									Britain - England				DKM Snell					1987	The child in time/McEwan, Ian.
776	McGrath	Patrick	mdp.39015019442147	1990.0	Spider									Britain - England				DKM Snell					1990	Spider/McGrath, Patrick,
777	McGraw	Eloise J	mdp.39076000979406	1973.0	Master Cornhill									American				DKM Snell					1987	Master Cornhill/McGraw, Eloise Jarvis.
778	McGraw	Ian		1974.0	Big Morning Blues									Unknown				DKM Snell						
779	Mearns	A.		1883.0	The Bitter Cry of Outcast London		Nonfiction - other							Britain - England				Dennis	This is *not* in Dennis's bibliography of fiction. It is not fiction and should not be in this corpus (EE, 11/17/17)	Patrick Evans	True	ee 11/17/17		
780	Melia	Gerard		1983.0	Will of Iron									Britain - England				DKM Snell						
781	Melia	Gerard		1988.0	Green Strawberry									Britain - England				DKM Snell						
782	Metcalfe	John		1935.0	Foster Girl									Britain - England				DKM Snell						
783	Meyer	Nicholas	mdp.39015031823761	1976.0	The West End Horror: a Posthumous Memoir of John H. Watson, M.D.									American				DKM Snell					1976	The West End horror/Meyer, Nicholas.
784	Middleton	Stanley	mdp.39015030760501	1979.0	In a Strange Land									Britain - England				DKM Snell					1979	In a strange land/Middleton, Stanley,
785	Miller	Hugh		1985.0	Home Fires Burning									Britain - Scotland				DKM Snell						
786	Miller	Hugh		1985.0	Swings and Roundabouts									Britain - Scotland				DKM Snell						
787	Miller	Hugh		1986.0	Good Intentions									Britain - Scotland				DKM Snell						
788	Miller	Hugh		1986.0	The Flower of Albert Square									Britain - Scotland				DKM Snell						
789	Miller	Hugh		1986.0	Blid Spots									Britain - Scotland				DKM Snell						
790	Miller	Hugh		1986.0	Hopes and Horizons									Britain - Scotland				DKM Snell						
791	Miller	Martin		1994.0	Dreams of Sex and Stage Diving									Britain - Scotland				DKM Snell						
792	Miller 	Thomas		1954.0	The Miser of Shoreditch									Unknown				DKM Snell						
793	Milne	John		1986.0	Dead Birds									Britain - England				DKM Snell						
794	Mittelholzer	Edgar		1959.0	A Tinkling in the Twilight: a Novel									Guyena				DKM Snell						
795	Mo	Timothy	mdp.39015008830088	1981.0	Sour Sweet									China				DKM Snell					1982	Sour sweet/Mo, Timothy.
796	Moline	Karen		1994.0	Lunch									American				DKM Snell						
797	Molloy	Michael		1990.0	The Century									Britain - England				DKM Snell						
798	Moncrieff	A.R.		1910.0	London	%	Nonfiction - other											Literary London	Volume 5, issue 2 Apocolyptic London, John Hughland	Patrick Evans		London nonfiction		
799	Moorcock	Michael	mdp.39015014278033	1988.0	Mother London									Britain - England				DKM Snell					1988	Mother London/Moorcock, Michael,
800	Moore	Reginald	mdp.39015073446000	1946.0	Listening World									Unknown				DKM Snell					1946	The listening world/Moore, Reginald,
801	Moran	Alec F		1991.0	A Matter of Lide and Sex									Britain - England				DKM Snell	real name: Oscar Moore					
802	Morgan	William De	uc2.ark:/13960/t59c6vp0b	1906.0	Joseph Vance: an Ill-written Autobiography									Britain - England				DKM Snell					1906	Joseph Vance/De Morgan, William,
803	Morgan	William De	uc2.ark:/13960/t6b27s285	1907.0	Alice-For-Short									Britain - England				DKM Snell					1907	Alice-for-short/De Morgan, William Frend,
804	Morgan	William De	uc2.ark:/13960/t3kw5ms5x	1908.0	Somehow Good									Britain - England				DKM Snell					1906	Somehow good/De Morgan, William Frend,
805	Morgan	William De	hvd.hn5m6y	1909.0	It Never Can Happen Again									Britain - England				DKM Snell					1900	It never can happen again/De Morgan, William Frend,
806	Morgan	William De	aeu.ark:/13960/t75t4xv5v	1910.0	An Affair of Dishonour									Britain - England				DKM Snell					1910	An affair of dishonour/De Morgan, William Frend,
807	Morgan	William De	uc2.ark:/13960/t3513xc55	1911.0	A Likely Story									Britain - England				DKM Snell					1911	A likely story/De Morgan, William Frend,
808	Morgan	William De	coo1.ark:/13960/t09w10k30	1914.0	When Ghost Meets Ghost									Britain - England				DKM Snell					1914	When ghost meets ghost/De Morgan, William,
809	Morgan	William De	uc2.ark:/13960/t6c24z72r	1919.0	The Old Madhouse									Britain - England				DKM Snell					1919	The old madhouse/De Morgan, William Frend,
810	Morgan	William De	coo1.ark:/13960/t5h99pb3j	1921.0	Old Man's Youth									Britain - England				DKM Snell					1921	The old man's youth/De Morgan, William,
811	Morgan	Joan		1940.0	Citizen of Westminster									Britain - England				DKM Snell						
