	author	london_frac	weight	pub_date_avg	books	wordcount	ethnicity	corpus
2442	Leffler, Anne Charlotte,	0.6428571428571429	0.1526828415539136	1895.0	1	113703		Hathi
2967	Murray, Elizabeth.	0.6428571428571429	0.8390564333005305	1927.0	1	124143		Hathi
2245	Kauffman, Reginald Wright,	0.6428571428571429	0.22943287210018415	1916.0	1	151334		Hathi
759	Chetwynd, Henry Wayland,	0.6427324193320425	3.3583844202676887	1888.5	4	212449		Hathi
4444	graf, Tolstoy, Leo,	0.6402108535928112	0.7977902620287154	1931.857142857143	7	1003366		Hathi
4406	Zangwill, Edith Ayrton.	0.6400000000000001	1.423740782707345	1906.0	1	87097		Hathi
4034	Tolstoy, Leo, graf,	0.63998962319276	1.511006522911536	1929.5555555555557	9	1317530		Hathi
3504	Rowe, Richard,	0.6398890731445706	4.896565768488417	1880.6666666666667	3	265535		Hathi
1469	Freeman, R. Austin (Richard Austin),	0.6394736842105235	1.1142090539083813	1929.0	1	422913		Hathi
2041	Housman, Laurence,	0.638997666299618	4.396099792451004	1912.6153846153845	13	867746		Hathi
4008	Thomson, Basil,	0.638888888888889	2.9538330141286457	1925.0	1	90678		Hathi
1967	Hobson, Coralie,	0.6382978723404255	0.8478813603419798	1919.0	1	68738		Hathi
415	Black, Clementina.	0.6376811594202901	1.69467508083956	1880.0	1	50489		Hathi
2004	Holt, William,	0.6376811594202896	2.5635921067985565	1935.0	1	33376		Hathi
2061	Hueffer, Oliver Madox,	0.6376811594202888	1.1350364161217863	1931.0	1	75383		Hathi
32	(John Boynton), Priestley, J. B.	0.6375781710068633	10.37974641876659	1933.0	5	694190		Hathi
1142	Doon, E. L.	0.6375000000000002	0.9605046451576201	1913.0	1	103282		Hathi
3689	Sinclair, Upton,	0.6371993036715936	1.3307475366015498	1916.0	2	140454		Hathi
3294	Priestley, J. B. (John Boynton),	0.6371217434567392	13.716540585156967	1930.6666666666667	9	1046583		Hathi
4191	Ward, Wilfrid,	0.6370967741935473	1.0672006439375685	1913.0	1	144082		Hathi
151	Arlen, Michael,	0.6367354476861528	17.606660911169623	1925.142857142857	7	552996		Hathi
2097	Huth, Alfred Henry,	0.6363636363636366	0.1979938543053835	1894.0	1	68893		Hathi
1152	Dougall, L.	0.6363636363636365	0.25873275046776906	1893.0	1	158160		Hathi
3120	Oxley, J. Macdonald	0.6363636363636365	0.11912484699061862	1895.0	1	114505		Hathi
2557	Lucian,	0.6363636363636365	0.5708470644344333	1891.0	1	23895		Hathi
4069	Trollope, Frances Eleanor,	0.6363636363636364	0.3074375812446084	1890.0	1	44368		Hathi
1774	Hall, Henry Rushton.	0.6363636363636364	0.446274843928048	1920.0	1	30565		Hathi
4351	Wood, Lydia Cope,	0.6363636363636364	0.43514181914252675	1891.0	1	62694		Hathi
3270	Powell, G. H.	0.6363636363636364	0.6634431227947856	1896.0	1	61680		Hathi
4169	Walker, E. O.	0.6363636363636364	0.34788483925224206	1899.0	1	78419		Hathi
809	Cliffe, Francis Henry.	0.6363636363636362	0.5340167797306812	1887.0	1	51086		Hathi
1280	Emanuel, Walter Lewis,	0.6363636363636362	0.5490858467378146	1906.0	1	24842		Hathi
1038	Dawe, W. Carlton.	0.6363636363636362	0.26392923270501895	1895.0	1	51682		Hathi
1053	De Morgan, Mary.	0.6363636363636362	0.2480792704179541	1900.0	1	54984		Hathi
191	Austin, Jane G.	0.6363636363636362	0.25824780106894846	1882.0	1	52819		Hathi
314	Beale, Anne.	0.635919260621442	4.786955503913239	1889.6666666666667	3	296865		Hathi
1055	De Morgan, William,	0.6358637341893578	4.774088837026877	1909.5	4	1131203		Hathi
4358	Woolf, Virginia,	0.6355152248687487	7.068987743805891	1929.0	4	683895		Hathi
1661	Grant, Marjorie.	0.6351351351351352	1.70353521152641	1918.0	1	53866		Hathi
2310	Kingston, Charles.	0.6350049353971033	5.838442970318888	1920.3333333333333	3	274536		Hathi
716	Catling, Thomas,	0.6341463414634146	2.354561410200149	1909.0	1	86371		Hathi
1594	Glasgow, Ellen Anderson Gholson,	0.6336868317555683	0.2934799742440459	1910.0	2	292777		Hathi
2606	Macdonald, Alex.	0.6333333333333334	0.8885604765630216	1910.0	1	125600		Hathi
4235	Wells, David Dwight,	0.6333333333333331	1.2369328695667872	1901.0	1	120301		Hathi
3974	Tennyson, Alfred Browning Stanley,	0.6326530612244897	0.5318733201408973	1911.0	1	114241		Hathi
1954	Hind, C. Lewis	0.631610284179133	9.435300365392033	1905.25	4	175777		Hathi
966	Cumberland, Gerald,	0.6315789473684211	1.4621763814160693	1921.0	1	112794		Hathi
3221	Phillpotts, Adelaide Eden,	0.6312056737588654	1.0320088704038486	1931.0	1	169422		Hathi
707	Castaigne, André.	0.6310679611650486	1.9081031929786068	1909.0	1	133875		Hathi
4416	Zola, Émile,	0.6298539790696007	4.893927426651616	1897.04	25	4335889		Hathi
3932	Symons, Arthur,	0.6298403091601159	2.7578813779989297	1914.5	2	138490		Hathi
1687	Greg, Percy.	0.6296296296296297	0.4747186756592368	1881.0	1	70528		Hathi
2098	Hutten zum Stolzenberg, Betsey Riddle,	0.6293706293706287	1.7204501631003515	1906.0	1	103069		Hathi
2099	Hutten, Bettina Hutten,	0.6293706293706285	1.734196669606367	1906.0	1	102252		Hathi
2487	Libbey, Laura Jean,	0.6290322580645165	0.9211310320482384	1891.0	2	176825		Hathi
512	Brandes, Georg,	0.6290322580645157	0.4519797155214036	1906.0	1	170101		Hathi
4318	Williamson, William Henry.	0.6290009169113221	1.343718921055854	1908.0	2	171854		Hathi
663	Cameron, H. Lovett,	0.6282351951475821	1.866383410436636	1891.5	2	137519		Hathi
3844	Steuart, John Alexander,	0.6274509803921576	1.8724998811288394	1903.0	1	135096		Hathi
1791	Hamilton, Cosmo,	0.6265773800792264	2.1714217282224055	1922.5	2	243707		Hathi
4017	Thorogood, Horace.	0.6257309941520469	3.3542040578158017	1934.0	1	63218		Hathi
868	Conquest, Joan.	0.6251967925982452	2.1464128557469464	1927.0	2	66581		Hathi
3079	O'Riordan, Conal O'Connell,	0.6250000000000002	0.6694300611456193	1920.0	1	103733		Hathi
3370	Raymond, A.	0.6250000000000001	0.2909387514074913	1917.0	1	68195		Hathi
3243	Playford, John,	0.625	0.4515582901414237	1933.0	1	21969		Hathi
2447	Legouvé, Ernest,	0.625	0.19920649161864565	1893.0	1	99598		Hathi
1773	Hall, H. R.	0.625	0.2458314931882078	1908.0	1	40354		Hathi
4186	Ward, Artemus,	0.625	0.25635133795330345	1906.0	1	38698		Hathi
2190	Jephson, A. J. Mounteney	0.625	0.2361185337296362	1893.0	1	42014		Hathi
2291	Kidd, Dudley.	0.625	0.13773389900891267	1908.0	1	72025		Hathi
1708	Griffin, Gerald,	0.625	0.2605773534325075	1896.0	1	190352		Hathi
1337	Farrell, James T. (James Thomas),	0.625	0.05422816764396803	1937.0	1	182936		Hathi
1437	Fowler, H. W. (Henry Watson),	0.6249999999999999	0.22055858588903324	1929.0	1	44978		Hathi
3225	Pickering, Percival,	0.6249999999999999	0.255670835187674	1893.0	1	38801		Hathi
2057	Hudson, Stephen,	0.62460963666504	3.444824316743702	1921.5	4	233750		Hathi
3926	Swinnerton, Frank,	0.6241769002785349	4.8527863341738815	1922.6	5	609001		Hathi
328	Beerbohm, Max, Sir,	0.62406922045441	4.252835495899025	1925.6666666666667	3	141069		Hathi
1190	Duchess,	0.6225778776379282	7.071900153767405	1888.0588235294117	17	2232179		Hathi
2518	Locke, William John,	0.6221774664290959	11.887362509556878	1907.0	10	994792		Hathi
132	Andreae, Percy.	0.6216216216216217	0.5106093510955397	1895.0	1	89856		Hathi
1797	Hamilton, Rowan.	0.6211051869250319	5.68961868117885	1891.3333333333333	3	174896		Hathi
3042	Nordau, Max Simon,	0.6206896551724138	0.20789005599414903	1896.0	1	172981		Hathi
2341	Krylov, Ivan Andreevich,	0.620456953362904	0.5556758152487662	1883.0	2	126853		Hathi
3945	Talbot, L. A.	0.6203703703703703	1.4922873398508931	1904.0	1	89744		Hathi
129	Anderson, A. J.	0.6201450170041892	0.8853206328045821	1910.5	2	180052		Hathi
3887	Stuart, Esmè,	0.62	1.2725883187071458	1896.0	1	48721		Hathi
2445	Legge, Arthur E. J.	0.6198954596792098	2.9759962031122464	1898.5	2	240331		Hathi
1076	Dehan, Richard,	0.6191909574732948	5.514383612406912	1907.0	3	304131		Hathi
691	Carpentier, Georges,	0.6190476190476192	2.4083184209942154	1920.0	1	64877		Hathi
2271	Kennard, Coleridge, Sir, bart.,	0.6190476190476191	0.8956096333679648	1924.0	1	58152		Hathi
2218	Jones, Cecelia Anne.	0.619047619047619	1.3849741539068003	1897.0	1	56407		Hathi
2076	Humphry,	0.6190476190476187	0.7551544397345716	1901.0	1	34484		Hathi
4276	White, William Hale,	0.618923990544544	11.059301408144865	1900.0	7	479401		Hathi
2473	Leverson, Ada.	0.618643071557432	2.472823085038106	1907.5	2	154486		Hathi
76	Addison, Joseph,	0.6182393347914346	3.8805931989525964	1888.0	4	165376		Hathi
1919	Herbert, Alice.	0.6181818181818183	0.7789879502844471	1922.0	1	87552		Hathi
3652	Sheridan, Richard Brinsley,	0.6181818181818182	0.7631414683149151	1935.0	1	89370		Hathi
2290	Kevill-Davies, Albert.	0.6181818181818176	1.1859352974891577	1892.0	1	57509		Hathi
2297	Kincaid, C. A.	0.618085463819909	0.10498230321169422	1919.3333333333333	3	111402		Hathi
2379	Lane, Anna Eichberg,	0.6179801003786215	1.10769779910861	1910.0	2	99168		Hathi
2446	Legge, Arthur Edward John,	0.6179775280898882	0.9230699002751807	1912.0	1	119561		Hathi
796	Clarke, Violet,	0.6176470588235298	1.0925139883262152	1909.0	1	38591		Hathi
3533	Régnier, Mêlanie V. de.	0.6176470588235293	0.822497216611334	1912.0	1	51260		Hathi
3357	Randolph,	0.6176389617045268	4.2022860702710245	1882.0	3	175469		Hathi
1018	Davey, Norman,	0.6174234952725539	2.985861178839572	1921.6666666666667	3	300893		Hathi
1364	Figgis, Darrell,	0.61742136956378	1.8189842399299505	1912.5	2	345481		Hathi
4203	Wast, Hugo,	0.6171836061802707	0.09802621153269361	1929.5	2	169029		Hathi
1589	Gissing, George,	0.6160895931370279	43.7827085268423	1904.96	25	2888219		Hathi
2733	Mason, Eugene.	0.615601290667909	0.18620515392017067	1923.0	2	173090		Hathi
927	Craige, John Houston,	0.6153846153846155	0.1508333173368204	1933.0	1	106876		Hathi
2504	Lipscomb, W. P.	0.6153846153846154	0.43291515491822713	1920.0	1	37237		Hathi
2358	Laclos, Choderlos de,	0.6153846153846154	0.08393407106955612	1924.0	1	192061		Hathi
4424	[Hawker, Mary Elizabeth]	0.6153846153846154	0.3806664216418726	1891.0	1	42348		Hathi
2185	Jenner, Henry,	0.6153846153846153	0.5992291139576992	1882.0	1	53804		Hathi
2929	Morison, Margaret Cotter.	0.6153846153846153	0.4645933951147046	1904.0	1	69396		Hathi
3673	Sidney, Philip, Sir,	0.6153846153846153	0.11603297792910114	1939.0	1	277860		Hathi
1116	Dickinson, Humphrey Neville,	0.6153846153846152	2.6139876153218786	1917.0	1	6167		Hathi
2767	Maxwell, Donald,	0.6153846153846151	0.9691854520345113	1907.0	1	33266		Hathi
2827	Merrick, Leonard.	0.6144578313253004	1.2090659409547413	1907.0	1	85126		Hathi
2209	Johnson, Samuel,	0.6144033440727364	4.727119309701776	1904.6666666666667	6	245304		Hathi
3293	Prichard, Katharine Susannah,	0.6141554476540425	0.4215322755338837	1926.5	2	246971		Hathi
954	Crompton, Richmal,	0.6138059281834601	1.2086787816648092	1900.0	2	194582		Hathi
3589	Scott, Clement,	0.6136708807744647	3.4001658965191064	1880.0	2	192332		Hathi
992	Dacre, Charlotte,	0.6129032258064517	0.2927485191259918	1928.0	1	131311		Hathi
2219	Jones, Cecilia Anne.	0.6129032258064516	1.0180106669567313	1882.0	1	37761		Hathi
4359	Woollam, Wilfred.	0.6129032258064515	0.8714036540543395	1890.0	1	44114		Hathi
1970	Hocking, Salome.	0.6122448979591837	1.8182882953651207	1905.0	1	66834		Hathi
1920	Herbert, Mary Elizabeth Herbert,	0.611764705882353	2.086775258537765	1881.0	1	50510		Hathi
958	Crosland, T. W. H.	0.6116519787915528	1.3135539556409546	1900.5	2	48525		Hathi
198	Avery, Harold,	0.6111257067269636	0.8732218521779186	1896.0	2	153374		Hathi
367	Berens, Louise.	0.6111111111111113	0.4172550037623491	1886.0	1	53494		Hathi
2709	Marsh, Ngaio,	0.6111111111111112	1.2077451022665187	1935.0	1	73925		Hathi
739	Charlin, Antoine.	0.611111111111111	0.45373608381808606	1890.0	1	49193		Hathi
2077	Huneker, James,	0.6111111111111109	0.2327418242522456	1902.0	1	95903		Hathi
1051	De La Pasture, Henry,	0.6111111111111108	0.9867594255362909	1903.0	1	158341		Hathi
3100	Oppenheim, E. Phillips (Edward Phillips),	0.6102942176978574	13.331142721135297	1928.0	10	1124188		Hathi
2578	Lyulph,	0.6101694915254239	2.4141125539946673	1899.0	1	30306		Hathi
4006	Thompson, Sylvia,	0.6101500885359236	2.431936988170231	1929.5	2	199291		Hathi
3282	Prevost, Marcel,	0.6091370558375634	1.5920166533570967	1902.0	1	153445		Hathi
1712	Griffiths, Arthur,	0.6089537202457062	5.046642873366199	1886.0	4	382477		Hathi
3629	Shannon, W. F.	0.6086956521739131	0.5906398425868993	1899.0	1	48288		Hathi
2894	Montagu, Lily H.	0.608695652173913	0.7318377973348779	1902.0	1	77943		Hathi
3056	O'Brien, Georgina.	0.6086956521739122	1.9445304297232073	1913.0	1	73336		Hathi
2902	Montrésor, F. F.	0.6069532781279079	2.0443713189935626	1899.6666666666667	3	341377		Hathi
3637	Shaw, Kerr.	0.6067415730337078	1.7989398416730664	1926.0	1	61349		Hathi
281	Barry, William Francis,	0.6065706587233562	2.4012786822731194	1887.0	2	340468		Hathi
3905	Sullivan, J. W. N.	0.6063829787234044	1.579920001821329	1917.0	1	73778		Hathi
1950	Hills, John Waller,	0.6060606060606061	0.8102400121568628	1922.0	1	50505		Hathi
803	Cleland, John,	0.6060606060606059	0.4804138556919237	1926.0	1	85179		Hathi
952	Cromie, Robert,	0.6059469483861564	1.8523575909896104	1899.0	2	126460		Hathi
3408	Ressich, John.	0.6056338028169007	1.2013060783410592	1922.0	1	73289		Hathi
2776	Mayne, Ethel Colburn,	0.6054817593691382	0.6693827879220932	1918.0	2	139026		Hathi
2496	Lindsay,	0.6052631578947371	1.0718654602055282	1891.0	1	43962		Hathi
1819	Hare, Kenneth,	0.6052631578947367	3.0129703226801037	1930.0	1	62558		Hathi
1462	Fraser, Ronald,	0.6052133793080984	1.325974944755767	1927.5	2	210119		Hathi
579	Browning, Robert,	0.6051403676928712	2.3377075315301843	1906.6666666666667	3	257872		Hathi
3704	Sitwell, Edith, Dame,	0.6046511627906976	1.022827405870319	1937.0	1	104263		Hathi
356	Bennett, Rolf.	0.604648672918298	1.806176188093011	1930.5	2	208619		Hathi
4040	Townsend, Walter,	0.6044444444444446	3.390710323029291	1930.0	1	82286		Hathi
1293	Ertz, Susan.	0.6040833124492138	4.204492762614334	1931.0	2	146173		Hathi
1292	Erroll, Henry.	0.6039277635201062	3.0292215212790867	1889.3333333333333	3	203602		Hathi
143	Apuleius.	0.6034637205311411	0.625633683272078	1918.5714285714287	7	421114		Hathi
4375	Wylde, Henry,	0.6034482758620692	1.7077539962447528	1889.0	1	42115		Hathi
3549	Sala, George Augustus,	0.601832561345351	10.227288804131652	1886.5	4	770074		Hathi
1726	Grousset, Paschal,	0.60170977166062	0.5126395856002424	1891.0	2	216457		Hathi
2656	Makower, Stanley V.	0.6009591394110271	4.449170586384049	1901.5	2	153732		Hathi
4338	Winter, John Strange,	0.600921701836592	26.139728858385286	1894.875	24	2229625		Hathi
3485	Romanov, Panteleĭmon,	0.6008112699154605	0.20174978479005293	1933.3333333333333	3	174590		Hathi
2691	Margueritte, Paul,	0.6006299258359578	0.49662217541656445	1905.6666666666667	3	423266		Hathi
2867	Milne, A. A.	0.6002090484047482	7.789907366592681	1913.0	5	369411		Hathi
971	Cummins, Maria S.	0.6000000000000001	0.032428215649686364	1880.0	1	191197		Hathi
581	Bruce, Mary (Grant),	0.6000000000000001	0.07375544284798588	1913.0	1	84064		Hathi
1599	Gobineau, Arthur, comte de,	0.6000000000000001	0.05137105032207968	1926.0	1	120694		Hathi
1153	Doughty, Charles Montagu,	0.6000000000000001	0.037071980648819315	1908.0	1	167247		Hathi
2357	Lablache, Fanny,	0.6000000000000001	0.11406820987164171	1884.0	1	54355		Hathi
3855	Stocker, C. H. D.	0.6000000000000001	0.6127384223003799	1884.0	1	50594		Hathi
555	Brooksbank, Frank Henry.	0.6000000000000001	0.08944541890379244	1923.0	1	69318		Hathi
4108	Van Druten, John,	0.6	0.5967238264764898	1929.0	1	114294		Hathi
3006	Nesbitt, Lewis Mariano,	0.6	0.040984509274615354	1937.0	1	151281		Hathi
2616	Machar, J. S.,	0.6	0.08117859496410025	1921.0	1	76377		Hathi
1612	Goldman, R. L.	0.6	0.08049460633517364	1900.0	1	77026		Hathi
582	Bruce, Mary Grant,	0.6	0.08003533778557707	1922.0	1	77468		Hathi
1930	Heslop, Harold,	0.6	0.3425663867780391	1934.0	1	90496		Hathi
196	Author of Rare pale Margaret.	0.6	0.247843525176307	1886.0	1	50033		Hathi
3785	Spin, pseud.	0.6	0.540697440269738	1918.0	1	22934		Hathi
142	Apuleius	0.6	0.062935103054022	1923.0	1	98517		Hathi
2323	Knocker, Gratiana Longworth.	0.6	0.3128953368611988	1896.0	1	39631		Hathi
4067	Trites, William Budd,	0.6	0.2802846863872829	1928.0	1	22121		Hathi
3392	Reeve, James Knapp,	0.6	0.13419716781899235	1897.0	1	46202		Hathi
808	Cleugh, James.	0.6	0.09734319633832206	1936.0	1	127388		Hathi
730	Chamberlain, Henry Richardson,	0.6	1.3423967979840536	1894.0	1	87756		Hathi
2478	Lewis, M. G.	0.6	0.10775608800245198	1913.0	1	57539		Hathi
1122	Dillwyn, Elizabeth Amy.	0.6	0.5224281721918675	1884.0	1	59340		Hathi
1385	Fison, Lorimer.	0.6	0.08228066920897478	1907.0	1	75354		Hathi
645	Cable, Boyd,	0.6	0.5458177326954523	1916.0	1	79516		Hathi
543	Brody, Catharine.	0.6	0.059716427784421065	1932.0	1	103827		Hathi
303	Baumann, Margaret I.	0.6	0.14551674679809157	1929.0	1	42608		Hathi
2699	Marlowe, Christopher,	0.6	0.2531407972715913	1924.0	1	24493		Hathi
3550	Salaman, Malcolm C.	0.5999999999999999	0.7762975394042286	1892.0	1	55908		Hathi
3085	Odle, E. V.	0.5999999999999999	0.23516252479843305	1923.0	1	52731		Hathi
1110	Dickens, Helen.	0.5999999999999999	0.6894831857184416	1881.0	1	35970		Hathi
3311	Prévost, Marcel,	0.5996048543677488	0.36812447243395285	1914.5	2	165064		Hathi
1569	Gilbert, Rosa M.	0.5991673129717294	2.63100775629463	1897.0	2	202755		Hathi
1452	Frankau, Gilbert,	0.5991023768933409	10.405474280570436	1927.8333333333333	6	1127091		Hathi
1418	Forbes, Urquhart Atwell,	0.5984848484848481	1.358210075558474	1884.0	1	120515		Hathi
1631	Gosse, Edmund,	0.5982665108963098	1.272070201931658	1904.0	2	116505		Hathi
656	Caird, Mona Alison.	0.5975609756097563	0.7081229275406422	1915.0	1	143595		Hathi
3278	Pratt, Ambrose,	0.5972121525049422	1.813485340032248	1906.25	4	410440		Hathi
3440	Rita.	0.5971743791954205	2.6530933871498297	1897.6666666666667	3	346317		Hathi
3422	Richards, James Brinsley,	0.5961035195240079	2.8993334888699276	1888.3333333333333	3	188517		Hathi
4295	Wilde, Oscar,	0.5958276847099504	9.694242911406404	1902.5	8	531539		Hathi
2071	Hullah, Mary E.	0.5957446808510639	0.9936181967264559	1888.0	1	58656		Hathi
849	Collins, Wilkie,	0.5954784812299586	12.531219545711766	1893.0	9	1024400		Hathi
2966	Murray, David Christie,	0.5954117452569366	12.026402819129272	1893.909090909091	11	839792		Hathi
127	Anderdon, W. H.	0.5949820788530482	2.661921267635435	1889.0	1	129970		Hathi
2631	Mackenzie, Henry,	0.5945945945945946	1.0574573929714015	1906.0	1	130165		Hathi
4092	Twells, Julia Helen (Watts)	0.5942028985507244	0.5331226293764127	1904.0	1	160493		Hathi
768	Cholmondeley, Mary,	0.5939790161898532	7.476684802026239	1896.3333333333333	6	396622		Hathi
2026	Hornung, E. W.	0.5938737119335632	2.303841357543627	1901.5	2	169684		Hathi
3893	Sturgis, Julian,	0.5938724233149866	3.651609422592147	1885.3333333333333	3	134144		Hathi
693	Carr, John Dickson,	0.59375	0.3853210881947111	1938.0	1	102982		Hathi
2195	Jerrold, Douglas,	0.5927139291387232	1.918660217656283	1907.0	2	320561		Hathi
4385	Yeames, James.	0.5925925925925923	1.0649159909953776	1880.0	1	31440		Hathi
2783	McCarthy, Justin,	0.5923713714213201	9.53745467951403	1896.6	5	668557		Hathi
1327	Farjeon, B. L.	0.5923613902710628	10.314407936426985	1891.0	13	1096150		Hathi
410	Bjelke-Petersen, Marie.	0.5921628072023474	0.8238578687453698	1920.3333333333333	3	332641		Hathi
3205	Peterson, Margaret,	0.5915984833366594	0.36906969546568175	1916.0	2	177639		Hathi
525	Bridges, Colonel,	0.591549295774648	1.5029707092223794	1892.0	1	58579		Hathi
1151	Doudney, Sarah,	0.591045189760419	1.5989432077496766	1888.0	2	99593		Hathi
1368	Fineman, Irving,	0.5909090909090909	0.2503627881367556	1932.0	1	108965		Hathi
1041	Dawson, Coningsby,	0.5901639344262295	2.27488394575777	1918.0	1	33251		Hathi
2772	May, Evan.	0.5888888888888887	0.9145254261625088	1890.0	1	122034		Hathi
3351	Raffalovich, George,	0.5886437800372831	1.2266212140912638	1909.0	2	105298		Hathi
1025	Davies, Charles Maurice,	0.5882352941176475	1.3759736080250957	1895.0	1	61282		Hathi
4354	Wood, Walter.	0.5882352941176472	0.49774753640320374	1934.0	1	42352		Hathi
2363	Laffan, De Courcy,	0.5882352941176472	0.7298746182549462	1891.0	1	57765		Hathi
377	Berners, Gerald Hugh Tyrwhitt-Wilson, Baron,	0.5882352941176471	0.715615576812699	1936.0	1	29458		Hathi
575	Browne, J. Jemmett.	0.588235294117647	1.1007190146244104	1886.0	1	57455		Hathi
869	Conrad, Joseph,	0.5879523015726433	3.8001466448045167	1921.2222222222222	9	785356		Hathi
1790	Hamilton, Cicely,	0.5877903492772045	2.452882084716314	1920.5	2	147046		Hathi
3495	Ross, John Dill.	0.5873015873015872	0.5167156366123479	1911.0	1	151190		Hathi
2455	Lemaître, Jules,	0.5870280110399907	0.20261207428134567	1914.5	2	144425		Hathi
4050	Travers, John.	0.5869565217391302	0.6226504834318194	1922.0	1	91611		Hathi
924	Crackanthorpe, Hubert,	0.5864087633175161	2.0789108612729916	1894.0	2	126525		Hathi
1088	Denby, Jay	0.5862068965517243	0.3881384757250283	1911.0	1	92650		Hathi
1414	Forbes, George,	0.5862068965517241	0.8864164701107717	1911.0	1	40569		Hathi
3359	Ransome, Arthur,	0.5860875591601127	1.6849134664977397	1915.5	2	32962		Hathi
4206	Watson, Aaron,	0.5853658536585363	0.9638190690066222	1892.0	1	52750		Hathi
4380	Wyndham, Horace,	0.5852116703982434	3.8642361043792626	1915.0	2	133597		Hathi
1779	Hall, Radclyffe.	0.5849494413386525	2.6144761629727857	1932.5	2	218655		Hathi
471	Bordeaux, Henry,	0.5849056603773587	0.5984836360051968	1915.0	1	109814		Hathi
2158	James, Henry,	0.5841153963729335	47.167375585748644	1899.9772727272727	44	4186843		Hathi
953	Crommelin, May.	0.5834839610024777	3.4474715917013365	1887.3333333333333	6	296158		Hathi
3462	Robey, George,	0.5833333333333335	0.2875000215266317	1924.0	1	51758		Hathi
3966	Taylor, Susette M.	0.5833333333333334	0.24884487966446042	1894.0	1	119596		Hathi
1105	Dewar, George A. B.	0.5833333333333334	1.2043077139993044	1915.0	1	12356		Hathi
3574	Savile, Frank (Frank Mackenzie)	0.5833333333333334	0.23269208453885756	1925.0	1	63949		Hathi
3486	Romer, Mabel.	0.5833333333333333	1.3729863548787051	1920.0	1	10838		Hathi
3984	Thayer, John Adams,	0.5833333333333333	0.33985990576866904	1911.0	1	43784		Hathi
20	(Frederick Charles), Green, F. C.	0.5833333333333333	0.09301370859149151	1933.0	1	159981		Hathi
2113	Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik,	0.5833333333333333	0.3354620612781326	1929.0	1	44358		Hathi
216	Bain, F. W.	0.5832629956647607	1.6685711435599837	1907.7777777777778	18	566615		Hathi
1698	Grey, George,	0.5829346393595006	0.1605286680132027	1914.0	2	185397		Hathi
2911	Moore, George,	0.582687885338986	16.043526734625992	1903.6	15	1765724		Hathi
743	Charnwood, Godfrey Rathbone Benson,	0.5820895522388059	1.290419656086595	1906.0	1	64384		Hathi
2013	Hood, Tom,	0.5811518324607358	1.2274970449351945	1883.0	1	192951		Hathi
3784	Spettigue, H. H.	0.5809523809523812	0.992119115645123	1898.0	1	131238		Hathi
1624	Gordon Smith, Richard,	0.5806451612903227	0.3323658409198862	1908.0	1	115659		Hathi
2474	Levy, Amy,	0.5803571428571439	2.3522115213338686	1888.0	1	59044		Hathi
3199	Perowne, Barry.	0.5798816568047336	1.8296315794305091	1935.0	1	114540		Hathi
3023	Newte, Horace W. C.	0.5798319327731081	2.194622549892765	1907.0	1	67239		Hathi
1440	Fox, Marion Laffey.	0.5795454545454543	1.166356254740713	1912.0	1	93559		Hathi
2667	Malortie, Karl von,	0.5789473684210531	0.5208793385459064	1890.0	1	90465		Hathi
2517	Loch, Sydney.	0.5789473684210528	0.2260341985012493	1925.0	1	104235		Hathi
1456	Franzos, Karl Emil,	0.5789473684210527	0.2885180769373106	1890.0	1	81661		Hathi
1494	Gaboriau, Emile,	0.5789473109137614	0.37683792519313286	1886.0	4	1248613		Hathi
3451	Roberts, Katherine.	0.5777777777777774	1.19828203762579	1910.0	1	46568		Hathi
3210	Philips, Austin.	0.5769230769230771	1.9331601775238603	1914.0	1	100067		Hathi
2391	Larder, Alfred.	0.576923076923077	0.7018050336826301	1891.0	1	45940		Hathi
2858	Miller, Irene.	0.5764705882352941	0.8090436695200564	1912.0	1	130281		Hathi
1942	Hicks, Seymour,	0.5763358778625961	3.021551500063512	1910.0	1	107524		Hathi
3435	Riley, W.	0.5762711864406782	0.7313284192459254	1913.0	1	100040		Hathi
2559	Lumley, Henry.	0.5762711864406778	2.4158663010620267	1897.0	1	30284		Hathi
2728	Mason, A. E. W.	0.5755241174698565	11.918412474311873	1901.6	5	539328		Hathi
444	Bloundelle-Burton, John,	0.5750972885776143	3.0683210290612664	1893.0	2	141595		Hathi
4179	Walpole, Hugh,	0.5748201507017358	8.228426131707124	1916.5714285714287	7	904007		Hathi
275	Barrett, Frank,	0.5746800382306064	8.748374843392831	1886.142857142857	7	400481		Hathi
3170	Peacock, T. L.	0.574468085106383	1.2173716751370653	1891.0	1	47875		Hathi
2081	Hunter, C. B.	0.574468085106383	0.9995998447335047	1907.0	1	58305		Hathi
2543	Lowry, H. D.	0.5737704918032785	1.6637815871984796	1898.0	1	45464		Hathi
2628	Mackenzie, Compton,	0.5737174313506465	7.6652363401215835	1915.0	3	475389		Hathi
75	Adderley, J. G.	0.5734360505668805	4.215017771154068	1907.0	2	64509		Hathi
1648	Graham, Winifred	0.5733333333333331	1.1242660833576672	1908.0	1	82723		Hathi
1309	Ewart, Wilfrid,	0.5729927007299253	1.8115351948293914	1921.0	1	187559		Hathi
3916	Sutherland, Joan,	0.5727514928565249	4.600869489284295	1917.5	4	490807		Hathi
4152	Voynich, E. L.	0.572473108329067	2.1388350504685176	1906.3333333333333	3	280725		Hathi
