	author	volumes	weight	pub_date_avg	books	wordcount	ethnicity	corpus
4315	Whittier, John Greenleaf,	1.0	1.0	1888.0	1	134886		Hathi
4316	Whitworth, Geoffrey Arundel,	1.0	1.0	1909.0	1	11365		Hathi
4319	Wickwar, John William,	1.0	1.0	1919.0	1	49281		Hathi
4297	Whibley, Charles,	1.0	1.0	1911.0	1	64070		Hathi
4320	Wieland, Christoph Martin,	1.0	1.0	1904.0	1	172909		Hathi
4322	Wilberforce, Samuel,	1.0	1.0	1908.0	1	61508		Hathi
4323	Wilbrandt, Adolf,	1.0	1.0	1905.0	1	131763		Hathi
4324	Wilcox, Ella Wheeler,	1.0	1.0	1892.0	1	68352		Hathi
4325	Wild, R.	1.0	1.0	1928.0	1	15538		Hathi
4327	Wildenbruch, Ernst von,	1.0	1.0	1887.0	1	37553		Hathi
4328	Wilkins, Louisa (Jebb)	1.0	1.0	1909.0	1	89813		Hathi
4329	Wilkins, Louisa Jebb.	1.0	1.0	1912.0	1	91827		Hathi
4331	Wilkinson, Charles Allix	1.0	1.0	1886.0	1	56352		Hathi
4332	Wilkinson, Nevile Rodwell,	1.0	1.0	1922.0	1	48825		Hathi
4333	Willard, Frances E.	1.0	1.0	1895.0	1	13870		Hathi
4300	Whitby, Beatrice,	1.0	1.0	1893.0	1	45585		Hathi
4296	Whelpton, Edwin.	1.0	1.0	1884.0	1	64150		Hathi
4256	Webster, F. A. M.	1.0	1.0	1918.0	1	114151		Hathi
4272	Wentworth-James, Gertie de S.	1.0	1.0	1911.0	1	78271		Hathi
4257	Webster, Jean,	1.0	1.0	1916.0	1	113326		Hathi
4259	Weedon, L. L.	1.0	1.0	1900.0	1	4003		Hathi
4261	Weindel, Henri de.	1.0	1.0	1914.0	1	84694		Hathi
4262	Weiss, Felix.	1.0	1.0	1881.0	1	26775		Hathi
4263	Weld, Agnes Grace.	1.0	1.0	1902.0	1	30084		Hathi
4264	Welles, Charles Stuart.	1.0	1.0	1901.0	1	104466		Hathi
4265	Wells, Charles,	1.0	1.0	1891.0	1	66197		Hathi
4266	Wells, David Dwight,	1.0	1.0	1901.0	1	120301		Hathi
4269	Welsh, James C.,	1.0	1.0	1920.0	1	108750		Hathi
4270	Wemyss, Mary C. E.	1.0	1.0	1911.0	1	32871		Hathi
4271	Wenter, Josef,	1.0	1.0	1934.0	1	80355		Hathi
4273	Wenz, Paul.	1.0	1.0	1908.0	1	15065		Hathi
4295	Wheelwright, Edith Gray.	1.0	1.0	1895.0	1	86703		Hathi
4277	West, B. B.	1.0	1.0	1892.0	1	69844		Hathi
4278	West, Julian.	1.0	1.0	1900.0	1	55633		Hathi
4279	West, Michael.	1.0	1.0	1913.0	1	30940		Hathi
4282	Westbury, Atha.	1.0	1.0	1897.0	1	81080		Hathi
4284	Westerby, Robert.	1.0	1.0	1940.0	1	19139		Hathi
4286	Westerman, Percy Francis,	1.0	1.0	1920.0	1	80029		Hathi
4288	Wethered, Charles,	1.0	1.0	1884.0	1	45989		Hathi
4290	Weyssenhoff, Józef,	1.0	1.0	1929.0	1	105747		Hathi
4292	Wheatley, Dennis,	1.0	1.0	1935.0	1	416096		Hathi
4293	Wheeler, Maud.	1.0	1.0	1894.0	1	25416		Hathi
4294	Wheeler, Post,	1.0	1.0	1917.0	1	78442		Hathi
3884	Stoi͡anov, Zakhari,	1.0	1.0	1913.0	1	105392		Hathi
3880	Stewart, Charles D.	1.0	1.0	1905.0	1	83886		Hathi
3264	Playford, John,	1.0	1.0	1933.0	1	21969		Hathi
3878	Stevenson, Rennie.	1.0	1.0	1901.0	1	32056		Hathi
3464	Ritchie, Alice,	1.0	1.0	1930.0	1	48823		Hathi
3465	Ritchie, Anne Isabella (Thackeray9,	1.0	1.0	1881.0	1	60644		Hathi
3467	Rives, Amélie,	1.0	1.0	1892.0	1	67709		Hathi
3468	Rives, Hallie Erminie,	1.0	1.0	1897.0	1	32470		Hathi
3469	Roberts, C. E. Bechhofer	1.0	1.0	1917.0	1	80190		Hathi
3472	Roberts, E P.	1.0	1.0	1902.0	1	81382		Hathi
3474	Roberts, Katherine.	1.0	1.0	1910.0	1	46568		Hathi
3477	Roberts, R. Ellis (Richard Ellis),	1.0	1.0	1923.0	1	73948		Hathi
3478	Roberts, Randal Howland,	1.0	1.0	1888.0	1	49860		Hathi
3479	Roberts, S. C.	1.0	1.0	1922.0	1	12777		Hathi
3481	Robertson, James Peter,	1.0	1.0	1906.0	1	94734		Hathi
3484	Robertson, William.	1.0	1.0	1890.0	1	124368		Hathi
3485	Robey, George,	1.0	1.0	1924.0	1	51758		Hathi
3486	Robins, Denise.	1.0	1.0	1932.0	1	87159		Hathi
3487	Robins, Elizabeth,	1.0	1.0	1923.0	1	147592		Hathi
3489	Robinson, Edith,	1.0	1.0	1902.0	1	67666		Hathi
3492	Robinson, G. P.	1.0	1.0	1921.0	1	121586		Hathi
3493	Robinson, George Platt,	1.0	1.0	1930.0	1	86845		Hathi
3494	Robinson, H. Perry	1.0	1.0	1910.0	1	50671		Hathi
3495	Robinson, Phil,	1.0	1.0	1902.0	1	72495		Hathi
3497	Rodenberg, Julius,	1.0	1.0	1881.0	1	66508		Hathi
3500	Roe, Edward Payson,	1.0	1.0	1880.0	1	192390		Hathi
3501	Rohmer, Sax,	1.0	1.0	1924.0	1	108059		Hathi
3503	Rolland, Romain,	1.0	1.0	1935.0	1	137907		Hathi
3504	Rolleston, Maud Brooke.	1.0	1.0	1901.0	1	69073		Hathi
3461	Ripley, Mary Anna Paull,	1.0	1.0	1890.0	1	117825		Hathi
3458	Riley, W.	1.0	1.0	1913.0	1	100040		Hathi
3456	Rider, Dan,	1.0	1.0	1907.0	1	11803		Hathi
3429	Resident of the last three years.	1.0	1.0	1880.0	1	90606		Hathi
3416	Reid, Eric.	1.0	1.0	1920.0	1	101526		Hathi
3418	Reid, Grace Stuart.	1.0	1.0	1898.0	1	61523		Hathi
3420	Reid, T. Wemyss	1.0	1.0	1887.0	1	190052		Hathi
3421	Reinhard, John Revell,	1.0	1.0	1935.0	1	345419		Hathi
3422	Remarque, Erich Maria,	1.0	1.0	1931.0	1	107261		Hathi
3423	Remizov, Alekseĭ,	1.0	1.0	1927.0	1	67715		Hathi
3424	Remizov, Alekseĭ,	1.0	1.0	1924.0	1	52255		Hathi
3425	Renan, Ernest,	1.0	1.0	1896.0	1	97546		Hathi
3426	Rendall, Vernon Horace,	1.0	1.0	1917.0	1	73590		Hathi
3427	Renn, Ludwig,	1.0	1.0	1929.0	1	113727		Hathi
3428	Replogle, Charles.	1.0	1.0	1904.0	1	57407		Hathi
3430	Ressich, John,	1.0	1.0	1932.0	1	101446		Hathi
3452	Rickards, Clifford.	1.0	1.0	1920.0	1	58975		Hathi
3431	Ressich, John.	1.0	1.0	1922.0	1	73289		Hathi
3433	Reyles, Carlos,	1.0	1.0	1929.0	1	83066		Hathi
3434	Reynardson, C. T. S. Birch	1.0	1.0	1887.0	1	74944		Hathi
3436	Reynolds, Fred,	1.0	1.0	1914.0	1	110495		Hathi
3438	Reynolds, Henry.	1.0	1.0	1924.0	1	101795		Hathi
3439	Reynolds, Stephen Sydney,	1.0	1.0	1912.0	1	113692		Hathi
3441	Rice, C. Colliver (Clara Collliver),	1.0	1.0	1929.0	1	66739		Hathi
3442	Rice, Elmer,	1.0	1.0	1930.0	1	70242		Hathi
3443	Richards, Charles Napier.	1.0	1.0	1909.0	1	76583		Hathi
3448	Richardson, Henry Handel,	1.0	1.0	1908.0	1	282092		Hathi
3451	Richmond, E. J.	1.0	1.0	1892.0	1	27169		Hathi
3505	Rolleston, T. W.	1.0	1.0	1910.0	1	82761		Hathi
3506	Rolt-Wheeler, Ethel.	1.0	1.0	1906.0	1	24598		Hathi
3507	Romains, Jules,	1.0	1.0	1914.0	1	44037		Hathi
3556	Ryŷs, Mary.	1.0	1.0	1938.0	1	79047		Hathi
3544	Russell, Leonard,	1.0	1.0	1936.0	1	57917		Hathi
3545	Russell, Percy.	1.0	1.0	1889.0	1	70557		Hathi
3546	Russell, T. Baron.	1.0	1.0	1899.0	1	100112		Hathi
3549	Rutter, Frank,	1.0	1.0	1903.0	1	40252		Hathi
2617	MacMunn, George Fletcher,	1.0	1.0	1915.0	1	122032		Hathi
3550	Rutter, Owen,	1.0	1.0	1937.0	1	87655		Hathi
3551	Rux.	1.0	1.0	1891.0	1	57903		Hathi
3552	Ryan, P.F. William.	1.0	1.0	1908.0	1	94399		Hathi
3553	Rybot, Victoria Baker.	1.0	1.0	1889.0	1	54561		Hathi
3554	Rydberg, Viktor,	1.0	1.0	1904.0	1	52819		Hathi
3555	Rydings, Egbert.	1.0	1.0	1895.0	1	48537		Hathi
3557	Régnier, Mêlanie V. de.	1.0	1.0	1912.0	1	51260		Hathi
3542	Russell, J. W.,	1.0	1.0	1890.0	1	40409		Hathi
3558	Rāmasvāmi Raju, P. V.	1.0	1.0	1887.0	1	27533		Hathi
3559	Rāmāsvami Rāju, P. V.	1.0	1.0	1901.0	1	27234		Hathi
3561	Sachs, Wulf,	1.0	1.0	1937.0	1	99776		Hathi
3563	Sackville-West, V. (Victoria),	1.0	1.0	1932.0	1	45385		Hathi
3565	Sadoc, Lemuel.	1.0	1.0	1938.0	1	38531		Hathi
3567	Safroni-Middleton, Arnold.	1.0	1.0	1923.0	1	88963		Hathi
3568	Saint-Hilaire, Emile Marco de,	1.0	1.0	1916.0	1	54575		Hathi
3569	Saint-Juirs,	1.0	1.0	1896.0	1	34902		Hathi
3570	Saint-René Taillandier, Madeleine Marie Louise Chevrillon,	1.0	1.0	1922.0	1	133489		Hathi
3574	Salaman, Malcolm C.	1.0	1.0	1892.0	1	55908		Hathi
3575	Salamon,	1.0	1.0	1911.0	1	106544		Hathi
3543	Russell, John,	1.0	1.0	1928.0	1	103341		Hathi
3541	Russell, Guy,	1.0	1.0	1912.0	1	101737		Hathi
3508	Romanov, Panteleĭmon,	1.0	1.0	1931.0	1	114634		Hathi
3524	Rossmore, Derrick Warner William Westenra,	1.0	1.0	1912.0	1	63397		Hathi
3510	Romer, Mabel.	1.0	1.0	1920.0	1	10838		Hathi
3511	Roofer, Roof.	1.0	1.0	1897.0	1	36328		Hathi
3512	Rook, Clarence,	1.0	1.0	1901.0	1	79250		Hathi
3513	Rooks, Margarot	1.0	1.0	1911.0	1	80092		Hathi
3515	Roper, Edward.	1.0	1.0	1921.0	1	65917		Hathi
3516	Rose, Héloïse Durant.	1.0	1.0	1899.0	1	57726		Hathi
3518	Rosewater, Frank,	1.0	1.0	1897.0	1	87217		Hathi
3519	Ross, John Dill.	1.0	1.0	1911.0	1	151190		Hathi
3520	Ross, Joseph Carne-	1.0	1.0	1886.0	1	29258		Hathi
3521	Ross, Martin,	1.0	1.0	1898.0	1	37234		Hathi
3522	Ross-Johnson, Cecil	1.0	1.0	1909.0	1	78027		Hathi
3525	Rougemont, Louis de,	1.0	1.0	1899.0	1	123214		Hathi
3539	Russell, Dora.	1.0	1.0	1883.0	1	72978		Hathi
3526	Roundell, Julia Anne Elizabeth (Tollemache)	1.0	1.0	1909.0	1	57435		Hathi
3527	Rouse, W. H. D.	1.0	1.0	1900.0	1	36033		Hathi
3529	Rowlands, Daniel,	1.0	1.0	1892.0	1	36601		Hathi
3530	Rowley, Richard.	1.0	1.0	1937.0	1	61667		Hathi
3531	Rowsell, Mary C.	1.0	1.0	1886.0	1	49367		Hathi
3532	Royde-Smith, Naomi Gwladys.	1.0	1.0	1927.0	1	71481		Hathi
3533	Ruddock, Margot,	1.0	1.0	1937.0	1	5745		Hathi
3534	Ruffini, Giovanni,	1.0	1.0	1891.0	1	163978		Hathi
3535	Runciman, James,	1.0	1.0	1883.0	1	70015		Hathi
3536	Runciman, Walter Runciman,	1.0	1.0	1904.0	1	80330		Hathi
3538	Russ, R P	1.0	1.0	1938.0	1	88778		Hathi
3415	Reeve, James Knapp,	1.0	1.0	1897.0	1	46202		Hathi
3414	Reeve, Clara,	1.0	1.0	1883.0	1	124468		Hathi
3413	Rees, Rosemary,	1.0	1.0	1900.0	1	102298		Hathi
3320	Pritchard, Francis Henry,	1.0	1.0	1927.0	1	71650		Hathi
3305	Price, A. J.	1.0	1.0	1911.0	1	22365		Hathi
3306	Price, Alice.	1.0	1.0	1887.0	1	51063		Hathi
3308	Price, Eleanor Catherine.	1.0	1.0	1891.0	1	50397		Hathi
3309	Price, Julius M.	1.0	1.0	1919.0	1	70674		Hathi
3310	Price, Nancey.	1.0	1.0	1936.0	1	60462		Hathi
3311	Price, Nancy,	1.0	1.0	1938.0	1	73251		Hathi
3313	Prichard, K.	1.0	1.0	1903.0	1	83946		Hathi
3316	Priestman, Edmund Yerbury,	1.0	1.0	1917.0	1	43248		Hathi
3317	Prince, Edward.	1.0	1.0	1910.0	1	42761		Hathi
3318	Prindle, Frances Carruth,	1.0	1.0	1901.0	1	72951		Hathi
3319	Prior, James.	1.0	1.0	1880.0	1	65995		Hathi
3322	Prodgers, Cecil Herbert.	1.0	1.0	1922.0	1	64142		Hathi
3303	Prevost, Marcel,	1.0	1.0	1902.0	1	153445		Hathi
3323	Profugus, Fato	1.0	1.0	1899.0	1	57172		Hathi
3324	Proust, Marcel,	1.0	1.0	1924.0	1	129544		Hathi
3325	Provost, Maxime.	1.0	1.0	1917.0	1	65084		Hathi
3326	Pryce, D. Hugh	1.0	1.0	1896.0	1	77727		Hathi
3328	Pryce-Jones, Alan,	1.0	1.0	1932.0	1	82254		Hathi
3329	Pryde, A.	1.0	1.0	1907.0	1	73671		Hathi
3330	Pryse, Gerald Spencer,	1.0	1.0	1932.0	1	72284		Hathi
3331	Prévost,	1.0	1.0	1886.0	1	73784		Hathi
3333	Pu, Songling,	1.0	1.0	1913.0	1	32056		Hathi
3334	Puddicombe, Anne Adaliza (Evans),	1.0	1.0	1903.0	1	133831		Hathi
3336	Pugh, Edwin William,	1.0	1.0	1923.0	1	98847		Hathi
3304	Prévost, abbé,	1.0	1.0	1925.0	1	84916		Hathi
3302	Prescott, H. F. M. (Hilda Frances Margaret),	1.0	1.0	1925.0	1	126216		Hathi
3338	Pullen, H. W.	1.0	1.0	1914.0	1	7232		Hathi
3280	Poole, R. Heber.	1.0	1.0	1928.0	1	97297		Hathi
3265	Plivier, Theodor,	1.0	1.0	1937.0	1	140258		Hathi
3266	Plomer, William,	1.0	1.0	1932.0	1	100544		Hathi
3268	Plunkett, Charles Hare.	1.0	1.0	1907.0	1	33691		Hathi
3270	Plüschow, Gunther,	1.0	1.0	1922.0	1	54136		Hathi
3271	Pocock, Roger,	1.0	1.0	1910.0	1	92018		Hathi
3273	Polevoĭ,	1.0	1.0	1901.0	1	75475		Hathi
3274	Polevoĭ, Petr Nikolaevich,	1.0	1.0	1893.0	1	83982		Hathi
3275	Pollard, Eliza Frances.	1.0	1.0	1908.0	1	82524		Hathi
3276	Pollard, Evelyn H.	1.0	1.0	1900.0	1	75532		Hathi
3277	Pollard, Samuel,	1.0	1.0	1910.0	1	33198		Hathi
3279	Pontoppidan, Henrik,	1.0	1.0	1896.0	1	75272		Hathi
3281	Popp, Adelheid (Dwoṟak),	1.0	1.0	1912.0	1	34259		Hathi
3301	Preindlsberger-Mrazović, Milena,	1.0	1.0	1899.0	1	69459		Hathi
3283	Posselt, Friedrich Wilhelm Traugott,	1.0	1.0	1929.0	1	45140		Hathi
3285	Potapenko, Ignatiĭ Nikolaevich,	1.0	1.0	1891.0	1	64758		Hathi
3287	Potter, Frederick Felix.	1.0	1.0	1938.0	1	16455		Hathi
3289	Powell, Anthony,	1.0	1.0	1931.0	1	69531		Hathi
3290	Powell, F. York	1.0	1.0	1894.0	1	39779		Hathi
3291	Powell, G. H.	1.0	1.0	1896.0	1	61680		Hathi
3292	Powell-Anderson, Constance.	1.0	1.0	1922.0	1	4631		Hathi
3293	Power, Rhoda D	1.0	1.0	1919.0	1	66749		Hathi
3296	Poynter, E. Frances	1.0	1.0	1886.0	1	59384		Hathi
3297	Poynter, Eleanor Frances.	1.0	1.0	1890.0	1	72610		Hathi
3300	Preedy, George,	1.0	1.0	1930.0	1	146191		Hathi
3337	Pugh, Edwin,	1.0	1.0	1912.0	1	83484		Hathi
3339	Pullen-Burry, B.	1.0	1.0	1888.0	1	112578		Hathi
3412	Rees, Arthur J.	1.0	1.0	1922.0	1	127267		Hathi
3394	Raymond, Adolphus.	1.0	1.0	1921.0	1	129517		Hathi
3381	Rankin, Reginald, Sir,	1.0	1.0	1930.0	1	67483		Hathi
3383	Raphael, John N.	1.0	1.0	1908.0	1	33008		Hathi
3384	Rashleigh, Ralph.	1.0	1.0	1929.0	1	120729		Hathi
3386	Rasmussen, Vilhelm,	1.0	1.0	1920.0	1	27688		Hathi
3387	Ratcliff, A. J. J. (Arthur James John),	1.0	1.0	1936.0	1	77755		Hathi
3388	Rathborne, St. George,	1.0	1.0	1897.0	1	78257		Hathi
3389	Raven-Hill, L.	1.0	1.0	1902.0	1	17780		Hathi
3390	Rawnsley, Willingham Franklin,	1.0	1.0	1904.0	1	37920		Hathi
3391	Rawson, Geoffrey.	1.0	1.0	1938.0	1	97495		Hathi
3392	Rawson, Marion Nicholl,	1.0	1.0	1914.0	1	176231		Hathi
3393	Raymond, A.	1.0	1.0	1917.0	1	68195		Hathi
3397	Rea, Lorna, Mrs.	1.0	1.0	1931.0	1	28874		Hathi
3378	Ramuz, C. F. (Charles Ferdinand),	1.0	1.0	1929.0	1	73357		Hathi
3398	Read, Charles A.	1.0	1.0	1903.0	1	357542		Hathi
3399	Read, Charles Anderson,	1.0	1.0	1905.0	1	357215		Hathi
3400	Read, John,	1.0	1.0	1923.0	1	66386		Hathi
3401	Read, Opie Percival,	1.0	1.0	1897.0	1	59259		Hathi
3402	Reade, Alfred Arthur.	1.0	1.0	1884.0	1	38081		Hathi
3404	Ready, Oliver George,	1.0	1.0	1905.0	1	57032		Hathi
3405	Reaney, Isabel Edis,	1.0	1.0	1890.0	1	73752		Hathi
3406	Rebek, Lillie.	1.0	1.0	1893.0	1	38722		Hathi
3408	Reekie, Charles.	1.0	1.0	1899.0	1	53207		Hathi
3410	Rees, Alfred W.	1.0	1.0	1904.0	1	77130		Hathi
3411	Rees, Alfred Wellesley,	1.0	1.0	1905.0	1	94258		Hathi
3379	Randall, F. J.	1.0	1.0	1908.0	1	82796		Hathi
3377	Ramaswami Raju, P. V.	1.0	1.0	1886.0	1	92810		Hathi
3340	Pulman, Seraphima,	1.0	1.0	1917.0	1	42369		Hathi
3356	Quelch, H.	1.0	1.0	1914.0	1	87573		Hathi
3341	Punshon, E. R.	1.0	1.0	1905.0	1	99039		Hathi
3342	Punshon, Ernest Robertson,	1.0	1.0	1938.0	1	99786		Hathi
3343	Purcell, Victor,	1.0	1.0	1932.0	1	74158		Hathi
3347	Putnam Weale, B. L. (Bertram Lenox),	1.0	1.0	1906.0	1	137208		Hathi
3348	Pyke, Geoffrey.	1.0	1.0	1916.0	1	73607		Hathi
3349	Pyle, Howard,	1.0	1.0	1915.0	1	89599		Hathi
3351	Péronne	1.0	1.0	1895.0	1	108180		Hathi
3352	Pétis de La Croix, François,	1.0	1.0	1892.0	1	69677		Hathi
3353	Queen, consort of Henry II, King of Navarre, Marguerite,	1.0	1.0	1920.0	1	219465		Hathi
3354	Queen.	1.0	1.0	1880.0	1	71053		Hathi
3355	Queirós, Eça de,	1.0	1.0	1906.0	1	14547		Hathi
3357	Quennell, Peter,	1.0	1.0	1931.0	1	77115		Hathi
3375	Rafy, K U .	1.0	1.0	1920.0	1	46091		Hathi
3360	Quiller-Couch, Arthur Thomas, Sir,	1.0	1.0	1937.0	1	149449		Hathi
3362	Quin, Shirland.	1.0	1.0	1935.0	1	63515		Hathi
3363	Quirk, Violet.	1.0	1.0	1931.0	1	101759		Hathi
3364	Quiroga, Horacio,	1.0	1.0	1923.0	1	29550		Hathi
3365	Raabe, H. E	1.0	1.0	1927.0	1	106323		Hathi
3367	Rachmanowa, Alja,	1.0	1.0	1933.0	1	110861		Hathi
3368	Racowitza, Helene von,	1.0	1.0	1910.0	1	149442		Hathi
3370	Radford, Dollie.	1.0	1.0	1904.0	1	35965		Hathi
3371	Rae, Herbert,	1.0	1.0	1917.0	1	70742		Hathi
3372	Rae, Milne.	1.0	1.0	1912.0	1	122111		Hathi
3373	Rae, W. Fraser	1.0	1.0	1888.0	1	65323		Hathi
3576	Salomon, Ernst von,	1.0	1.0	1935.0	1	138389		Hathi
3577	Salter, Peter King.	1.0	1.0	1887.0	1	51186		Hathi
3578	Saltus, Edgar,	1.0	1.0	1894.0	1	41482		Hathi
3789	Soskice, Juliet M. Hueffer.	1.0	1.0	1921.0	1	66916		Hathi
3773	Snell, Joy	1.0	1.0	1920.0	1	43918		Hathi
3774	Snider, C. H. J.	1.0	1.0	1913.0	1	85121		Hathi
3775	Snoad, A. Warner Hull.	1.0	1.0	1884.0	1	54476		Hathi
3777	Snowden, Keighley,	1.0	1.0	1893.0	1	69488		Hathi
3778	Soissons, Guy Jean Raoul Eugène Charles Emmanuel de Savoie-Carignan,	1.0	1.0	1911.0	1	74939		Hathi
3780	Sologub, Fydor,	1.0	1.0	1916.0	1	89782		Hathi
3782	Somadeva Bhaṭṭa,	1.0	1.0	1909.0	1	44881		Hathi
3783	Somers, Mark.	1.0	1.0	1914.0	1	87971		Hathi
3786	Sommerfield, John.	1.0	1.0	1937.0	1	46994		Hathi
3787	Songman.	1.0	1.0	1883.0	1	51557		Hathi
3788	Sorabji, Cornelia.	1.0	1.0	1904.0	1	33081		Hathi
3791	Sousa, L. de.	1.0	1.0	1900.0	1	102353		Hathi
3769	Smith, W. Ramsay (William Ramsay),	1.0	1.0	1930.0	1	148556		Hathi
3792	Soutar, Andrew,	1.0	1.0	1910.0	1	62552		Hathi
3793	Southerns, Leonard.	1.0	1.0	1923.0	1	10558		Hathi
3794	Southey, Robert,	1.0	1.0	1885.0	1	138841		Hathi
3797	Spadoni, Adriana.	1.0	1.0	1924.0	1	123382		Hathi
3798	Spalding, Kenneth Jay,	1.0	1.0	1931.0	1	66560		Hathi
3799	Sparhawk, Frances C.	1.0	1.0	1899.0	1	74752		Hathi
3800	Sparroy, Wilfrid.	1.0	1.0	1902.0	1	79764		Hathi
3801	Speigel von und zu Peckelsheim, Edgar,	1.0	1.0	1919.0	1	36091		Hathi
3802	Speilmann, M. H.,	1.0	1.0	1908.0	1	76857		Hathi
3803	Speke, John Hanning,	1.0	1.0	1908.0	1	238803		Hathi
3804	Spender, Emily,	1.0	1.0	1886.0	1	53558		Hathi
3770	Smithes, M. F.	1.0	1.0	1910.0	1	16016		Hathi
3768	Smith, T. Eustace	1.0	1.0	1880.0	1	87682		Hathi
3807	Spender, Lily,	1.0	1.0	1892.0	1	43052		Hathi
3752	Smith, Constance.	1.0	1.0	1889.0	1	73837		Hathi
3737	Skrine, Mary J. H.	1.0	1.0	1917.0	1	60857		Hathi
3739	Slater, Oscar,	1.0	1.0	1910.0	1	203608		Hathi
3740	Slaughter, Frances E.	1.0	1.0	1907.0	1	86504		Hathi
3741	Slow, Edward.	1.0	1.0	1899.0	1	50242		Hathi
3743	Smeaton, William Henry Oliphant,	1.0	1.0	1899.0	1	83026		Hathi
3744	Smedley, Constance,	1.0	1.0	1922.0	1	23081		Hathi
3745	Smedley, Francis Edward	1.0	1.0	1904.0	1	246564		Hathi
3746	Smedley, Francis Edward,	1.0	1.0	1913.0	1	231262		Hathi
3749	Smith, Annie S. Swan,	1.0	1.0	1919.0	1	35783		Hathi
3750	Smith, B.	1.0	1.0	1896.0	1	75747		Hathi
3751	Smith, Bertram,	1.0	1.0	1921.0	1	34540		Hathi
3753	Smith, Ernest Bramah,	1.0	1.0	1936.0	1	288358		Hathi
3766	Smith, Stevie,	1.0	1.0	1938.0	1	74203		Hathi
3754	Smith, Frederick R.	1.0	1.0	1899.0	1	83155		Hathi
3755	Smith, George,	1.0	1.0	1881.0	1	101232		Hathi
3756	Smith, Gipsy,	1.0	1.0	1905.0	1	96727		Hathi
3757	Smith, Henry,	1.0	1.0	1910.0	1	69729		Hathi
3758	Smith, Herbert Greenough,	1.0	1.0	1895.0	1	39109		Hathi
3759	Smith, J. D. Main (John David Main)	1.0	1.0	1924.0	1	500350		Hathi
3760	Smith, J. F.	1.0	1.0	1888.0	1	214142		Hathi
3761	Smith, J. Gregory,	1.0	1.0	1886.0	1	77962		Hathi
3762	Smith, John.	1.0	1.0	1896.0	1	70847		Hathi
3764	Smith, M. E.	1.0	1.0	1887.0	1	45233		Hathi
3765	Smith, Rowland,	1.0	1.0	1901.0	1	264705		Hathi
3805	Spender, John Kent	1.0	1.0	1893.0	1	42024		Hathi
3808	Spender, Stephen,	1.0	1.0	1940.0	1	79774		Hathi
3735	Skipper, Mervyn.	1.0	1.0	1929.0	1	22806		Hathi
3858	Stephen, Amy.	1.0	1.0	1890.0	1	72213		Hathi
3846	Steele, Anna C.	1.0	1.0	1896.0	1	71620		Hathi
3847	Steele, Richard,	1.0	1.0	1920.0	1	62799		Hathi
3848	Steele, Robert,	1.0	1.0	1894.0	1	67969		Hathi
3849	Steevens, Christina,	1.0	1.0	1901.0	1	74073		Hathi
3850	Steevens, G. W.	1.0	1.0	1896.0	1	34782		Hathi
3851	Steffens, Lincoln,	1.0	1.0	1931.0	1	203412		Hathi
3852	Steinman, Emma C. C.	1.0	1.0	1881.0	1	69063		Hathi
3853	Stenbok-Fermor, Aleksandr Vasīlʹevīch, Graf,	1.0	1.0	1930.0	1	61478		Hathi
3855	Stenhouse, T. B. H.,	1.0	1.0	1880.0	1	212923		Hathi
3856	Stephen, A. Condie.	1.0	1.0	1892.0	1	36092		Hathi
3857	Stephen, A. M. (Alexander Maitland),	1.0	1.0	1927.0	1	80254		Hathi
3859	Stephen, Harry Lushington,	1.0	1.0	1899.0	1	91646		Hathi
3843	Stedman, Douglas C.	1.0	1.0	1909.0	1	97122		Hathi
3861	Stephensen, P. R. (Percy Reginald),	1.0	1.0	1929.0	1	17164		Hathi
3862	Stephenson, John Edward.	1.0	1.0	1937.0	1	83659		Hathi
3863	Stephenson, Nathaniel W.	1.0	1.0	1901.0	1	71603		Hathi
3864	Stepniak,	1.0	1.0	1889.0	1	162273		Hathi
3866	Sterling, Sara Hawks.	1.0	1.0	1900.0	1	72420		Hathi
3871	Steuart, John Alexander,	1.0	1.0	1903.0	1	135096		Hathi
3872	Stevens, Alfred,	1.0	1.0	1908.0	1	6005		Hathi
3873	Stevens, Augusta De Grasse.	1.0	1.0	1888.0	1	53774		Hathi
3874	Stevens, C.L. McCluer	1.0	1.0	1912.0	1	48021		Hathi
3875	Stevens, Frank,	1.0	1.0	1903.0	1	46761		Hathi
3877	Stevenson, John,	1.0	1.0	1912.0	1	89228		Hathi
3844	Steegmann, Mary G.	1.0	1.0	1913.0	1	113883		Hathi
3842	Stead, W. T.	1.0	1.0	1921.0	1	74536		Hathi
3810	Spettigue, H. H.	1.0	1.0	1898.0	1	131238		Hathi
3827	Stafford, Marie (Peary)	1.0	1.0	1935.0	1	92280		Hathi
3811	Spin, pseud.	1.0	1.0	1918.0	1	22934		Hathi
3812	Spottiswoode, Sybil Gwendolen,	1.0	1.0	1908.0	1	90501		Hathi
3813	Sprigge, Samuel Squire,	1.0	1.0	1899.0	1	74470		Hathi
3814	Spring, Howard,	1.0	1.0	1935.0	1	114474		Hathi
3815	Squire, John Collings,	1.0	1.0	1917.0	1	19264		Hathi
3817	St. Clair, William.	1.0	1.0	1901.0	1	67372		Hathi
3818	St. John, Isabella,	1.0	1.0	1919.0	1	63092		Hathi
3821	St. Mars, F.	1.0	1.0	1912.0	1	77090		Hathi
3822	St. Mars, F.,	1.0	1.0	1913.0	1	67142		Hathi
