	author	volumes	weight	pub_date_avg	books	wordcount	ethnicity	corpus
320	Beck, L. Adams (Lily Adams),	2.0	1.0	1930.0	2	273722		Hathi
4260	Weeks, John H.	2.0	1.0	1910.5	2	248960		Hathi
4136	Valentine, L.	2.0	1.0	1885.0	2	113236		Hathi
2231	Jones, C. A.	2.0	1.0	1897.0	2	114722		Hathi
2536	Lodge, Thomas,	2.0	1.0	1912.0	2	122263		Hathi
2333	Knight, Arthur Lee.	2.0	1.0	1904.5	2	99327		Hathi
2736	Martin, Catherine,	2.0	1.0	1888.0	2	132316		Hathi
2470	Lemaître, Jules,	2.0	1.0	1914.5	2	144425		Hathi
2356	Krylov, Ivan Andreevich,	2.0	1.0	1883.0	2	126853		Hathi
2297	Kenyon, Charles R.	2.0	1.0	1896.0	2	171851		Hathi
4285	Westerman, Percy F.	2.0	1.0	1917.5	2	117420		Hathi
185	Aumonier, Stacy.	2.0	1.0	1919.5	2	221315		Hathi
693	Carmichael, Montgomery,	2.0	1.0	1902.0	2	132077		Hathi
519	Brebner, Percy James,	2.0	1.0	1905.0	2	178343		Hathi
694	Carossa, Hans,	2.0	1.0	1930.5	2	102136		Hathi
2251	J©đkai, M©đr,	2.0	1.0	1910.0	2	194562		Hathi
518	Brazil, Angela,	2.0	1.0	1918.0	2	127552		Hathi
4360	Wilson, John Mackay,	2.0	1.0	1886.0	2	443244		Hathi
699	Carrel, Frederic.	2.0	1.0	1896.5	2	283021		Hathi
2249	Juan Manuel,	2.0	1.0	1897.5	2	148241		Hathi
2353	Krasnov, P. N. (Petr Nikolaevich),	2.0	1.0	1927.0	2	334661		Hathi
2247	Joyce, James,	2.0	1.0	1934.5	2	426495		Hathi
705	Carter, Mary Elizabeth.	2.0	1.0	1886.0	2	102827		Hathi
2977	Munro, Neil,	2.0	1.0	1906.5	2	152438		Hathi
2246	Joubert, Carl.	2.0	1.0	1905.0	2	182356		Hathi
707	Cartwright, Fairfax L.,	2.0	1.0	1894.0	2	121459		Hathi
326	Beeding, Francis.	2.0	1.0	1930.5	2	170237		Hathi
493	Bowen, Elizabeth,	2.0	1.0	1933.5	2	214369		Hathi
2821	McNeile, H. C.	2.0	1.0	1917.5	2	137279		Hathi
738	Chan-Toon, Mabel Mary Agnes Cosgrove,	2.0	1.0	1900.0	2	100564		Hathi
761	Chesterton, G. K.	2.0	1.0	1909.0	2	195824		Hathi
2213	Jesse, F. Tennyson (Fryniwyd Tennyson),	2.0	1.0	1928.0	2	169051		Hathi
130	Anderson, A. J.	2.0	1.0	1910.5	2	180052		Hathi
2209	Jerrold, Douglas,	2.0	1.0	1907.0	2	320561		Hathi
3935	Summers, Montague,	2.0	1.0	1934.5	2	271189		Hathi
2449	Lee, Albert,	2.0	1.0	1901.5	2	238782		Hathi
2206	Jepson, Edgar,	2.0	1.0	1906.0	2	182835		Hathi
2205	Jephson, R. Mounteney	2.0	1.0	1885.5	2	260890		Hathi
779	Christie, Agatha,	2.0	1.0	1925.0	2	172988		Hathi
781	Christie-Murray, David.	2.0	1.0	1881.5	2	110835		Hathi
127	Anand, Mulk Raj,	2.0	1.0	1934.5	2	71790		Hathi
783	Chrétien,	2.0	1.0	1913.0	2	446774		Hathi
2448	Leblanc, Georgette,	2.0	1.0	1916.5	2	69183		Hathi
2550	Lorimer, Norma Octavia,	2.0	1.0	1910.5	2	249088		Hathi
4249	Watts-Dunton, Theodore,	2.0	1.0	1925.0	2	304117		Hathi
2824	McNulty, Edward,	2.0	1.0	1895.5	2	179959		Hathi
2738	Martin, Herbert,	2.0	1.0	1893.0	2	93131		Hathi
759	Chesson, Nora,	2.0	1.0	1900.5	2	115759		Hathi
2451	Lee, Charles,	2.0	1.0	1904.5	2	167712		Hathi
4305	White, Percy,	2.0	1.0	1907.0	2	215816		Hathi
491	Boussenard, Louis,	2.0	1.0	1885.5	2	131451		Hathi
2309	Kilpatrick, Florence A.	2.0	1.0	1927.0	2	128687		Hathi
3959	Symons, Arthur,	2.0	1.0	1914.5	2	138490		Hathi
3958	Symonds, Margaret,	2.0	1.0	1906.5	2	194241		Hathi
559	Brophy, John,	2.0	1.0	1935.5	2	225047		Hathi
2673	Makower, Stanley V.	2.0	1.0	1901.5	2	153732		Hathi
2795	Mayne, Ethel Colburn,	2.0	1.0	1918.0	2	139026		Hathi
331	Behn, Aphra,	2.0	1.0	1910.0	2	371308		Hathi
2672	Makino, Yoshio,	2.0	1.0	1912.5	2	114044		Hathi
486	Bourdillon, Francis William,	2.0	1.0	1908.5	2	51296		Hathi
3952	Swinburne, Algernon Charles,	2.0	1.0	1915.0	2	146832		Hathi
2216	Jewsbury, Geraldine Endsor,	2.0	1.0	1892.0	2	305601		Hathi
132	Andom, R.,	2.0	1.0	1906.5	2	209255		Hathi
188	Austin, Alfred,	2.0	1.0	1897.0	2	89334		Hathi
4353	Wilmot-Buxton, E. M.	2.0	1.0	1913.0	2	148233		Hathi
190	Austin, F. Britten	2.0	1.0	1915.0	2	128590		Hathi
645	Byron, May Clarissa Gillington,	2.0	1.0	1910.0	2	15985		Hathi
2299	Ker, David,	2.0	1.0	1907.0	2	206378		Hathi
2465	Lehmann, Rosamond,	2.0	1.0	1928.5	2	224245		Hathi
4330	Wilkins, W. H.	2.0	1.0	1894.0	2	106495		Hathi
2812	McFee, William,	2.0	1.0	1932.5	2	349780		Hathi
633	Burton, Katherine,	2.0	1.0	1938.5	2	234342		Hathi
220	Bairnsfather, Bruce,	2.0	1.0	1917.5	2	113009		Hathi
4312	Whitelaw, David.	2.0	1.0	1908.0	2	92521		Hathi
2502	Libbey, Laura Jean,	2.0	1.0	1891.0	2	176825		Hathi
4035	Thompson, Sylvia,	2.0	1.0	1929.5	2	199291		Hathi
218	Bain, R. Nisbet	2.0	1.0	1898.0	2	149656		Hathi
4107	Tschudi, Clara,	2.0	1.0	1905.0	2	247436		Hathi
2279	Kellett, E. E. (Ernest Edward),	2.0	1.0	1929.5	2	152385		Hathi
553	Brooke, Henry,	2.0	1.0	1907.5	2	451222		Hathi
4030	Thompson, Edward John,	2.0	1.0	1929.0	2	113000		Hathi
212	Bagot, A. G.	2.0	1.0	1889.0	2	196195		Hathi
227	Baldwin, Alfred,	2.0	1.0	1894.5	2	211409		Hathi
231	Balfour, Frederic Henry.	2.0	1.0	1890.0	2	127716		Hathi
608	Bullett, Gerald William,	2.0	1.0	1929.0	2	112771		Hathi
621	Burnaby, Fred,	2.0	1.0	1884.0	2	143566		Hathi
551	Brontë, Anne,	2.0	1.0	1907.5	2	487204		Hathi
2488	Leverson, Ada.	2.0	1.0	1907.5	2	154486		Hathi
246	Barber, Margaret Fairless,	2.0	1.0	1903.5	2	51468		Hathi
617	Burgin, G. B.	2.0	1.0	1921.5	2	230398		Hathi
2468	Leighton, Robert,	2.0	1.0	1908.0	2	210317		Hathi
2291	Kennedy, Margaret,	2.0	1.0	1927.5	2	17536		Hathi
547	Bromfield, Louis,	2.0	1.0	1930.0	2	329847		Hathi
2287	Kennard, Edward,	2.0	1.0	1892.0	2	122215		Hathi
240	Bandello, Matteo,	2.0	1.0	1892.5	2	202331		Hathi
4100	Trollope, Thomas Adolphus,	2.0	1.0	1880.0	2	333940		Hathi
2492	Lewis, Helen Prothero.	2.0	1.0	1908.5	2	146719		Hathi
2289	Kennedy, Bart,	2.0	1.0	1909.5	2	116458		Hathi
295	Bates, Ralph,	2.0	1.0	1933.5	2	317665		Hathi
2494	Lewis, M. G. (Matthew Gregory),	2.0	1.0	1917.5	2	223179		Hathi
2345	Knox, Ronald Arbuthnott,	2.0	1.0	1927.0	2	81892		Hathi
2859	Meynell, Viola,	2.0	1.0	1917.0	2	208678		Hathi
4352	Wills, C. J.	2.0	1.0	1890.0	2	105152		Hathi
2275	Keith, Leslie	2.0	1.0	1894.5	2	120029		Hathi
670	Campbell, John Logan,	2.0	1.0	1881.0	2	178986		Hathi
2866	Middlemore, Maria Trinidad Howard	2.0	1.0	1884.0	2	154542		Hathi
199	Avery, Harold,	2.0	1.0	1896.0	2	153374		Hathi
4345	Williamson, C. N.	2.0	1.0	1907.5	2	362245		Hathi
4009	Tey, Josephine,	2.0	1.0	1933.5	2	158213		Hathi
2262	Kaye-Smith, Sheila.	2.0	1.0	1921.0	2	245664		Hathi
524	Bretherton, Ralph Harold.	2.0	1.0	1911.5	2	173578		Hathi
679	Canton, William,	2.0	1.0	1899.5	2	65699		Hathi
2513	Lindsay, Norman,	2.0	1.0	1934.5	2	188649		Hathi
4349	Williamson, William Henry.	2.0	1.0	1908.0	2	171854		Hathi
255	Barker,	2.0	1.0	1894.5	2	152961		Hathi
4004	Tennyson, Mary H.	2.0	1.0	1892.0	2	217524		Hathi
402	Binstead, Arthur M.	2.0	1.0	1898.5	2	142917		Hathi
2870	Middleton, Richard,	2.0	1.0	1912.0	2	107997		Hathi
520	Bremer, Fredrika,	2.0	1.0	1905.0	2	511904		Hathi
4014	Theal, George McCall,	2.0	1.0	1884.0	2	105169		Hathi
2266	Kearton, Cherry,	2.0	1.0	1931.0	2	84002		Hathi
666	Cameron, H. Lovett,	2.0	1.0	1891.5	2	137519		Hathi
2460	Legge, Arthur E. J.	2.0	1.0	1898.5	2	240331		Hathi
649	Cable, Boyd.	2.0	1.0	1916.5	2	180650		Hathi
4276	Werner, E.,	2.0	1.0	1883.0	2	268165		Hathi
2464	Lehmann, R. C.	2.0	1.0	1903.5	2	65029		Hathi
292	Bates, E. Katherine	2.0	1.0	1898.5	2	158522		Hathi
4310	Whitehead, Charles,	2.0	1.0	1889.5	2	436642		Hathi
204	Aïdé, Hamilton,	2.0	1.0	1886.0	2	119472		Hathi
2459	Lefroy, Ella Napier.	2.0	1.0	1895.5	2	122025		Hathi
2734	Marston, E.	2.0	1.0	1897.5	2	63766		Hathi
4116	Turner, Edward F.	2.0	1.0	1895.5	2	187767		Hathi
2270	Keary, C. F.	2.0	1.0	1895.5	2	185362		Hathi
4019	Thirkell, Angela,	2.0	1.0	1934.5	2	190434		Hathi
2864	Mickiewicz, Adam,	2.0	1.0	1918.5	2	267420		Hathi
663	Calthrop, Dion Clayton,	2.0	1.0	1922.5	2	91600		Hathi
2865	Middlemass, Jean.	2.0	1.0	1884.0	2	89952		Hathi
3925	Sue, Eugène,	2.0	1.0	1900.5	2	322673		Hathi
2667	Mais, S. P. B.	2.0	1.0	1920.0	2	294467		Hathi
2371	La Motte-Fouqué, Friedrich Heinrich Karl,	2.0	1.0	1902.5	2	103533		Hathi
2950	Morley, Charles Robert,	2.0	1.0	1906.5	2	142001		Hathi
909	Coulton, G. G.	2.0	1.0	1902.5	2	126780		Hathi
2141	Irvine, Leigh H.	2.0	1.0	1901.0	2	109269		Hathi
4181	Von Hutten,	2.0	1.0	1915.5	2	259878		Hathi
912	Cournos, John,	2.0	1.0	1925.0	2	189303		Hathi
2140	Irvine, Alexander,	2.0	1.0	1906.5	2	88374		Hathi
914	Courtilz de Sandras, Gatien,	2.0	1.0	1898.5	2	255711		Hathi
274	Barras, Julius,	2.0	1.0	1885.5	2	109389		Hathi
38	(Pelham Grenville), Wodehouse, P. G.	2.0	1.0	1929.5	2	227737		Hathi
576	Browne, Frances,	2.0	1.0	1910.5	2	88551		Hathi
2750	Mason, Eugene.	2.0	1.0	1923.0	2	173090		Hathi
2827	Meade, L. T.,	2.0	1.0	1905.5	2	206503		Hathi
574	Brown, Vincent.	2.0	1.0	1901.5	2	145290		Hathi
2422	Lawrence, Charles Edward,	2.0	1.0	1918.0	2	144936		Hathi
386	Bevan, Tom,	2.0	1.0	1899.5	2	134904		Hathi
3835	Stanley, Henry M.	2.0	1.0	1891.0	2	235486		Hathi
2638	Mackail, J. W.	2.0	1.0	1897.0	2	111104		Hathi
2144	Irving, Washington,	2.0	1.0	1900.0	2	105052		Hathi
118	Allingham, Margery,	2.0	1.0	1933.0	2	189324		Hathi
903	Coryn, Marjorie,	2.0	1.0	1932.5	2	189361		Hathi
886	Cooper, E. H.	2.0	1.0	1899.0	2	142274		Hathi
2151	Istrati, Panait,	2.0	1.0	1930.5	2	87508		Hathi
2390	Lancaster, G. B.,	2.0	1.0	1905.0	2	198928		Hathi
4174	Vivanti, Annie,	2.0	1.0	1912.5	2	181197		Hathi
273	Barr, Robert,	2.0	1.0	1896.5	2	297954		Hathi
440	Bloem, Walter,	2.0	1.0	1922.0	2	209894		Hathi
2430	Lawson, Henry,	2.0	1.0	1908.5	2	270405		Hathi
894	Corbett, Julian Stafford,	2.0	1.0	1888.0	2	223428		Hathi
897	Corkery, Daniel,	2.0	1.0	1923.0	2	120750		Hathi
2947	Morier, James Justinian,	2.0	1.0	1911.0	2	371359		Hathi
899	Cornford, L. Cope	2.0	1.0	1905.0	2	123752		Hathi
48	(Victoria), Sackville-West, V.	2.0	1.0	1923.5	2	114268		Hathi
2640	Mackay, Charles,	2.0	1.0	1884.0	2	125764		Hathi
2394	Lane, Anna Eichberg,	2.0	1.0	1910.0	2	99168		Hathi
902	Coryn, M. S.,	2.0	1.0	1936.0	2	196525		Hathi
2421	Lawrence, C. E.	2.0	1.0	1920.0	2	171197		Hathi
573	Brown, T. E.	2.0	1.0	1886.0	2	106816		Hathi
2129	Ilʹf, Ilʹi͡a,	2.0	1.0	1936.0	2	239264		Hathi
23	(Gladys Bronwyn), Stern, G. B.	2.0	1.0	1926.5	2	215833		Hathi
2756	Masuccio,	2.0	1.0	1895.0	2	338092		Hathi
9	(Charles Edward), Montague, C. E.	2.0	1.0	1927.0	2	240312		Hathi
952	Crofton, Helen Rose Anne Milman,	2.0	1.0	1898.5	2	86315		Hathi
956	Cromie, Robert,	2.0	1.0	1899.0	2	126460		Hathi
409	Bishop, Gilbert.	2.0	1.0	1900.0	2	195754		Hathi
958	Crompton, Richmal,	2.0	1.0	1900.0	2	194582		Hathi
2970	Muddock, J. E.	2.0	1.0	1896.5	2	191506		Hathi
962	Crosland, T. W. H.	2.0	1.0	1900.5	2	48525		Hathi
964	Cross, Victoria.	2.0	1.0	1899.0	2	108249		Hathi
4482	pseud. Richardson, Henry Handel,	2.0	1.0	1932.5	2	95082		Hathi
3806	Spender, John Kent,	2.0	1.0	1889.0	2	108706		Hathi
2415	Laver, James,	2.0	1.0	1935.5	2	116401		Hathi
2475	Leonard, Gladys Osborne.	2.0	1.0	1938.0	2	99928		Hathi
3	(Alan Alexander), Milne, A. A.	2.0	1.0	1928.5	2	453902		Hathi
4485	Čapek, Karel,	2.0	1.0	1933.5	2	126444		Hathi
2611	MacGill, Patrick,	2.0	1.0	1915.5	2	174704		Hathi
11	(David Herbert), Lawrence, D. H.	2.0	1.0	1931.5	2	60152		Hathi
4197	Walford, Lucy Bethia,	2.0	1.0	1900.5	2	279035		Hathi
567	Brown, George Douglas,	2.0	1.0	1919.5	2	218954		Hathi
927	Cozzens, James Gould,	2.0	1.0	1931.0	2	51508		Hathi
22	(Gilbert Keith), Chesterton, G. K.	2.0	1.0	1932.0	2	244236		Hathi
2754	Masters, David,	2.0	1.0	1936.5	2	219647		Hathi
928	Crackanthorpe, Hubert,	2.0	1.0	1894.0	2	126525		Hathi
4472	de France, Marie,	2.0	1.0	1924.0	2	169368		Hathi
275	Barrett, Eaton Stannard,	2.0	1.0	1918.0	2	259052		Hathi
19	(Frank Byron), Jevons, F. B.	2.0	1.0	1928.5	2	70601		Hathi
4211	Walsh, J. M. (James Morgan),	2.0	1.0	1916.5	2	178416		Hathi
4474	graf, Tolstoy, Aleksey Nikolayevich,	2.0	1.0	1936.5	2	356928		Hathi
17	(Francis Downes), Ommanney, F. D.	2.0	1.0	1938.0	2	242498		Hathi
15	(Edward Frederic), Benson, E. F.	2.0	1.0	1925.0	2	226732		Hathi
419	Blackburn, Douglas,	2.0	1.0	1903.5	2	141755		Hathi
3820	St. Johnston, Thomas Reginald.	2.0	1.0	1926.0	2	83430		Hathi
3819	St. Johnston, Alfred,	2.0	1.0	1891.0	2	279425		Hathi
885	Cooper, Arthur Nevile.	2.0	1.0	1908.5	2	122948		Hathi
57	Abbott, J. H. M.	2.0	1.0	1905.5	2	178404		Hathi
2389	Lamprey, Louise,	2.0	1.0	1923.5	2	135517		Hathi
4425	Young, E. H. (Emily Hilda),	2.0	1.0	1931.5	2	267517		Hathi
4417	Yeats, Jack Butler,	2.0	1.0	1933.0	2	149958		Hathi
95	Aksakov, S. T.	2.0	1.0	1917.0	2	194111		Hathi
4155	Vereshchagin, Vasiliĭ Vasilʹevich,	2.0	1.0	1887.0	2	150337		Hathi
4420	Yeulett, M.	2.0	1.0	1939.0	2	85648		Hathi
4424	Young, E. H.	2.0	1.0	1913.0	2	308956		Hathi
2173	James, M. R.	2.0	1.0	1921.0	2	82910		Hathi
4426	Young, F. E. Mills	2.0	1.0	1916.0	2	200248		Hathi
2476	Leonov, Leonid,	2.0	1.0	1931.0	2	366918		Hathi
2655	Maclean, Donald.	2.0	1.0	1913.5	2	135012		Hathi
2437	Le Fort, Gertrud, Freiin von,	2.0	1.0	1933.0	2	208413		Hathi
80	Agate, James,	2.0	1.0	1924.5	2	182079		Hathi
836	Coke, Desmond,	2.0	1.0	1920.0	2	107441		Hathi
3885	Stoker, Bram,	2.0	1.0	1910.0	2	118598		Hathi
839	Cole, Sophie,	2.0	1.0	1919.0	2	137402		Hathi
3898	Strang, Herbert.	2.0	1.0	1910.0	2	232280		Hathi
349	Benecke, Else C. M.	2.0	1.0	1915.5	2	129836		Hathi
2436	Le Fanu, William Richard,	2.0	1.0	1908.5	2	193234		Hathi
2559	Lowndes, Marie Belloc,	2.0	1.0	1924.0	2	137065		Hathi
3919	Sturgis, Howard Overing,	2.0	1.0	1893.5	2	118159		Hathi
4299	Whistler, Charles W.	2.0	1.0	1901.5	2	250321		Hathi
2914	Montague, C. E.	2.0	1.0	1911.5	2	217398		Hathi
114	Alinin, K.	2.0	1.0	1920.0	2	50717		Hathi
805	Clegg, Thomas Bailey.	2.0	1.0	1906.5	2	234781		Hathi
478	Boschère, Jean de,	2.0	1.0	1919.5	2	84561		Hathi
2188	Jeaffreson, John Cordy,	2.0	1.0	1890.0	2	160720		Hathi
472	Boothby, Guy,	2.0	1.0	1902.5	2	155810		Hathi
4151	Veley, Margaret,	2.0	1.0	1885.5	2	92644		Hathi
4409	Wylie, I. A. R.	2.0	1.0	1913.0	2	321793		Hathi
282	Barry, William Francis,	2.0	1.0	1887.0	2	340468		Hathi
4090	Tremlett, Horace,	2.0	1.0	1914.5	2	189872		Hathi
818	Clifford, W. K., Mrs.,	2.0	1.0	1905.0	2	231933		Hathi
4411	Wyndham, Horace,	2.0	1.0	1915.0	2	133597		Hathi
3860	Stephens, James,	2.0	1.0	1912.0	2	114169		Hathi
841	Coleridge, Christabel R.	2.0	1.0	1887.0	2	109385		Hathi
844	Collier, Margaret,	2.0	1.0	1888.5	2	76997		Hathi
4167	Vikelas, Dēmētrios,	2.0	1.0	1881.0	2	116077		Hathi
871	Connor, Ralph,	2.0	1.0	1907.0	2	137686		Hathi
454	Boden, Frederick C.	2.0	1.0	1932.5	2	157033		Hathi
4078	Traven, B.	2.0	1.0	1934.5	2	196597		Hathi
872	Conquest, Joan.	2.0	1.0	1927.0	2	66581		Hathi
3865	Stepniak, S.,	2.0	1.0	1883.0	2	150859		Hathi
2647	Mackenzie, Donald A.	2.0	1.0	1916.5	2	108222		Hathi
63	Acorn, George.	2.0	1.0	1913.0	2	163583		Hathi
3883	Stockton, Frank Richard,	2.0	1.0	1903.0	2	150265		Hathi
4444	Zimmern, Helen,	2.0	1.0	1894.0	2	204850		Hathi
2158	Jacob, Violet,	2.0	1.0	1905.5	2	158451		Hathi
4445	Zola, Emile,	2.0	1.0	1925.0	2	490309		Hathi
369	Beresford Hope, A. J. B.	2.0	1.0	1881.0	2	152701		Hathi
445	Bloundelle-Burton, John,	2.0	1.0	1893.0	2	141595		Hathi
2582	Lynch, Arthur,	2.0	1.0	1905.5	2	84835		Hathi
867	Compton-Rickett, Arthur,	2.0	1.0	1911.5	2	130261		Hathi
4164	Viebig, Clara,	2.0	1.0	1910.5	2	240702		Hathi
866	Compton-Burnett, I. (Ivy),	2.0	1.0	1929.0	2	129909		Hathi
362	Benson, Margaret,	2.0	1.0	1907.0	2	50198		Hathi
846	Collins, Dale,	2.0	1.0	1913.5	2	153509		Hathi
4432	Young, Walter H.	2.0	1.0	1916.0	2	126574		Hathi
3881	Stock, Ralph,	2.0	1.0	1914.0	2	85943		Hathi
357	Bennett, Rolf.	2.0	1.0	1930.5	2	208619		Hathi
75	Adderley, J. G.	2.0	1.0	1907.0	2	64509		Hathi
4435	Yoxall, J. H.	2.0	1.0	1905.0	2	232428		Hathi
4233	Wast, Hugo,	2.0	1.0	1929.5	2	169029		Hathi
3876	Stevenson, George,	2.0	1.0	1913.5	2	247472		Hathi
4232	Wassermann, Jakob,	2.0	1.0	1929.5	2	403426		Hathi
2382	Lagerlöf, Selma,	2.0	1.0	1916.5	2	226237		Hathi
4163	Victoria,	2.0	1.0	1884.0	2	172211		Hathi
862	Colvill, Helen Hester.	2.0	1.0	1892.0	2	134642		Hathi
2844	Merivale, Herman Charles,	2.0	1.0	1892.0	2	286272		Hathi
2726	Marsh, Ngaio,	1.0	1.0	1935.0	1	73925		Hathi
2728	Marsh, Richard.	1.0	1.0	1919.0	1	103003		Hathi
3177	Paterson, Arthur,	1.0	1.0	1894.0	1	52346		Hathi
3178	Paton, Frank Hume Lyall	1.0	1.0	1903.0	1	83654		Hathi
2978	Munroe, Hector Hugh,	1.0	1.0	1911.0	1	61651		Hathi
2729	Marsh-Caldwell, Anne,	1.0	1.0	1882.0	1	197321		Hathi
2740	Martin, William,	1.0	1.0	1885.0	1	17870		Hathi
2757	Mather, E. J.	1.0	1.0	1914.0	1	105527		Hathi
3157	Panton, J. E.	1.0	1.0	1890.0	1	48365		Hathi
2755	Masters, Edgar Lee,	1.0	1.0	1921.0	1	102289		Hathi
2753	Masson, Frédéric,	1.0	1.0	1896.0	1	98572		Hathi
2752	Massinger, Philip,	1.0	1.0	1893.0	1	57665		Hathi
2751	Mason, George Finch.	1.0	1.0	1896.0	1	66831		Hathi
2749	Mason, Eugene,	1.0	1.0	1913.0	1	86116		Hathi
2748	Mason, E. M.	1.0	1.0	1897.0	1	15152		Hathi
2747	Mason, Arthur Telford.	1.0	1.0	1939.0	1	29617		Hathi
2746	Mason, A. E. W. (Alfred Edward Woodley),	1.0	1.0	1940.0	1	221477		Hathi
3159	Panton, Jane Ellen.	1.0	1.0	1887.0	1	45581		Hathi
2743	Martyn, Edward,	1.0	1.0	1890.0	1	105105		Hathi
3160	Paoli Xavier,	1.0	1.0	1911.0	1	102006		Hathi
2741	Martindale, Cyril Charlie,	1.0	1.0	1917.0	1	32621		Hathi
2739	Martin, Stuart,	1.0	1.0	1927.0	1	118659		Hathi
3175	Pasteur, Violet M.	1.0	1.0	1906.0	1	35830		Hathi
3161	Paoli, Xavier,	1.0	1.0	1911.0	1	101902		Hathi
2737	Martin, Harriet Anne Cooesley.	1.0	1.0	1891.0	1	97360		Hathi
3162	Paris, John,	1.0	1.0	1922.0	1	118303		Hathi
3163	Parker, Augusta Bethell.	1.0	1.0	1884.0	1	43091		Hathi
3164	Parker, Eric,	1.0	1.0	1901.0	1	74652		Hathi
3166	Parker, H.	1.0	1.0	1910.0	1	194337		Hathi
3168	Parkes, William Theodore,	1.0	1.0	1895.0	1	50168		Hathi
3169	Parnwell, E. C.	1.0	1.0	1928.0	1	162825		Hathi
2735	Marston, Philip Bourke,	1.0	1.0	1887.0	1	257024		Hathi
3170	Parr, Louisa,	1.0	1.0	1880.0	1	52592		Hathi
2733	Marshall, W.,	1.0	1.0	1882.0	1	69210		Hathi
2732	Marshall, H. E.	1.0	1.0	1907.0	1	23654		Hathi
3173	Parry, Edward Abbott, Sir,	1.0	1.0	1928.0	1	138846		Hathi
3174	Parsons,	1.0	1.0	1890.0	1	59147		Hathi
2725	Marsh, A.	1.0	1.0	1923.0	1	79821		Hathi
3208	Penfield, Edward,	1.0	1.0	1907.0	1	10670		Hathi
3179	Paton, John Gibson,	1.0	1.0	1889.0	1	126104		Hathi
2658	Macmillan, Malcolm Kingsley.	1.0	1.0	1886.0	1	28328		Hathi
2649	Mackenzie, Kenneth,	1.0	1.0	1935.0	1	71557		Hathi
2650	Mackenzie, Kenneth.	1.0	1.0	1936.0	1	93322		Hathi
3242	Phillpotts, Adelaide Eden,	1.0	1.0	1931.0	1	169422		Hathi
3241	Phillips-Wolley, Clive,	1.0	1.0	1883.0	1	50398		Hathi
3240	Phillips, Forbes Alexander,	1.0	1.0	1916.0	1	45584		Hathi
3239	Phillips, E. W.	1.0	1.0	1895.0	1	66253		Hathi
2651	Mackinnon, James.	1.0	1.0	1897.0	1	120823		Hathi
2652	Maclagan, Robert Craig,	1.0	1.0	1902.0	1	71766		Hathi
3237	Phillipps-Wolley, Clive.	1.0	1.0	1894.0	1	115002		Hathi
2654	Maclean, Donald Findlay,	1.0	1.0	1912.0	1	95597		Hathi
3236	Phillimore, Lion (Fitzpatrich)	1.0	1.0	1912.0	1	138251		Hathi
2656	Macleod, Fiona,	1.0	1.0	1899.0	1	96560		Hathi
2657	Macmillan, Cyrus,	1.0	1.0	1918.0	1	60940		Hathi
2659	Macnamara, T. J.	1.0	1.0	1913.0	1	30716		Hathi
3225	Peterson, Alice Onions.	1.0	1.0	1926.0	1	11009		Hathi
3235	Phillimore, Cecily Spencer-Smith.	1.0	1.0	1927.0	1	65009		Hathi
3234	Philips, M.	1.0	1.0	1898.0	1	49765		Hathi
2662	Maginn, William,	1.0	1.0	1933.0	1	50739		Hathi
2663	Magnay, William, Sir, 2d bart.,	1.0	1.0	1909.0	1	112427		Hathi
2664	Magnus, Leonard Arthur,	1.0	1.0	1915.0	1	123697		Hathi
3231	Philips, Austin.	1.0	1.0	1914.0	1	100067		Hathi
2665	Mahoff, Alexis.	1.0	1.0	1936.0	1	117655		Hathi
2666	Mainwaring, Arthur Edward,	1.0	1.0	1914.0	1	96119		Hathi
2668	Maitland, Ella Fuller.	1.0	1.0	1896.0	1	69982		Hathi
2669	Maitland, Julia Charlotte,	1.0	1.0	1882.0	1	38944		Hathi
2670	Majendie, Margaret,	1.0	1.0	1887.0	1	55702		Hathi
3228	Petronius Arbiter	1.0	1.0	1923.0	1	72311		Hathi
3227	Petrie, W. M. Flinders	1.0	1.0	1895.0	1	26539		Hathi
2648	Mackenzie, Henry,	1.0	1.0	1906.0	1	130165		Hathi
3244	Phythian, Dorothy.	1.0	1.0	1933.0	1	65508		Hathi
3245	Piasecki, Serginsz,	1.0	1.0	1938.0	1	169139		Hathi
3246	Pickering, Percival,	1.0	1.0	1893.0	1	38801		Hathi
2619	Macaulay, James.	1.0	1.0	1902.0	1	98125		Hathi
3260	Pius Pope,	1.0	1.0	1929.0	1	27878		Hathi
2622	Macaulay, Rose.	1.0	1.0	1906.0	1	130457		Hathi
3259	Pitt, Ruth J.	1.0	1.0	1893.0	1	65755		Hathi
3258	Pitcairn, Frank.	1.0	1.0	1936.0	1	31962		Hathi
2623	Macdonald, Alex.	1.0	1.0	1910.0	1	125600		Hathi
2625	Macdonald, Frederika.	1.0	1.0	1914.0	1	57238		Hathi
3256	Pinski, David,	1.0	1.0	1919.0	1	64379		Hathi
2626	Macdonald, George,	1.0	1.0	1886.0	1	215168		Hathi
3255	Pinsent, Ellen Frances Parker,	1.0	1.0	1897.0	1	71891		Hathi
3254	Pim, Herbert Moore,	1.0	1.0	1914.0	1	70305		Hathi
2628	Macdonald, W. A.	1.0	1.0	1908.0	1	69972		Hathi
2629	Macduff, John R.	1.0	1.0	1887.0	1	70607		Hathi
3252	Pilkington, Lawrence,	1.0	1.0	1928.0	1	113505		Hathi
