	author	intl_frac	weight	pub_date_avg	books	wordcount	ethnicity	corpus
2538	Loliée, Frédéric,	0.9398572884811425	2.3120267227774285	1907.0	1	151239		Hathi
1543	Gautier, Théophile,	0.9398386883363822	3.4247817755655645	1904.8	5	567530		Hathi
1088	Deledda, Grazia,	0.9396859065212758	0.963973930355594	1913.5	2	146875		Hathi
892	Copping, Arthur E.	0.9393939393939394	2.785706446633618	1911.0	1	63337		Hathi
827	Clynton, Richard.	0.9393939393939394	0.20915666656049095	1889.0	1	112476		Hathi
1050	Day, Lal Behari,	0.9393939393939393	0.28166694876806736	1908.0	1	83521		Hathi
2506	Lie, Jonas Lauritz Idemil,	0.9392806687570262	1.4845899067236477	1894.0	3	131645		Hathi
2268	Keary, A.	0.9392523364485982	1.784957445992321	1907.0	1	42734		Hathi
1043	Dawe, W. Carlton.	0.9392265193370165	1.2483227987114829	1895.0	1	51682		Hathi
2866	Middlemore, Maria Trinidad Howard	0.9391624472696484	2.7223372054863155	1884.0	2	154542		Hathi
2050	Houlson, Jane Harvey.	0.9390862944162437	0.7608585497282387	1934.0	1	92289		Hathi
2329	Kirke, Dorothea.	0.9390243902439026	2.831866007484971	1916.0	1	61927		Hathi
584	Bruce, Mary (Grant),	0.9390243902439024	0.3476893919028388	1913.0	1	84064		Hathi
4275	Werner, Alice,	0.9389005872199792	3.785724317165379	1893.0	3	408886		Hathi
4303	White, Jessie.	0.9388888888888889	1.2955209170241289	1914.0	1	49524		Hathi
2557	Lowis, Cecil Champain,	0.9387755102040817	0.4739392279086992	1913.0	1	110556		Hathi
1404	Fitzsimons, F. W. (Frederick William),	0.9386973180076629	1.3626138493030941	1924.0	1	68274		Hathi
3078	O'Connor, Frank,	0.9385730998975136	0.8349062302292466	1936.0	2	152829		Hathi
2825	McNulty, Edward.	0.9384615384615385	0.3366657595360786	1896.0	1	68818		Hathi
4075	Traherne, Thomas,	0.9384615384615385	0.22403148650370683	1934.0	1	103417		Hathi
1755	Gunn, Jeannie,	0.93838255875533	1.5400003472472692	1906.75	4	197325		Hathi
4271	Wenter, Josef,	0.9382716049382717	0.3593020975996066	1934.0	1	80355		Hathi
2274	Keith, Eric A.	0.938235294117647	1.594877229306694	1918.0	1	75987		Hathi
3441	Rice, C. Colliver (Clara Collliver),	0.9381443298969072	1.5541786301328546	1929.0	1	66739		Hathi
861	Colvile, H. E.	0.9380281690140844	1.9526642827055687	1884.0	1	64802		Hathi
1345	Favenc, Ernest,	0.9379994355103979	2.3084341820416148	1896.0	2	121396		Hathi
2755	Masters, Edgar Lee,	0.9379652605459055	1.404312470416892	1921.0	1	102289		Hathi
4226	Warner, Susan,	0.937704918032787	0.5829602140239878	1884.0	1	186487		Hathi
374	Bergengren, Anna Farquhar,	0.9376693766937669	1.7413147191842118	1901.0	1	75533		Hathi
4376	Wood, Charles W.	0.9375	1.8409456412570067	1882.0	1	58860		Hathi
52	880-01	0.9375	0.11209056413967425	1905.0	1	152637		Hathi
4294	Wheeler, Post,	0.9375	0.14540822041412743	1917.0	1	78442		Hathi
39	(Petr), Nikiforov, P.	0.9375	1.6335283388077304	1931.0	1	13965		Hathi
3994	Taylor, Susette M.	0.9374999999999997	1.1444641920189556	1894.0	1	119596		Hathi
1630	Goncourt, Edmond de,	0.9374056534861305	2.972396959545678	1901.5	4	295890		Hathi
1931	Herbert, Agnes.	0.9372290925125215	0.5819664399170718	1915.0	2	117586		Hathi
3187	Pawley, Edith Muriel (Phillips) Mrs.	0.9371727748691099	0.8053114984332191	1935.0	1	84539		Hathi
1738	Grove, Frederick Philip,	0.9371069182389937	0.4383081247027963	1933.0	1	129302		Hathi
2654	Maclean, Donald Findlay,	0.9371069182389936	0.5928440969938481	1912.0	1	95597		Hathi
4205	Wallace, Frederick William,	0.9370629370629371	1.659538364506689	1922.0	1	92142		Hathi
2085	Hume, Cyril,	0.9370629370629371	0.40152398953442875	1924.0	1	126944		Hathi
3721	Sir, Scott, Ernest,	0.9369014084507039	2.718713761266742	1929.0	1	232714		Hathi
3180	Paton, Margaret (Whitecross)	0.9367945823927766	1.4034232294813078	1894.0	1	112513		Hathi
2719	Marmontel, Jean-François,	0.9366515837104072	0.43245052820199825	1895.0	1	182156		Hathi
2056	Howard, Blanche Willis,	0.9365079365079365	0.2679144119110209	1899.0	1	83817		Hathi
643	Byng, Lucy Margaret (Greenly) Schomberg.	0.9365079365079364	0.28607549764505236	1921.0	1	78496		Hathi
3835	Stanley, Henry M.	0.936373379767091	3.6913900820703764	1891.0	2	235486		Hathi
1732	Grimwood, Ethel St. Clair.	0.9363636363636363	2.601629561463733	1891.0	1	60283		Hathi
4214	Warburton, Ernest.	0.9363057324840766	2.093574080198776	1920.0	1	26730		Hathi
2098	Huntingdon, Francis John Clarence Westenra Plantagenet Hastings, 15th earl of,	0.9361702127659575	0.700892245430657	1928.0	1	23902		Hathi
2445	Leader, Pauline.	0.9361702127659575	0.1838796848791373	1932.0	1	91107		Hathi
2370	La Fontaine, Jean de,	0.9361702127659575	0.33221739247394405	1896.0	1	50427		Hathi
3203	Pegge, Cecil Denis.	0.9361702127659575	0.9296998501780601	1932.0	1	36039		Hathi
3732	Skeat, Walter William,	0.9361702127659575	1.626873168272258	1901.0	1	20595		Hathi
2118	Hyde, Douglas,	0.9361022364217253	1.1097343121642693	1915.0	1	100534		Hathi
4043	Thornhill, Christopher James,	0.9360613810741687	1.6118478740163873	1937.0	1	86465		Hathi
2689	Mann, Heinrich,	0.9359999999999999	0.2944936582943681	1900.0	1	151294		Hathi
3550	Rutter, Owen,	0.9358638743455499	3.1067356689770618	1937.0	1	87655		Hathi
3759	Smith, J. D. Main (John David Main)	0.9357884796978271	0.7544139234812242	1924.0	1	500350		Hathi
1243	Edler, Karl Erdmann,	0.9357798165137614	0.8982929348483434	1886.0	1	43251		Hathi
34	(Jules), Barbey d'Aurevilly, J.	0.9357798165137614	0.2962640515870495	1933.0	1	131140		Hathi
788	Cieza de León, Pedro de,	0.9356901090635582	5.131299033053213	1918.0	1	184705		Hathi
520	Bremer, Fredrika,	0.9356272792373808	1.2863786776123038	1905.0	2	511904		Hathi
3279	Pontoppidan, Henrik,	0.935483870967742	0.14679655964264365	1896.0	1	75272		Hathi
247	Barbey d'Aurevilly, J.	0.935323383084577	1.1412561710353286	1900.0	1	62777		Hathi
3778	Soissons, Guy Jean Raoul Eugène Charles Emmanuel de Savoie-Carignan,	0.9353049907578553	5.1464410966896175	1911.0	1	74939		Hathi
409	Bishop, Gilbert.	0.9351420757010969	3.0881823899316836	1900.0	2	195754		Hathi
3188	Pawlowska, Yoï.	0.9350234067852896	3.2554502233459353	1916.5	2	58899		Hathi
2582	Lynch, Arthur,	0.9349070267698595	1.3730570053106925	1905.5	2	84835		Hathi
3385	Rasmussen, Knud,	0.9348298808887796	0.659339759551553	1914.5	2	187562		Hathi
2798	Mayo, Katherine,	0.9347181008902079	2.2663411391724204	1929.0	1	53002		Hathi
4314	Whitney, A. D. T.	0.9346733668341707	0.9595356881143501	1888.0	1	73923		Hathi
1529	Garstin, Crosbie,	0.9345314505776641	3.808777946952681	1922.0	1	72902		Hathi
3469	Roberts, C. E. Bechhofer	0.9344978165938864	1.0178948288015246	1917.0	1	80190		Hathi
568	Brown, Hilton,	0.9344262295081968	0.998342453121734	1927.0	1	43558		Hathi
4216	Ward, Artemus,	0.9344262295081966	1.1237221709927243	1906.0	1	38698		Hathi
1800	Halévy, Ludovic,	0.9344262295081966	1.1096147122499722	1901.0	1	39190		Hathi
4078	Traven, B.	0.934239401255348	2.288764198807736	1934.5	2	196597		Hathi
4415	Xiaoxiaosheng.	0.9342105263157894	0.15136513293492024	1939.0	1	178968		Hathi
1344	Faulkner, William,	0.9341160169505908	1.6337335400239714	1934.6666666666667	3	309051		Hathi
4115	Turnbull, A. R. R.	0.9340659340659341	0.6857967722192823	1901.0	1	47297		Hathi
1607	Glover, Archibald Edward,	0.9338235294117647	0.333090373447656	1928.0	1	145534		Hathi
3471	Roberts, Charles G. D.,	0.933781257328414	0.8365634825735484	1914.2	5	315736		Hathi
2246	Joubert, Carl.	0.9337379970314507	4.358254084896638	1905.0	2	182356		Hathi
2462	Legouvé, Ernest,	0.9336099585062243	0.8624899915785613	1893.0	1	99598		Hathi
2139	Irish, William.	0.9333333333333333	0.2371872114879539	1940.0	1	90167		Hathi
1519	Garibaldi, Giuseppe,	0.9333333333333333	1.1489695329347551	1880.0	1	46534		Hathi
3406	Rebek, Lillie.	0.9333333333333333	0.4142307854365929	1893.0	1	38722		Hathi
4224	Warner, Anna Bartlett,	0.9333333333333333	0.24456201740730887	1882.0	1	153034		Hathi
424	Blair, Andrew James Fraser,	0.9328493647912882	3.3361755162766986	1930.0	1	117739		Hathi
3993	Taylor, Susette M	0.9328358208955227	1.184111042873902	1909.0	1	121010		Hathi
4308	White, Woollaston,	0.9327731092436975	0.83016553035904	1908.0	1	51094		Hathi
3863	Stephenson, Nathaniel W.	0.9326424870466321	0.9607573808730606	1901.0	1	71603		Hathi
682	Carette,	0.9323308270676689	2.3062196655195213	1890.0	1	61668		Hathi
2536	Lodge, Thomas,	0.9322784539263719	2.1324713046229324	1912.0	2	122263		Hathi
2828	Mears, A. Garland	0.9322493224932251	1.7740318948494926	1895.0	1	74140		Hathi
90	Aimery de Pierrebourg, Marguerite	0.9322493224932249	1.4098543769939342	1914.0	1	93291		Hathi
2966	Mrs. Burton, Katherine (Kurz),	0.9321739130434784	1.5348303311846807	1939.0	1	133535		Hathi
1816	Hansson, Laura (Mohr),	0.932142857142857	1.6117872244487879	1896.0	1	61921		Hathi
4328	Wilkins, Louisa (Jebb)	0.9320987654320987	1.9287889316212348	1909.0	1	89813		Hathi
98	Aldanov, Mark Aleksandrovich,	0.9319727891156464	0.7580065719198574	1931.0	1	138249		Hathi
489	Bourhill, E. J.,	0.9318181818181818	0.26005942072017907	1908.0	1	60307		Hathi
2878	Miller, Joaquin,	0.9318181818181818	1.3141782709378111	1893.0	1	47736		Hathi
2409	Larrouy, Maurice,	0.9317953861584757	5.292994717590037	1918.0	1	67140		Hathi
2332	Knibbs, Stanley George Curthoys,	0.9314720812182742	1.6607470098239072	1929.0	1	84563		Hathi
4414	Wägner, Wilhelm,	0.9314643740242837	5.367673710287789	1899.75	4	530860		Hathi
3942	Sutherland, James.	0.9314285714285714	0.809683056025953	1912.0	1	77039		Hathi
1806	Hamilton, Harry,	0.931192660550459	1.407594363586581	1936.0	1	110407		Hathi
1504	Gallagher, Frank.	0.9311926605504588	1.0354890719773397	1931.0	1	75041		Hathi
776	Chrislieb, Marie Luise	0.9311926605504586	0.8629765603857222	1930.0	1	90042		Hathi
2016	Holt, Henry,	0.9310344827586207	0.4544202653870918	1892.0	1	113736		Hathi
1257	Eggleston, George Cary,	0.9310344827586206	1.3618284552229951	1898.0	1	60723		Hathi
1358	Ferris, Lynn.	0.9307692307692308	0.7065340400022533	1916.0	1	65584		Hathi
4483	pseud. [i.e. Roger Crétin.]. Vercel, Roger,	0.9307359307359309	1.0221703781185114	1934.0	1	80552		Hathi
1377	Finley, Martha,	0.9307159353348734	2.1962141292862603	1890.0	1	70275		Hathi
380	Bernstein, Hillel.	0.9306930693069306	0.870419241264372	1936.0	1	41360		Hathi
3332	Prévost, Marcel,	0.9306744324384612	1.526352257540641	1914.5	2	165064		Hathi
2203	Jensen, Wilhelm,	0.9305019305019305	0.730799255655742	1895.0	1	126325		Hathi
1040	Davis, Frederick Hadland.	0.9304347826086957	0.6634948794909225	1931.0	1	61780		Hathi
2932	Moore, M.,	0.9302325581395349	0.8318869518789251	1885.0	1	55273		Hathi
2331	Kleiser, Grenville,	0.9302325581395349	0.799605030757659	1909.0	1	115009		Hathi
342	Bell, Walter Dalrymple Maitland,	0.9302325581395348	0.7714202127522422	1923.0	1	79474		Hathi
17	(Francis Downes), Ommanney, F. D.	0.9301498725429044	2.778106136572291	1938.0	2	242498		Hathi
2481	Lester, Emma Service.	0.9299610894941632	1.172923610679943	1915.0	1	78100		Hathi
2790	Maxwell-Scott, Mary Monica,	0.9299363057324848	2.2150803092855864	1908.0	1	101055		Hathi
3697	Sidney, Philip, Sir,	0.9299191374663073	0.475921711152195	1939.0	1	277860		Hathi
4089	Tremearne, Arthur John Newman,	0.9298597194388774	0.8868769199039039	1913.0	1	200551		Hathi
757	Chernova-Kolbasina, Olʹga E.	0.9297752808988763	1.2804281632680479	1936.0	1	99102		Hathi
345	Bellingham, William.	0.9296296296296295	2.412308982129449	1890.0	1	39895		Hathi
4068	Topsell, Edward,	0.9295302013422819	1.8133606684403818	1926.0	1	58576		Hathi
3339	Pullen-Burry, B.	0.9294117647058825	2.1529950083200657	1888.0	1	112578		Hathi
4167	Vikelas, Dēmētrios,	0.9293391177181849	3.9980694409860535	1881.0	2	116077		Hathi
612	Bunner, H. C.	0.9292929292929294	1.0764503711571074	1891.0	1	65563		Hathi
321	Becke, Louis,	0.9292497541185715	58.26360054596404	1904.0689655172414	29	2306641		Hathi
1395	FitzGerald, John D.	0.9291666666666668	0.7837241046323735	1922.0	1	109153		Hathi
1924	Henslowe, J. R.	0.9291338582677167	1.294148074976302	1882.0	1	34979		Hathi
3990	Taylor, Mary Argyle.	0.9291338582677167	1.7417470378836497	1912.0	1	25990		Hathi
180	Atherton, Gertrude Franklin Horn,	0.9291144490099918	9.374171069240537	1904.4285714285713	7	608552		Hathi
3147	Pallander, Edwin.	0.9290565812819771	3.3936691892079516	1898.5	2	187475		Hathi
1556	German, I͡Uriĭ Pavlovich,	0.9290322580645161	0.31420566546538137	1937.0	1	175835		Hathi
3160	Paoli Xavier,	0.9286510590858417	3.134399608930877	1911.0	1	102006		Hathi
2455	Lee-Hamilton, Eugene,	0.9285898457406794	2.2633423326565554	1904.0	2	105897		Hathi
1870	Hastings, George Gordon.	0.9285714285714286	0.44911609437901556	1904.0	1	111111		Hathi
4343	Williams-Ellis, Amabel,	0.9281045751633986	1.0375258491809354	1931.0	1	105126		Hathi
126	Ammers-Küller, Jo van.	0.9280821917808219	0.9376899248154484	1930.0	1	110997		Hathi
4113	Turgenev, Ivan Sergeevich,	0.9280045577150273	16.069050435890112	1904.6	20	1704183		Hathi
58	Abbott, Jane,	0.9279279279279279	0.5266058364176849	1920.0	1	75132		Hathi
2003	Holland, W. A.	0.9278350515463916	1.233029934041074	1898.0	1	56081		Hathi
4064	Tolstoy, Leo, graf,	0.9278327861845764	6.018384328226211	1929.5555555555557	9	1317530		Hathi
2002	Holland, Frederic May,	0.9278131634819534	2.124948807573346	1882.0	1	79006		Hathi
565	Brown, Alice,	0.9276595744680849	0.7222372540604046	1913.0	1	115978		Hathi
4112	Tuohy, Ferdinand,	0.927641099855282	3.040937377838114	1930.0	1	80995		Hathi
2361	Kyne, Peter B.	0.9276018099547512	1.7324651612123254	1922.0	1	136407		Hathi
2072	Hudson, W. H. (William Henry),	0.9275150220303849	2.8717423791352417	1925.0	5	459111		Hathi
1587	Gillham-Thomsett, Richard.	0.9274193548387095	1.7838233296209962	1884.0	1	49555		Hathi
3878	Stevenson, Rennie.	0.9272727272727275	1.834688141694052	1901.0	1	32056		Hathi
164	Arthur, T. S.	0.9272727272727274	0.25728718511096144	1882.0	1	76196		Hathi
3012	Nathan, Robert,	0.9272727272727272	0.5155758036165264	1924.0	1	38024		Hathi
3929	Sullivan, Alan,	0.9271523178807946	1.955407419941496	1940.0	1	55050		Hathi
3306	Price, Alice.	0.9271137026239068	2.394282728947375	1887.0	1	51063		Hathi
896	Corelli, Marie.	0.9270386266094421	0.49354475602178655	1887.0	1	168274		Hathi
1628	Goltz, Horst von der.	0.9269328802039078	5.747236780055272	1918.0	1	72997		Hathi
1992	Hodgson, William Hope,	0.9268407607009829	0.37741802822421516	1921.0	2	195453		Hathi
1739	Growden, Oliver H.	0.926829268292683	0.3480620315921627	1892.0	1	125961		Hathi
3009	Nansen, Peter,	0.926829268292683	0.1317509648262756	1906.0	1	110922		Hathi
1189	Drummond, Hamilton,	0.926806657045851	3.98797580594611	1908.0	3	330699		Hathi
459	Bojer, Johan,	0.9267987465065708	1.4010988209736617	1920.0	4	335531		Hathi
130	Anderson, A. J.	0.9267357960230629	3.473459727449243	1910.5	2	180052		Hathi
3238	Phillips, Alfred R.	0.9266859254520005	1.0621442985127225	1889.0	2	810299		Hathi
43	(Robert Michael), Ballantyne, R. M.	0.9266055045871558	0.38712316263414737	1900.0	1	100361		Hathi
2700	Manunet Banhān, phya.	0.9264705882352939	0.739109494401803	1930.0	1	65587		Hathi
56	Abbott, Charles T.	0.9263157894736842	0.6490558718228715	1899.0	1	52171		Hathi
3541	Russell, Guy,	0.926002055498459	3.408957229127093	1912.0	1	101737		Hathi
1989	Hodgetts, Edith M. S.	0.9259259259259259	0.19561183528538081	1890.0	1	98398		Hathi
3735	Skipper, Mervyn.	0.9259259259259259	0.42199012032822275	1929.0	1	22806		Hathi
508	Bradley-Birt, F. B.	0.9259259259259258	0.23816834993579106	1920.0	1	80816		Hathi
1749	Guest, Francis Harold,	0.9257142857142856	1.722618739041444	1933.0	1	108632		Hathi
785	Churchill, Winston,	0.9255533199195167	1.7044419222306282	1923.0	1	207870		Hathi
1872	Haufe, Ewald,	0.9254385964912284	1.1902596053383347	1902.0	1	68278		Hathi
4434	Youngman, William Ernest.	0.9253731343283581	1.1543670831574646	1882.0	1	62064		Hathi
379	Bernhardt, Sarah,	0.9251700680272108	0.6346975952791388	1921.0	1	82554		Hathi
3005	Nadaud, Marcel,	0.9250000000000002	0.6622835159864476	1918.0	1	43056		Hathi
1401	Fitzpatrick, James Percy,	0.9249999999999999	0.23269800610657917	1908.0	1	61271		Hathi
1746	Guenther, Johannes von,	0.9249999999999998	1.4053858582706937	1928.0	1	182610		Hathi
4183	Voynich, E. L. (Ethel Lillian),	0.9249146757679181	0.8521312791534289	1938.0	1	122560		Hathi
278	Barrett, Wilson,	0.924908424908425	1.7479031426666471	1899.0	1	111343		Hathi
4371	Witt, Karl,	0.9248851211459044	4.153523768461268	1888.0	2	187697		Hathi
441	Bloomfield, J. H.	0.9248826291079812	0.942368652749108	1896.0	1	80565		Hathi
1745	Gubsky, Nikolai,	0.9246703977020951	1.2183044695046616	1930.5	2	264849		Hathi
1423	Forbes, Rosita Torr.	0.9244052444736062	3.763758916454559	1928.5	2	216111		Hathi
3691	Sichel, Edith Helen,	0.924381018724716	8.194975895730089	1901.0	3	396648		Hathi
3301	Preindlsberger-Mrazović, Milena,	0.9243697478991597	0.6106692812762172	1899.0	1	69459		Hathi
395	Bilbo, Jack,	0.924083769633508	2.565870002112316	1937.0	1	53066		Hathi
3161	Paoli, Xavier,	0.9240362811791379	3.0851303378151873	1911.0	1	101902		Hathi
2391	Lancaster, Percival.	0.9236641221374047	1.036763832048752	1915.0	1	90076		Hathi
1366	Field, Isobel,	0.9235668789808917	2.208414963051035	1903.0	1	25340		Hathi
129	Andersen, H. C.	0.9234061152965793	3.2893768323694337	1902.142857142857	7	1628150		Hathi
3330	Pryse, Gerald Spencer,	0.9233449477351918	1.4152310835485202	1932.0	1	72284		Hathi
1010	Danilevskïĭ, Grigovïĭ Petrovich,	0.9232954545454541	2.305641161078222	1917.0	1	108835		Hathi
2812	McFee, William,	0.923218178289751	3.9908108639950592	1932.5	2	349780		Hathi
4402	Wright, Sidney Harry	0.9230769230769236	1.4701353098398888	1911.0	1	104013		Hathi
4150	Velde, M. S. van de,	0.9230769230769232	1.2067012624871833	1891.0	1	46080		Hathi
4348	Williamson, Thames,	0.9230769230769231	0.10380458451019901	1929.0	1	89278		Hathi
2211	Jersey, Margaret Elizabeth Leigh Child-Villiers,	0.9230769230769231	0.10743642123697593	1894.0	1	43130		Hathi
3588	Sanzara, Rahel.	0.9230769230769231	0.07777916841572076	1929.0	1	119151		Hathi
18	(Francis William), Bain, F. W.	0.9230769230769231	0.22701023162604214	1923.0	1	20412		Hathi
3873	Stevens, Augusta De Grasse.	0.9230769230769231	0.7755345637586375	1888.0	1	53774		Hathi
1827	Hardy, Iza Duffus.	0.9230769230769231	0.6280898472315517	1887.0	1	44265		Hathi
3664	Shedlock, Marie L.,	0.923076923076923	0.7571046535511304	1910.0	1	18361		Hathi
3600	Sayce, Conrad Harvey,	0.9223300970873786	0.5334469842247833	1922.0	1	68823		Hathi
1619	Gogolʹ, Nikolaĭ Vasilʹevich,	0.9220307863426612	1.5019584445176315	1919.6666666666667	3	493075		Hathi
3284	Potapenko, I. N.	0.9219908598340979	0.5460771802050588	1892.0	2	110491		Hathi
655	Cahuet, Albéric,	0.9218241042345279	1.2777452786550736	1940.0	1	85641		Hathi
3723	Sir, Sidney, Philip,	0.9216862770945813	0.9488523175909411	1917.0	2	358184		Hathi
218	Bain, R. Nisbet	0.9216046985398825	0.24292237534754135	1898.0	2	149656		Hathi
733	Chamberlain, Basil Hall,	0.9215686274509803	0.6484444033494746	1888.0	1	28034		Hathi
3596	Savi, E. W.	0.9213483146067416	0.480393239430729	1922.0	1	132072		Hathi
998	Dahlke, Paul,	0.9211822660098522	0.9974844310131352	1913.0	1	72540		Hathi
599	Buchanan, Zetton	0.921161825726141	1.078957473136571	1921.0	1	79616		Hathi
1464	Frapan, Ilse,	0.9210526315789473	0.30120880527371474	1893.0	1	44968		Hathi
2402	Langdon, Samuel,	0.9208860759493671	1.1013635833344835	1889.0	1	102269		Hathi
634	Busch, Marie.	0.9203980099502487	0.7852499906736764	1929.0	1	91238		Hathi
3241	Phillips-Wolley, Clive,	0.9203539823008849	1.598390082080294	1883.0	1	50398		Hathi
1495	Futrelle, Jacques,	0.9202453987730062	0.608452172980235	1907.0	1	95488		Hathi
3146	Palacio Valdés, Armando,	0.9201794415951895	1.6624981872107139	1892.5	2	259807		Hathi
1846	Harris, Joel Chandler,	0.9201595654510502	0.7326276643512166	1895.0	2	110060		Hathi
1920	Hennessey, David,	0.9201406013309827	3.4512040459481708	1907.6666666666667	3	291024		Hathi
1615	Goethe, Johann Wolfgang von,	0.9200715568411141	2.37527904497508	1907.0	6	1103461		Hathi
4290	Weyssenhoff, Józef,	0.92	0.2528021988594752	1929.0	1	105747		Hathi
1762	Gwynne, Agnes M.	0.9199999999999999	0.42148447202713246	1900.0	1	63426		Hathi
1021	Daunt, Achilles,	0.9199999999999999	0.7204554038126894	1882.0	1	61843		Hathi
4206	Wallace, Harold Frank,	0.9197396963123646	2.0426290708944093	1908.0	1	80445		Hathi
3817	St. Clair, William.	0.9195710455764075	1.9734086658753878	1901.0	1	67372		Hathi
3820	St. Johnston, Thomas Reginald.	0.9195407724555329	3.9580193603999714	1926.0	2	83430		Hathi
4231	Washburn, Stanley,	0.9195402298850575	0.3661200234054282	1914.0	1	84700		Hathi
1622	Goldman, R. L.	0.9193548387096774	0.2869075542653407	1900.0	1	77026		Hathi
1549	Geddie, John,	0.9190751445086703	0.9013797631459199	1884.0	1	68411		Hathi
4479	pseud. Nadejda,	0.9189873417721521	1.2692050948791866	1926.0	1	110931		Hathi
1208	Duncan, Norman,	0.918918918918919	1.3720678908910238	1905.0	1	28836		Hathi
3916	Stuart, Peter Alan.	0.918918918918919	0.13066536447553312	1927.0	1	100932		Hathi
984	Curtin, Jeremiah,	0.918918918918919	0.8601824006812235	1895.0	1	61328		Hathi
4340	Williams, Henry Llewellyn,	0.9189189189189189	0.39802971471130855	1883.0	1	33134		Hathi
941	Crawford, F. Marion	0.918909826584556	8.114073836668904	1890.8461538461538	13	1386034		Hathi
3297	Poynter, Eleanor Frances.	0.9186046511627908	0.8443444427526758	1890.0	1	72610		Hathi
4100	Trollope, Thomas Adolphus,	0.9180794246036139	2.593229960631962	1880.0	2	333940		Hathi
10	(Colin Metcalfe), Enriquez, C. M.	0.9180327868852458	1.6908373572749749	1939.0	1	51437		Hathi
4462	[Manunet Bahān, phya]	0.9179104477611941	0.7261698001143823	1930.0	1	65774		Hathi
4061	Tolstoy, Aleksey Konstantinovich,	0.9179104477611937	1.6773693567242538	1895.0	1	142375		Hathi
2531	Loch, Joice NanKivell,	0.9178743961352658	0.9743583305237172	1924.0	1	75725		Hathi
2521	Little, Frances Delanoy.	0.9177852348993288	3.4506989316666807	1914.0	1	61564		Hathi
2028	Hooley, Ernest Terah.	0.917763157894737	1.760631415133438	1897.0	1	61545		Hathi
3518	Rosewater, Frank,	0.9175824175824178	0.7438029268526888	1897.0	1	87217		Hathi
3006	Nadejda, pseud.	0.9175257731958761	1.2515302926764194	1926.0	1	110504		Hathi
1206	Dumas, Alexandre,	0.9173825365756513	17.160379242148288	1909.0	13	2365816		Hathi
510	Brady, Cyrus Townsend,	0.9172932330827069	0.8614692248667911	1904.0	1	55030		Hathi
1475	Freeman, Mary Eleanor Wilkins,	0.9172413793103448	0.662699619234085	1898.0	1	77990		Hathi
2684	Malortie, Karl von,	0.9170305676855892	1.8045649990956507	1890.0	1	90465		Hathi
3052	Niemojowski, Ludwik.	0.91699604743083	1.0888227912643593	1883.0	1	82823		Hathi
1041	Davis, Rebecca Harding,	0.9169435215946841	1.1867041719239797	1892.0	1	90409		Hathi
4447	Zola, Émile,	0.9168962446204059	16.927405292476053	1897.04	25	4335889		Hathi
2692	Mann, Thomas,	0.9166935683234932	1.7516107544254316	1933.3333333333333	3	441162		Hathi
1078	Deeney, Daniel.	0.9166666666666667	0.5239852823284169	1900.0	1	24489		Hathi
4202	Walker, William Sylvester.	0.9166666666666666	0.7349018123939859	1899.0	1	104764		Hathi
2298	Ker, Annie.	0.9166666666666666	0.18274729698775355	1910.0	1	46811		Hathi
3798	Spalding, Kenneth Jay,	0.9166666666666666	0.12852439482111983	1931.0	1	66560		Hathi
961	Crooke, William,	0.9166666666666666	0.5332806664445288	1899.0	1	56145		Hathi
771	Chodzko, Alexander,	0.9166666666666666	0.11411893651841912	1896.0	1	74962		Hathi
674	Candler, Edmund,	0.9163987138263665	1.4948238539674026	1912.0	1	74158		Hathi
3731	Sitwell, Sacheverell,	0.9163560911565817	6.863783490259174	1931.3333333333333	3	156590		Hathi
1797	Hallé, Clifford.	0.916	0.9690847180187321	1913.0	1	91953		Hathi
1526	Garnett, Richard,	0.9158880144039349	3.4970958313172	1904.25	4	446542		Hathi
4143	Vance, Wilson J.	0.9158653846153846	1.0358616456933807	1899.0	1	143146		Hathi
162	Arnold, Edwin,	0.9158589090243746	4.334965922145288	1893.3333333333333	3	171752		Hathi
295	Bates, Ralph,	0.9158171136605902	1.800116361034966	1933.5	2	317665		Hathi
3715	Sinnatamby,	0.9156626506024097	1.6693715172793233	1898.0	1	17722		Hathi
2007	Hollway-Calthrop, H. C.	0.9154929577464791	1.9211368344928423	1882.0	1	144904		Hathi
1737	Grousset, Paschal,	0.9150999251644635	1.7356317390605547	1891.0	2	216457		Hathi
2116	Hyatt, Ernest.	0.9150943396226421	2.4214792783653483	1935.0	1	93619		Hathi
1904	Hedemann, Alexandrine von.	0.9149797570850203	2.3917015052855053	1912.0	1	36811		Hathi
4430	Young, Miriam.	0.9148936170212766	1.0113734198146753	1916.0	1	49693		Hathi
2564	Lubbock, Basil,	0.9146757679180888	0.9485409986380416	1906.0	1	110103		Hathi
516	Brantôme, Pierre de Bourdeille,	0.9146730462519941	3.817510200477424	1899.0	1	117086		Hathi
3345	Pushkin, Aleksandr Sergeevich,	0.9145305297442047	1.611123129545918	1919.5	2	176194		Hathi
436	Blennerhassett, Rose.	0.9144827586206898	3.7919810491765404	1893.0	1	68149		Hathi
3565	Sadoc, Lemuel.	0.9142857142857144	0.9713296766735904	1938.0	1	38531		Hathi
1941	Hervey, Walter Lowrie,	0.9137168141592918	1.3038694661338661	1908.0	1	123564		Hathi
3388	Rathborne, St. George,	0.9136904761904758	1.5303956460139259	1897.0	1	78257		Hathi
