	author	intl_frac	weight	pub_date_avg	books	wordcount	ethnicity	corpus
2502	Libbey, Laura Jean,	0.6948657731388133	0.8677287877285011	1891.0	2	176825		Hathi
2876	Miller, George Noyes,	0.6944444444444442	0.44730629131455335	1891.0	1	28687		Hathi
1007	Dane, Clemence.	0.6943898657548861	1.7710100310455843	1925.0	2	434429		Hathi
1776	Hales, A. G.,	0.6940639269406398	0.792654106809052	1937.0	1	98480		Hathi
3016	Neale, W. Johnson (William Johnson),	0.6940063091482637	0.627254774379153	1939.0	1	180137		Hathi
3767	Smith, Sydney,	0.69397640133927	5.23542120166073	1892.5	2	95353		Hathi
3038	Newbolt, Henry John, Sir,	0.6938110749185689	2.3143315901083845	1925.0	1	94565		Hathi
800	Clarke, Violet,	0.6936936936936939	1.0252377420054815	1909.0	1	38591		Hathi
2982	Mure, A H	0.693693693693693	1.3763397179390002	1919.0	1	57493		Hathi
695	Carpentier, Georges,	0.6934306569343063	2.258076763612759	1920.0	1	64877		Hathi
3553	Rybot, Victoria Baker.	0.6933333333333335	0.48996671840312556	1889.0	1	54561		Hathi
3589	Sapper,	0.6933333333333334	0.6918676498561793	1916.0	1	38639		Hathi
991	Cutting, Ceres.	0.6933333333333334	0.765179440787501	1912.0	1	34937		Hathi
1697	Greg, Percy.	0.6931818181818183	0.44474261244815827	1881.0	1	70528		Hathi
3662	Shaw, Margaret.	0.6930693069306921	0.5978401657104121	1939.0	1	180653		Hathi
255	Barker,	0.6930082210828448	3.4871126384808155	1894.5	2	152961		Hathi
4410	Wyllarde, Dolf.	0.6928392863563196	2.557987654161946	1908.0	3	373768		Hathi
4438	Zangwill, Israel,	0.6927970204931134	5.838294511015781	1904.3333333333333	6	1071853		Hathi
4034	Thompson, R. W. (Reginald William)	0.6923076923076927	0.5891305688477383	1931.0	1	62923		Hathi
2537	Loeb, Sophie Irene,	0.6923076923076923	0.1668611036352457	1919.0	1	27770		Hathi
3728	Sitwell, Constance,	0.6923076923076921	0.4076298964548731	1932.0	1	45470		Hathi
1641	Gosse, Edmund,	0.6922814597254773	1.1882585099422398	1904.0	2	116505		Hathi
595	Buchan, John,	0.6922157847825737	12.396595724948096	1922.1	10	1265192		Hathi
1927	Herbert, A. P.	0.6920903954802271	1.659151225619427	1919.0	1	76051		Hathi
3663	Shay, Frank,	0.6918367346938785	1.612840256982706	1934.0	1	108291		Hathi
275	Barrett, Eaton Stannard,	0.6917962977512455	0.9453188094289187	1918.0	2	259052		Hathi
1275	Ellis, Havelock,	0.6914201479620683	2.940483957334934	1911.0	6	237907		Hathi
3408	Reekie, Charles.	0.6911764705882357	0.9110826471955045	1899.0	1	53207		Hathi
3384	Rashleigh, Ralph.	0.6911519198664442	1.7684910170219237	1929.0	1	120729		Hathi
1176	Doyle, Arthur Conan, Sir,	0.6908769149848029	5.6640305080301685	1926.0	5	452297		Hathi
3294	Powys, John Cowper,	0.6908630028836565	1.02626915505871	1932.3333333333333	3	540754		Hathi
1135	Disraeli, Benjamin,	0.6906886133699609	33.57504140702075	1903.8095238095239	21	3808027		Hathi
1141	Dixon, W. Macneile (William Macneile),	0.6903078345033544	0.8890685484113958	1932.0	2	213426		Hathi
2182	Janis, Elsie,	0.6896551724137927	1.482933600288824	1915.0	1	13941		Hathi
617	Burgin, G. B.	0.6895439310394192	2.1830266854445264	1921.5	2	230398		Hathi
4304	White, Maude Valerie.	0.6895338610378234	2.6049029361011034	1914.0	1	155581		Hathi
3852	Steinman, Emma C. C.	0.6888888888888889	0.46449892051245223	1881.0	1	69063		Hathi
2559	Lowndes, Marie Belloc,	0.6886788438206899	1.6853226091357167	1924.0	2	137065		Hathi
2221	Johnson, Pamela Hansford,	0.688607594936708	1.1015380733244837	1940.0	1	127816		Hathi
4036	Thoms, William John,	0.6884176182708002	1.0932952011243002	1924.0	1	399706		Hathi
1152	Dorling, H. Taprell	0.6883719401827092	1.5693620141617854	1916.3333333333333	3	372943		Hathi
1818	Haraden, Beatrice,	0.6882129277566542	0.8981545205120747	1926.0	1	104374		Hathi
4215	Ward, Adolphus William,	0.6880258899676395	2.546136543835045	1892.0	1	216289		Hathi
1522	Garnett, Edward,	0.6879357430203221	3.3866672058576497	1905.5	2	77095		Hathi
4391	Worboise, Emma Jane,	0.6878824969400251	1.2381474806304917	1888.0	1	235200		Hathi
2059	Howard, Mabel,	0.6873508353221959	1.8853835698151387	1899.0	1	79214		Hathi
1265	Eldershaw, M. Barnard.	0.6872138063467232	1.0000520926110066	1934.0	2	188428		Hathi
1267	Elizabeth,	0.6868327402135231	1.066995320316152	1923.0	1	93871		Hathi
2956	Morris, William,	0.6866256753686896	10.129966877350313	1901.5882352941176	17	1569568		Hathi
1454	Francis, Francis.	0.6866235106739826	2.3221424694328565	1887.6666666666667	3	414652		Hathi
204	Aïdé, Hamilton,	0.6864262302308818	3.066365862102819	1886.0	2	119472		Hathi
3943	Sutherland, Joan,	0.6863407057236737	4.21633656237824	1917.5	4	490807		Hathi
1559	Ghosh, Sarath Kumar,	0.6863253402462717	2.7443985397143966	1909.0	1	200404		Hathi
4344	Williamson, A. M.	0.6863155833745246	5.383970205339527	1907.0	3	288641		Hathi
3832	Stanhope-Lovell, W.	0.6860465116279074	0.8714443084528064	1904.0	1	35176		Hathi
68	Adams, Francis William Lauderdale,	0.6860229965010332	2.931128847237529	1894.6666666666667	3	235618		Hathi
3872	Stevens, Alfred,	0.6857142857142858	2.0775078419045294	1908.0	1	6005		Hathi
1958	Hill, Constance,	0.6857142857142836	3.2995551174964968	1904.0	1	68057		Hathi
4287	Westrup, Margaret.	0.6854839064071768	0.7270852305965163	1906.6666666666667	3	285771		Hathi
2279	Kellett, E. E. (Ernest Edward),	0.6853864803942117	2.641588042913303	1929.5	2	152385		Hathi
2508	Lillie, Arthur,	0.6853146853146859	1.2335986187337202	1890.0	1	41319		Hathi
748	Charrière, Isabelle de,	0.6851851851851852	0.9475963208611013	1925.0	1	81249		Hathi
550	Brontë, Patrick Branwell,	0.6847826086956521	1.1517480656068873	1924.0	1	28472		Hathi
433	Bland,	0.6842105263157896	0.6643169138039343	1893.0	1	20389		Hathi
191	Austin, F. Britten (Frederick Britten),	0.6842105263157895	0.5597007254358849	1926.0	1	60500		Hathi
4288	Wethered, Charles,	0.6842105263157895	0.2945216803050385	1884.0	1	45989		Hathi
826	Clutton-Brock, Ellen.	0.6842105263157894	0.3208631730500529	1880.0	1	84427		Hathi
1305	Etienne.	0.6836734693877549	0.9715800309788538	1919.0	1	35953		Hathi
4481	pseud. Rashleigh, Ralph	0.6835016835016835	0.8712571685864061	1929.0	1	121506		Hathi
3868	Stern, G. B. (Gladys Bronwyn),	0.6832785211993005	10.870839610917825	1931.7272727272727	11	1006569		Hathi
3445	Richards, James Brinsley,	0.6830260317089221	2.6292270539025306	1888.3333333333333	3	188517		Hathi
1690	Greener, William Oliver,	0.6829268292682936	0.743605582886082	1895.0	1	58959		Hathi
4213	Warburton, Edward.	0.6829268292682927	0.3262945548017355	1935.0	1	44788		Hathi
3221	Perrault, Charles,	0.6829124572909198	0.35192285384072886	1919.0	3	91796		Hathi
1680	Gray, Maxwell,	0.6826506809420265	2.6406044652954463	1899.3333333333333	3	395554		Hathi
719	Cather, Willa,	0.6826086956521732	2.6400910493486216	1912.0	1	62105		Hathi
2309	Kilpatrick, Florence A.	0.6825568437450479	1.158703761211244	1927.0	2	128687		Hathi
2189	Jeanne,	0.6825396825396826	0.30554994711259664	1899.0	1	73493		Hathi
2239	Jones, Lewis,	0.6823529411764707	0.20146077177075444	1939.0	1	150389		Hathi
4281	Westall, William,	0.6822295810119688	8.247213124052875	1889.6666666666667	6	550373		Hathi
287	Bartlett, Vernon.	0.6821705426356592	1.054414040799942	1917.0	1	43608		Hathi
3192	Peacock, Thomas Love,	0.6818641892803844	11.58086512515703	1892.111111111111	9	446310		Hathi
116	Allen, Grant,	0.6814037447984741	13.36568422599221	1890.888888888889	9	647303		Hathi
2113	Hutton, Edward.	0.6812627291242386	2.430915212373435	1901.0	1	143989		Hathi
2359	Kuppord, Skelton,	0.6810836842216977	2.414526711790936	1901.0	2	137622		Hathi
2903	Moira.	0.6808510638297874	0.5394534358487707	1884.0	1	62110		Hathi
4055	Tilden, William A.	0.6802218114602612	3.7512075374939493	1918.0	1	102812		Hathi
2475	Leonard, Gladys Osborne.	0.6799354284908972	0.1783174603965439	1938.0	2	99928		Hathi
2206	Jepson, Edgar,	0.6795303068949872	1.6780039720881934	1906.0	2	182835		Hathi
938	Crankshaw, Edward.	0.6793478260869562	0.7839205126270703	1940.0	1	83663		Hathi
3619	Scott, P. E. S.	0.6791577156788625	4.986523018289012	1916.0	7	721380		Hathi
749	Charrière, Isabelle de,	0.678733031674208	0.9704511212630357	1925.0	1	81172		Hathi
3270	Plüschow, Gunther,	0.6786885245901649	2.008173884895292	1922.0	1	54136		Hathi
1109	Devi, Shovona.	0.6785714285714286	0.1753460710585291	1915.0	1	56918		Hathi
3334	Puddicombe, Anne Adaliza (Evans),	0.6784452296819785	0.753732690408091	1903.0	1	133831		Hathi
2857	Meynell, Esther.	0.6783575705731348	3.032293036570216	1906.0	1	137414		Hathi
1196	Duchess,	0.6782224665756866	6.317335173393668	1888.0588235294117	17	2232179		Hathi
2908	Money-Coutts, Hugh Burdett,	0.6779141104294479	1.2692353135091197	1913.0	1	91551		Hathi
3968	Taffrail.	0.6777777777777778	0.45265221703461256	1916.0	1	141741		Hathi
1023	Davey, Norman,	0.6777421184320933	2.663296889422922	1921.6666666666667	3	300893		Hathi
1667	Grant, George H. (George Hook),	0.6776315789473679	0.5216845785640762	1934.0	1	103854		Hathi
947	Creyke, Walter,	0.6771488469601682	1.6463388438504107	1890.0	1	103273		Hathi
3748	Smith, Albert,	0.67706326923473	4.4695708459424335	1890.25	4	931471		Hathi
1687	Greene,	0.6769230769230764	1.4942223236757164	1883.0	1	31011		Hathi
3648	Sewell, Elizabeth Missing,	0.6767969500712557	5.4103186448479805	1886.0	7	1785689		Hathi
2422	Lawrence, Charles Edward,	0.6761880546403551	0.688430189765529	1918.0	2	144936		Hathi
4128	Underhill, Evelyn,	0.6760207705136037	2.368457190459558	1906.25	4	381938		Hathi
3547	Russell, William Clark,	0.6759621645937071	30.38226221616938	1893.4117647058824	34	3965851		Hathi
37	(Novelist) Murray, James	0.6758104738154597	1.0761151028802656	1932.0	1	132823		Hathi
994	D'Auvergne, Edmund B.	0.6757990867579908	1.7474161989289745	1915.0	1	89344		Hathi
825	Clutterbuck, Walter J.	0.6757679180887382	1.5744856789893797	1890.0	1	66331		Hathi
4397	Wren, Percival Christopher,	0.6755376845256907	5.597408488879635	1918.5714285714287	7	618953		Hathi
1943	Heslop, Harold,	0.6753246753246751	0.30328363794422636	1934.0	1	90496		Hathi
1699	Grego, Joseph,	0.6742957746478889	1.3294098268892582	1903.0	1	152292		Hathi
1242	Edgeworth, Maria,	0.6735540504990574	12.937819560863344	1900.3333333333333	15	2822836		Hathi
3537	Ruskin, John,	0.6734350323668744	4.607747525326542	1901.6666666666667	3	507365		Hathi
4338	Williams, Charles,	0.6732673267326732	0.4051423020593799	1937.0	1	88859		Hathi
3467	Rives, Amélie,	0.6730769230769227	1.094975934768085	1892.0	1	67709		Hathi
264	Barnett, John.	0.6728624535315986	0.9289781893148211	1915.0	1	103213		Hathi
456	Bodkin, M. McDonnell	0.6727833489153593	2.3683730069863778	1902.6666666666667	3	312615		Hathi
3434	Reynardson, C. T. S. Birch	0.6727272727272736	1.3079268758482916	1887.0	1	74944		Hathi
2723	Marryat, Frederick,	0.6723519674677814	17.611153471424192	1899.5833333333333	24	3770393		Hathi
2499	Leyland, Francis A.	0.6721991701244807	1.2864437017033474	1886.0	1	66775		Hathi
875	Constantine, Murray,	0.6721311475409842	1.2192918668568604	1940.0	1	89162		Hathi
2656	Macleod, Fiona,	0.6721311475409837	0.4503500473599474	1899.0	1	96560		Hathi
3928	Sulieman, Idrees.	0.671875	0.44540334754964095	1881.0	1	51217		Hathi
2944	Morgan, Charles,	0.6718208125364026	2.1559110027474477	1926.6666666666667	3	374458		Hathi
2289	Kennedy, Bart,	0.6718137747930739	3.7085156435677127	1909.5	2	116458		Hathi
2822	McNeile, H. C. (Herman Cyril),	0.6714801444043326	1.098584170729932	1923.0	1	89874		Hathi
2171	James, Henry,	0.6711108086298018	41.22357280658913	1899.9772727272727	44	4186843		Hathi
365	Bensusan, S. L.	0.670731707317073	0.3501007491276306	1907.0	1	83485		Hathi
2725	Marsh, A.	0.6705882352941176	0.3795678330994595	1923.0	1	79821		Hathi
3623	Scott-James, R. A.	0.6704361873990315	3.017010183918146	1910.0	1	73131		Hathi
2154	Jacks, L. P.	0.6704101955096015	1.601177720582341	1918.3333333333333	3	212717		Hathi
1691	Greenhow, H. M.	0.670391061452515	1.601077463146782	1893.0	1	79700		Hathi
1029	Davidson, Lionel.	0.6702127659574465	0.7066275708741161	1930.0	1	94832		Hathi
94	Aitken, J. R.	0.6691176470588239	0.9246728547321162	1913.0	1	52425		Hathi
1578	Gilbert, Rosa M.	0.6690766253195696	2.2853262142091477	1897.0	2	202755		Hathi
2029	Hope, Anthony,	0.6687357173612375	14.090434559988296	1911.9473684210527	19	2087193		Hathi
499	Boyd, Martin,	0.6686893203883473	2.440970831774346	1928.0	1	120324		Hathi
940	Craufurd, Russell.	0.6686838124054462	2.8513208513618546	1909.0	1	82631		Hathi
2324	Kingsley, Henry,	0.6684089108094614	14.732174020382702	1896.1666666666667	12	2568593		Hathi
2420	Lawrence,	0.6683673469387754	0.7403504907333885	1913.0	1	94364		Hathi
2076	Hughes, Richard Arthur Warren,	0.6681974073465193	1.7192236548444273	1928.6666666666667	3	160064		Hathi
2448	Leblanc, Georgette,	0.6673669750293794	2.215759841944884	1916.5	2	69183		Hathi
4083	Treble, Henry Arthur.	0.6673387096774177	1.0646693296161338	1916.0	1	166056		Hathi
2681	Mallock, W. H.	0.6668682602138594	10.577197869045152	1895.6666666666667	9	1056199		Hathi
4374	Wodehouse, P. G. (Pelham Grenville),	0.6666913896130661	4.611839245787832	1930.6	5	596475		Hathi
2612	MacGregor, Barrington.	0.666666666666667	0.3010090196148354	1897.0	1	46182		Hathi
3716	Sinnett, A. P.	0.6666666666666669	0.4496592333138607	1886.0	1	64208		Hathi
2740	Martin, William,	0.6666666666666667	0.23935600781459804	1885.0	1	17870		Hathi
1620	Golding, Harry.	0.6666666666666667	0.29728189182977943	1915.0	1	3597		Hathi
602	Buckle, Elizabeth Braithwaite (Turner)]	0.6666666666666667	1.1662079315312355	1915.0	1	11920		Hathi
703	Carter, E.	0.6666666666666667	0.11075328481737097	1904.0	1	9655		Hathi
4015	Theocritus.	0.6666666666666666	1.6313088709560895	1929.0	1	1311		Hathi
2244	Jones, William Tudor,	0.6666666666666666	0.13703119945046663	1926.0	1	46821		Hathi
743	Charlin, Antoine.	0.6666666666666666	0.3912713875634928	1890.0	1	49193		Hathi
469	Booth, Edward Charles.	0.6666666666666665	0.15656794963060255	1924.0	1	88787		Hathi
778	Christian, Sydney.	0.6666666666666665	0.38912771648897965	1894.0	1	52212		Hathi
4455	[Hawker, Mary Elizabeth]	0.6666666666666664	0.32826104051790655	1891.0	1	42348		Hathi
2230	Johnstone, David Lawson.	0.6666666666666661	0.772286092499204	1894.0	1	109385		Hathi
2859	Meynell, Viola,	0.6666635816094792	1.135821445908814	1917.0	2	208678		Hathi
184	Aulnoy,	0.6661552402723505	5.636685473989059	1901.3333333333333	3	547229		Hathi
3321	Pritchett, V. S. (Victor Sawdon),	0.6660899117548467	0.9706286420775535	1930.5	2	253786		Hathi
2533	Locke, William John,	0.6660703958479942	10.232555329711419	1907.0	10	994792		Hathi
4082	Treble, H. A.	0.6660156249999978	1.0639285148636903	1921.0	1	171532		Hathi
1706	Greville, Violet,	0.6657311234122845	0.8018945270664596	1884.0	2	145118		Hathi
2904	Molesworth,	0.6657288254707556	7.837379128457285	1891.6666666666667	15	960150		Hathi
4331	Wilkinson, Charles Allix	0.6654929577464781	1.7963735214066765	1886.0	1	56352		Hathi
3655	Sharp, Evelyn,	0.665250658811791	1.2239044432748363	1911.0	3	223984		Hathi
2914	Montague, C. E.	0.6651040154111434	2.709895749019617	1911.5	2	217398		Hathi
1669	Grant, James,	0.6650687427117132	16.631799057860057	1887.3636363636363	11	1117361		Hathi
1466	Fraser, Hugh,	0.6648936170212769	1.037939109239009	1904.0	1	129123		Hathi
1095	Dennis, Geoffrey Pomeroy,	0.6648044692737443	0.6671923465308575	1922.0	1	191258		Hathi
494	Bowen, Marjorie,	0.6642427619260994	10.617508710433983	1916.4285714285713	7	781817		Hathi
3592	Satchell, William.	0.6642335766423356	0.3761866696271834	1905.0	1	129809		Hathi
292	Bates, E. Katherine	0.6640199432130869	3.3038377217901447	1898.5	2	158522		Hathi
659	Caird, Mona Alison.	0.6639344262295088	0.605672907456061	1915.0	1	143595		Hathi
48	(Victoria), Sackville-West, V.	0.6637980216991658	2.074423242214029	1923.5	2	114268		Hathi
1175	Doyle, Arthur Conan,	0.6637523763998054	18.664027498690622	1900.75	16	1615798		Hathi
1899	Heath, Christopher.	0.6637478108581409	1.540698437722112	1911.0	1	132101		Hathi
865	Compton, Herbert,	0.6637447772374583	4.402185870314543	1903.3333333333333	3	364879		Hathi
1364	Ffoulkes, Maude M. C.	0.663727959697733	2.4270768025358787	1915.0	1	116607		Hathi
2424	Lawrence, D. H. (David Herbert),	0.6634404203362158	13.285934282520907	1930.1052631578948	19	2201883		Hathi
1132	Dinnis, Enid Maud.	0.6632653061224492	0.5694873790110987	1922.0	1	61338		Hathi
1136	Disraeli, Benjamin, Earl of Beaconsfield,	0.6630308949812883	8.510919459487253	1926.5	6	1073754		Hathi
4241	Watson, Henry Breneton Marriott,	0.662650602409639	0.4260516716718874	1898.0	1	69439		Hathi
698	Carr, William Guy.	0.6623853211009176	1.6058554900027173	1932.0	1	120970		Hathi
1434	Forsyth, Archibald.	0.662269129287599	1.484469023737462	1897.0	1	91003		Hathi
3079	O'Connor, T. P.,	0.6621983914209117	1.9672475125010305	1910.0	1	135166		Hathi
239	Bancroft, Francis.	0.6619718309859148	0.40848549197109574	1921.0	1	123908		Hathi
894	Corbett, Julian Stafford,	0.6619376712370177	1.3256339615348796	1888.0	2	223428		Hathi
852	Collins, Vere H. (Vere Henry),	0.6618705035971213	0.5852751511965645	1924.0	1	169306		Hathi
4182	Voynich, E. L.	0.661870117715143	1.8182234584138877	1906.3333333333333	3	280725		Hathi
2940	Mordaunt, Elinor,	0.6617860692103591	3.1951954238116897	1923.6666666666667	6	840882		Hathi
4451	[Bowen, C E ]	0.661654135338346	1.1965937564849185	1881.0	1	39618		Hathi
4368	Winstanley, Lilian,	0.6616541353383454	0.5773905541004731	1909.0	1	82105		Hathi
1798	Halse, George.	0.6615384615384617	0.35934337711909853	1889.0	1	64475		Hathi
2921	Montrésor, F. F.	0.6612913611326551	1.7349502399386336	1899.6666666666667	3	341377		Hathi
574	Brown, Vincent.	0.6609837233379455	0.7942177615506367	1901.5	2	145290		Hathi
951	Crockett, S. R.	0.6607327933974881	30.875833726426325	1902.4814814814815	27	3048275		Hathi
821	Clough, Arthur Hugh,	0.6606529209622036	2.8526846651614868	1888.0	1	145441		Hathi
1080	Defoe, Daniel,	0.6603651519633357	41.145162099377714	1900.7368421052631	38	6246343		Hathi
202	Ayscough, John,	0.6600615647466359	5.60712750530297	1914.0	4	323087		Hathi
3326	Pryce, D. Hugh	0.6600000000000004	0.45858065833482053	1896.0	1	77727		Hathi
4084	Tree, Herbert Beerbohm,	0.6599999999999999	0.9749835560302319	1916.0	1	54838		Hathi
2115	Huxley, Aldous,	0.6599491205230739	5.058030394504992	1925.8333333333333	6	648038		Hathi
2301	Kernahan, Mary Jean Hickling Gwynne,	0.6599190283400808	0.44492302928084654	1889.0	1	197879		Hathi
3463	Rita.	0.6592117546223644	2.237800920110364	1897.6666666666667	3	346317		Hathi
351	Bengough, Julia M.	0.6590909090909093	0.7787191402865865	1884.0	1	60420		Hathi
214	Bailey, H. C.	0.6588620437634869	5.2927844064416325	1906.4	5	430917		Hathi
705	Carter, Mary Elizabeth.	0.6586450864833061	1.0472951996934943	1886.0	2	102827		Hathi
4421	Yonge, Charlotte M.	0.6585126964920748	53.22640798747719	1889.8793103448277	58	9991987		Hathi
2231	Jones, C. A.	0.6580135432023296	1.5032662840713016	1897.0	2	114722		Hathi
361	Benson, E.F.	0.657853810264386	1.8532210644237328	1903.0	1	123672		Hathi
2677	Malet, Lucas,	0.6576425154014449	2.7870441342741312	1902.0	4	536321		Hathi
621	Burnaby, Fred,	0.6576223985550591	3.7179794360981906	1884.0	2	143566		Hathi
3599	Saxby, Jessie Margaret Edmondston,	0.6574585635359118	1.8539028414657188	1887.0	1	34800		Hathi
1087	Delarue-Mardrus, Lucie,	0.6572212065813524	3.729581954038271	1933.0	1	104555		Hathi
471	Boothby, Guy Newell,	0.6571788724767967	22.663953006280273	1900.7	20	1657915		Hathi
1173	Downie, Walter I.	0.6571428571428563	1.1115953480029113	1912.0	1	56115		Hathi
2602	MacCarthy, Desmond,	0.6568627450980389	0.8092636960111809	1918.0	1	44926		Hathi
4406	Wylde, Henry,	0.6568047337278105	1.4303342520090225	1889.0	1	42115		Hathi
629	Burrard, W. Dutton	0.6567164179104475	0.3476511226069476	1887.0	1	68694		Hathi
2046	Houghton, Claude,	0.6564611015820847	6.005642414042513	1931.3333333333333	6	287619		Hathi
2514	Linklater, Eric,	0.6561789801734756	7.495567971518068	1935.0	5	596936		Hathi
2446	Lean, Florence,	0.6561309307589602	3.2748909590050976	1884.2	5	246179		Hathi
4092	Tressell, Robert,	0.6559999999999996	0.2527649104957035	1914.0	1	176271		Hathi
2670	Majendie, Margaret,	0.655555555555555	1.1518325714463196	1887.0	1	55702		Hathi
390	Bickerdyke, John,	0.6554621848739492	1.1748089629736802	1894.0	1	36105		Hathi
3563	Sackville-West, V. (Victoria),	0.6551724137931034	0.6832734600074868	1932.0	1	45385		Hathi
3572	Saki,	0.6548983074300528	10.836656523937675	1919.0	9	650578		Hathi
177	Asquith, Margot,	0.6545454545454537	0.9094921259426486	1928.0	1	129331		Hathi
3206	Pemberton, Max,	0.6543715517885144	19.830427794962464	1903.0	10	1023931		Hathi
209	Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell,	0.654205607476636	1.37820929239757	1915.0	1	27673		Hathi
2703	Marchant, Bessie,	0.653846153846154	0.629679515951932	1898.0	1	58871		Hathi
84	Aho, Juhani,	0.6538461538461534	0.4420235474530923	1893.0	1	41932		Hathi
4151	Veley, Margaret,	0.653534443298782	0.6966854068612944	1885.5	2	92644		Hathi
2401	Langbridge, Rosamond.	0.6532258064516129	0.4585401239722407	1908.0	1	96390		Hathi
656	Caine, Hall,	0.6530956143623055	8.582231542746888	1897.5	8	1054729		Hathi
2799	Mayor, F. M.	0.6527777777777777	0.7309943932403211	1913.0	1	35108		Hathi
3948	Swan, Annie S.,	0.6525170659007461	2.2138321733045334	1897.75	4	220742		Hathi
1733	Grogan, Gerald,	0.6524822695035468	0.5522694784880804	1915.0	1	91003		Hathi
2220	Johnson, Joseph,	0.6515151515151516	0.8063446522042083	1880.0	1	29175		Hathi
4270	Wemyss, Mary C. E.	0.6511627906976745	0.466276124762494	1911.0	1	32871		Hathi
4031	Thompson, Grace E	0.6510538641686169	2.0113691291894704	1932.0	1	75670		Hathi
3222	Perrin, Alice Robinson,	0.651041666666669	2.3622881812309138	1913.0	1	115882		Hathi
895	Corelli, Marie,	0.6509772601570935	7.0376379668176705	1896.3636363636363	11	1093782		Hathi
3344	Purves, William Laidlaw,	0.6508887653177791	7.733779014842596	1903.0	2	258039		Hathi
2595	Lyulph,	0.6508875739644969	1.9876765994641328	1899.0	1	30306		Hathi
320	Beck, L. Adams (Lily Adams),	0.6507011723930072	5.163626757781186	1930.0	2	273722		Hathi
901	Cory, Vivian.	0.6506024096385541	0.4329918629690623	1903.0	1	68326		Hathi
3673	Sherard, Robert Harborough,	0.6504939107576019	9.50159802965968	1900.2	5	297558		Hathi
38	(Pelham Grenville), Wodehouse, P. G.	0.6501367063030445	1.7624214291630493	1929.5	2	227737		Hathi
2185	Jatakas.	0.6500000000000001	0.23178631051105847	1897.0	1	30756		Hathi
3790	Sothern, E. H.	0.6495687248953839	3.0754657983097218	1917.0	2	271207		Hathi
1624	Goldsmith, Oliver,	0.649505541949269	5.663716081100931	1897.5714285714287	7	1179048		Hathi
2688	Mann, Francis Oscar.	0.6493506493506489	0.4864751692615956	1914.0	1	56418		Hathi
3846	Steele, Anna C.	0.6491228070175434	0.28367964721198835	1896.0	1	71620		Hathi
3211	Penny, F. E.	0.6477885363232541	8.035024241430321	1909.625	8	1163722		Hathi
3614	Scott, Evelyn,	0.6477272727272727	0.4653414676845341	1922.0	1	67406		Hathi
3153	Paltock, Robert,	0.6476239629365349	1.6345779202141035	1905.8	5	776134		Hathi
1828	Hardy, Robina F.	0.6476190476190472	3.1527507178763408	1893.0	1	11871		Hathi
1048	Dawson, Warrington,	0.6474048269367112	1.7658446332198703	1907.0	2	342559		Hathi
747	Charnwood, Godfrey Rathbone Benson,	0.6473684210526323	1.0518729463491268	1906.0	1	64384		Hathi
3126	Oscar, W. N.	0.647058823529412	0.17050153847271396	1899.0	1	142157		Hathi
3947	Swaffer, Hannen.	0.647058823529412	0.8620096452331462	1937.0	1	42177		Hathi
112	Alington, Cyril Argentine,	0.6470588235294119	0.5239739548762502	1921.0	1	23129		Hathi
1518	Gardiner, Frederic John	0.647058823529411	1.2353714171593029	1908.0	1	63765		Hathi
2576	Lumley, Henry.	0.6467065868263475	1.965580671204342	1897.0	1	30284		Hathi
3084	O'Donovan, Gerald,	0.6463816347186346	2.709965625153546	1916.5	2	296822		Hathi
3807	Spender, Lily,	0.6461538461538459	0.5381553525911421	1892.0	1	43052		Hathi
3239	Phillips, E. W.	0.6460176991150439	0.6079397412696981	1895.0	1	66253		Hathi
3694	Sidgwick, Ethel,	0.6459010745282676	2.366292261751561	1914.3333333333333	3	290388		Hathi
1067	De la Roche, Mazo,	0.6458333333333333	0.33767871471741895	1923.0	1	101334		Hathi
442	Bloomfield, Robert.	0.6455696202531644	1.6944781607900188	1880.0	1	16618		Hathi
3527	Rouse, W. H. D.	0.6451612903225807	0.30665419580443126	1900.0	1	36033		Hathi
1235	Eastwick, James.	0.6451612903225805	0.36915911524191736	1895.0	1	29932		Hathi
799	Clarke, Marcus Andrew Hislop,	0.6451364179243045	2.7439211944387782	1893.6666666666667	3	425181		Hathi
2631	Macfarlan, Alexander.	0.6447882597766885	3.0101486005384235	1919.3333333333333	3	235855		Hathi
1452	Francillon, R. E.	0.6447676494787302	3.7221153096811053	1889.0	4	598687		Hathi
64	Acton, Harold,	0.6445312500000002	1.0945051338107228	1928.0	1	83370		Hathi
1338	Farnol, Jeffery,	0.6443771811804768	2.467249216394799	1922.6666666666667	3	221135		Hathi
182	Atkinson, J. C.	0.6443666578050735	3.2281155425258015	1891.6666666666667	3	473683		Hathi
3102	O'Sullivan, Vincent,	0.6438903614187875	1.9425022447817772	1906.3333333333333	3	202712		Hathi
230	Balestier, Charles Wolcott,	0.643478260869565	0.9197754713222889	1892.0	1	44566		Hathi
2271	Keary, Eliza.	0.6433915211970049	1.549625815126957	1882.0	1	92237		Hathi
4052	Tickell, Jerrard,	0.6430379746835442	2.3237966326672375	1936.0	1	121176		Hathi
4207	Walmsley, Leo,	0.6428571428571435	0.32121840668882345	1935.0	1	108746		Hathi
3637	Sellers, Tom.	0.6428571428571429	0.8711895663852443	1927.0	1	5728		Hathi
1861	Hartley, Dorothy.	0.6428571428571428	0.9605506891802197	1930.0	1	88317		Hathi
