	author	spec_nongb_subcountry	weight	pub_date_avg	books	wordcount	ethnicity	corpus
2	Anstey, F.	0.6764705882352946	0.17122249888607602	1882.0	1	118228	White	Prominent
16	Childers, Erskine	0.6603773584905684	2.128835078852136	1903.0	1	133407	White	Prominent
0	Aldington, Richard	0.6587663079279303	11.648676941809216	1933.6666666666667	9	1128464	White	Prominent
100	du Maurier, Daphne	0.6585365853658559	0.5063872530138858	1938.0	1	192825	White	Prominent
22	Disraeli, Benjamin	0.6549118387909288	1.166459676121564	1880.0	1	202639	White	Prominent
95	Wilde, Oscar	0.65175160221641	2.973495809350727	1890.0	3	233308	White	Prominent
61	Moore, George	0.6498977220251433	4.106929809857457	1905.0	2	367171	White	Prominent
62	Munro, Hector Hugh	0.6474301024035762	7.594277643564411	1910.6666666666667	6	321293	White	Prominent
20	Conrad, Joseph	0.6435394085973072	25.625992143586398	1910.3333333333333	24	2659519	White	Prominent
60	Milne, A. A.	0.6428571428571427	0.23470951834756323	1928.0	1	35514	White	Prominent
66	Pater, Walter	0.6420774369913769	4.178005496604369	1886.0	2	184554	White	Prominent
49	Lawrence, D. H.	0.6365348649800383	18.604294933751937	1921.7368421052631	19	2621119	White	Prominent
53	MacDonald, George	0.6315789473684212	0.16806211132685994	1883.0	1	67311	White	Prominent
98	Yeats, William Butler	0.6289807462125867	2.8262936143207904	1895.0	2	54058	White	Prominent
58	Maugham, William Somerset	0.6278596812239878	25.671044510776866	1919.4545454545455	22	2277960	White	Prominent
81	Smith, Stevie	0.6253309867826848	3.8954950346337474	1937.0	2	146889	White	Prominent
40	Household, Geoffrey	0.621621621621622	0.6366529843031948	1939.0	1	69204	White	Prominent
76	Sassoon, Siegfried	0.6209727773915128	3.4005040819847494	1933.0	2	155483	White	Prominent
59	Meredith, George	0.6195652173913043	0.5884289779409406	1885.0	1	186177	White	Prominent
70	Powys, Theodore Francis	0.6132738635252812	4.395479087613774	1928.5294117647059	17	1037683	White	Prominent
89	Waugh, Evelyn	0.6125557202495707	6.683767562814928	1933.0	6	465478	White	Prominent
17	Christie, Agatha	0.60081233700041	1.67798155069729	1930.0	2	166406	White	Prominent
73	Richardson, Dorothy	0.5923289795456628	6.577017426886298	1921.3	10	702486	White	Prominent
54	Macaulay, Rose	0.5902401918075746	25.125773189835744	1923.1875	16	1579123	White	Prominent
87	Warner, Sylvia	0.5897435897435898	0.3865982141955936	1926.0	1	60063	White	Prominent
23	Douglas, Norman [George]	0.5850523552245217	2.3504318401028685	1916.25	4	349347	White	Prominent
27	Galsworthy, John	0.5833000188529364	21.816542746214544	1916.5	28	3031741	White	Prominent
52	Lewis, Wyndham	0.580199184137859	5.099368291171836	1928.6666666666667	6	906827	White	Prominent
91	Wells, H. G.	0.5775611732171447	61.07494454704416	1916.290909090909	55	5514792	White	Prominent
65	Orwell, George	0.5754907694990563	3.1464777723552824	1936.0	4	437617	White	Prominent
99	de la Mare, Walter	0.574712643678162	0.2860243841641538	1921.0	1	181100	White	Prominent
64	Nesbit, Edith	0.5625000000000001	0.2550400463419929	1906.0	1	74704	White	Prominent
12	Buchan, John	0.558522349438724	5.706149585526295	1913.6666666666667	3	253201	White	Prominent
74	Rider Haggard, H.	0.5487551551366426	2.2417464887017093	1886.0	2	278758	White	Prominent
43	Jacobs, W. W.	0.5412844036697245	0.6306127342992732	1901.0	1	102912	White	Prominent
21	Delafield, E. M.	0.5161290322580645	0.963114205476251	1930.0	1	57492	White	Prominent
26	Forster, E. M.	0.5140369579882073	8.449164492318097	1913.375	8	754279	White	Prominent
18	Compton-Burnett, Ivy	0.4820361693405411	2.872888281769595	1930.0	8	777546	White	Prominent
82	Somerville, Edith	0.4715909090909092	0.6322672574931494	1899.0	1	165735	White	Prominent
96	Williams, Charles	0.4670183597001121	2.2147546265361315	1931.3333333333333	3	269757	White	Prominent
78	Schreiner, Olive	0.4366197183098593	0.6548383174087352	1883.0	1	129109	White	Prominent
13	Burnett, Frances Hodgston	0.4146223806873957	1.0247709055195384	1898.5	2	171937	White	Prominent
97	Woolf, Virginia	0.40147304173364595	4.657942992372419	1924.4	10	1205859	White	Prominent
4	Bagnold, Enid	0.38961038961038996	0.5100304392211826	1935.0	1	89887	White	Prominent
