	author	spec_nongb_subcountry	weight	pub_date_avg	books	wordcount	ethnicity	corpus
447	Bloxam, John Francis	1.0	0.2769109401278821	1907.0	1	8997		Hathi
2522	Littlejohn, Harvey,	1.0	0.13869612813518697	1925.0	1	32333		Hathi
1438	Foskett, Edward.	1.0	0.2962387310737878	1900.0	1	6728		Hathi
801	Cleadas,	1.0	0.32336760246574847	1886.0	1	13868		Hathi
2267	Kearton, Richard,	1.0	0.07430043029824805	1923.0	1	33531		Hathi
2375	Lady, Bone, Gertrude Helena Dodd,	1.0	0.08014694316649687	1925.0	1	37302		Hathi
428	Blake, Paul.	1.0	0.29775227563782064	1886.0	1	33469		Hathi
4143	Varty-Smith, Augusta A.	1.0	0.06262640176074222	1891.0	1	55694		Hathi
780	Christie, Mary Elizabeth,	1.0	0.0698351150197773	1880.0	1	49945		Hathi
454	Boden, Frederick C.	1.0	0.17320142007341274	1932.5	2	157033		Hathi
2536	Loeb, Sophie Irene,	1.0	0.16148584483237305	1919.0	1	27770		Hathi
4150	Veness, Molly.	1.0	0.08614408603906962	1928.0	1	92547		Hathi
2807	McDonnel, Emily Fanny Dorothy Osborn,	1.0	0.04060247275636498	1888.0	1	49088		Hathi
3635	Sellers, Tom,	1.0	0.36308492518783897	1934.0	1	8234		Hathi
3932	Summerhays, R. S. (Reginald Sherriff),	1.0	0.03961258843010211	1939.0	1	37736		Hathi
3637	Selous, Edmund,	1.0	0.009696867678624327	1912.0	1	51385		Hathi
3916	Stuckenberg, Viggo Henrik Fog,	1.0	0.21505116342948252	1917.0	1	16219		Hathi
1708	Grey, Edward.	1.0	0.06123230960399524	1891.0	1	56962		Hathi
2613	MacIlwaine, Herbert C.	1.0	0.014121798709503202	1907.0	1	35284		Hathi
3215	Pepys, Samuel,	1.0	0.3547693454368893	1913.0	1	11236		Hathi
1824	Hardinge, William M.	1.0	0.1644494284282286	1886.0	1	60599		Hathi
4056	Tinsley, Lily.	1.0	0.011747855558686073	1886.0	1	84828		Hathi
2303	Kerr, Telkin.	1.0	0.5905594827459656	1904.0	1	56530		Hathi
3388	Raven-Hill, L.	1.0	0.02802438389573178	1902.0	1	17780		Hathi
3369	Radford, Dollie.	1.0	0.6095936607620989	1904.0	1	35965		Hathi
1620	Golding, Harry.	1.0	0.2770495110737342	1915.0	1	3597		Hathi
1182	Drawbell, James Wedgwood,	1.0	0.013273136538788255	1935.0	1	37540		Hathi
3048	Nicholson, John Gambril,	1.0	2.53363950319973	1910.0	1	37366		Hathi
913	Court Treatt, Stella.	1.0	0.022738372938824657	1930.0	1	65740		Hathi
2337	Knocker, Gratiana Longworth.	1.0	0.1634466981317515	1896.0	1	39631		Hathi
3249	Pike, Oliver Gregory.	1.0	0.22290556444561604	1915.0	1	31295		Hathi
2767	Matthews, W. R. (Walter Robert),	1.0	0.08576874871608761	1933.0	1	11619		Hathi
1238	Eberhart, Mignon Good,	1.0	0.045274729035789996	1936.0	1	99050		Hathi
4039	Thorn, Ismay.	1.0	0.5807867487574349	1880.0	1	24022		Hathi
4323	Wild, R.	1.0	0.06413612378248308	1928.0	1	15538		Hathi
1251	Edwards, R. A.	1.0	0.2383042887509212	1933.0	1	48091		Hathi
87	Aikin, Lucy,	1.0	0.11838288089002401	1890.0	1	29463		Hathi
1612	Godfrey, Walter Scott,	1.0	0.08507316811782671	1923.0	1	5857		Hathi
41	(Ralph Hale), Mottram, R. H.	1.0	0.2691753848136254	1930.0	1	16660		Hathi
2747	Mason, E. M.	1.0	0.23019501185736388	1897.0	1	15152		Hathi
3198	Pearson, J. Herbert	1.0	0.27914484351042634	1905.0	1	3570		Hathi
164	Arthur, T. S.	1.0	0.3335076753237922	1882.0	1	76196		Hathi
1531	Garstin, Norman,	1.0	0.028833606021995892	1900.0	1	34562		Hathi
1103	Deulin, Charles,	1.0	1.136529661279858	1887.0	1	5261		Hathi
4171	Visiak, E. H.	1.0	1.7958002450613895	1912.0	1	28579		Hathi
2392	Landseer, Edwin Henry,	1.0	0.1124770983444946	1880.0	1	8860		Hathi
686	Carleton, Henry Guy,	1.0	0.30713388884288745	1884.0	1	9734		Hathi
24	(Harold Alfred), Manhood, H. A.	1.0	0.1922073564457731	1931.0	1	20739		Hathi
3670	Sheppard, Ethel.	1.0	0.129179372346104	1910.0	1	34715		Hathi
2849	Metcalfe, John,	1.0	0.06390580295833155	1932.0	1	7797		Hathi
3757	Smith, Herbert Greenough,	1.0	0.03822190894674712	1895.0	1	39109		Hathi
2825	McSpadden, J. Walker	1.0	0.21039264793845053	1906.0	1	78154		Hathi
3285	Potter, Beatrix,	1.0	1.8149505172255214	1905.3333333333333	3	4722		Hathi
703	Carter, E.	1.0	0.10321564902456987	1904.0	1	9655		Hathi
1143	Dobson, Margaret.	1.0	0.1819579117974405	1935.0	1	13692		Hathi
1111	Dibdin, James C.	1.0	0.3276777365031797	1896.0	1	44098		Hathi
1532	Garstin, Norman.	1.0	0.04265431978879536	1900.0	1	35045		Hathi
3873	Stevens, Frank,	1.0	0.02131150085182571	1903.0	1	46761		Hathi
1996	Hogner, Dorothy Childs.	1.0	0.19269183026698955	1939.0	1	18101		Hathi
1127	Dillwyn, Elizabeth Amy.	1.0	0.32748008562484543	1884.0	1	59340		Hathi
1142	Djurklou, Nils Gabriel,	1.0	0.011987238570647653	1901.0	1	41567		Hathi
416	Black, Clementina.	0.9949238578680204	3.888367307580813	1880.0	1	50489		Hathi
3441	Rice, Elmer,	0.9903846153846155	0.7377416467252574	1930.0	1	70242		Hathi
934	Craik, Georgiana M.	0.9897859192851348	6.594081500082592	1886.25	4	199416		Hathi
56	Abbott, Charles T.	0.9886363636363636	0.8404683065039538	1899.0	1	52171		Hathi
4070	Tozzi, Federigo,	0.9866666666666667	0.8361790907759407	1921.0	1	44692		Hathi
3960	Synge, Margaret Bertha,	0.9821428571428571	0.6368875777709809	1898.0	1	43812		Hathi
577	Browne, J. H. Balfour	0.9818181818181818	0.5955805844229175	1903.0	1	46014		Hathi
4071	Tracy, Don,	0.9814814814814815	0.9163495373759486	1939.0	1	58726		Hathi
4325	Wildenbruch, Ernst von,	0.9813084112149534	2.839467919275362	1887.0	1	37553		Hathi
1211	Dunning, Philip,	0.9776536312849162	1.221810773767227	1928.0	1	72999		Hathi
5	(Aleksandr Sergeevich), Neverov, A. S.	0.9770992366412214	1.5014107989019094	1930.0	1	43475		Hathi
1725	Grigorovich, D. V.	0.975609756097561	0.45878794272552237	1916.0	1	133586		Hathi
2660	Maeterlinck, Maurice,	0.9755123374112057	0.7990238871477785	1910.3333333333333	3	36717		Hathi
171	Ashby-Sterry, J.	0.9753086419753088	0.6861871739765889	1896.0	1	58818		Hathi
3305	Price, Alice.	0.9748427672955972	3.1030489301808255	1887.0	1	51063		Hathi
4377	Wood, Frederick F.	0.9743589743589743	0.7464198767396465	1928.0	1	52069		Hathi
155	Armfield, Anne Constance Smedley.	0.9740259740259741	1.196316392263744	1910.0	1	32071		Hathi
2427	Lawrence, Josephine,	0.9736842105263158	0.2122666196041773	1935.0	1	89201		Hathi
4363	Wilson-Barrett, Alfred.	0.9722222222222222	0.21893846827183844	1906.0	1	81931		Hathi
396	Bilby, Julian W.	0.9722222222222222	0.4646147856397636	1925.0	1	77216		Hathi
3273	Polevoĭ, Petr Nikolaevich,	0.9714285714285714	0.20765847560565232	1893.0	1	83982		Hathi
4014	Theuriet, André,	0.9705882352941178	0.6485204820521295	1900.0	1	26123		Hathi
2062	Howell, Whitfield, G.	0.9705882352941176	1.1294307933269314	1899.0	1	104999		Hathi
3808	Spettigue, H. H.	0.9693251533742325	1.856594613074941	1898.0	1	131238		Hathi
12	(Dmitriĭ Vasilʹevich), Grigorovich, D. V.	0.96875	0.4766813692675687	1926.0	1	133798		Hathi
4233	Watkin, Lawrence Edward,	0.9681528662420381	1.1974429308063608	1938.0	1	65330		Hathi
2497	Ley, Beatrice.	0.9670329670329669	1.809842642968692	1886.0	1	50107		Hathi
4386	Woolf, Leonard,	0.9666666666666667	0.559194701788765	1913.0	1	80195		Hathi
3576	Salter, Peter King.	0.9655172413793103	0.2823024425490802	1887.0	1	51186		Hathi
1916	Henderson, B. L. K.	0.9655172413793103	0.3679823985004896	1921.0	1	39268		Hathi
430	Blakeborough, Richard,	0.9655172413793103	0.5210750720968315	1924.0	1	83193		Hathi
524	Bretherton, Ralph Harold.	0.9652850534453183	0.24041750528121386	1911.5	2	173578		Hathi
973	Cuming, Edward William Diron,	0.9651162790697673	0.781071313324868	1897.0	1	109725		Hathi
4211	Warburton, Edward.	0.9642857142857143	0.31150440472115537	1935.0	1	44788		Hathi
298	Batley, Dorothea Sibella.	0.9642857142857143	0.8243225570842603	1922.0	1	16925		Hathi
466	Bone, Gertrude,	0.962962962962963	0.3813426041833668	1921.0	1	70558		Hathi
503	Bradby, G. F.	0.9629629629629629	0.8811876599046979	1913.0	1	45802		Hathi
2599	MacBride, MacKenzie.	0.9622641509433962	0.46846835166933737	1908.0	1	56372		Hathi
77	Adolph, Karl,	0.9620253164556962	0.622733544915011	1922.0	1	63211		Hathi
4067	Tourneur,Nigel.	0.9615384615384616	0.2889830958581058	1898.0	1	44830		Hathi
3908	Stribling, T. S. (Thomas Sigismund),	0.9613636363636364	1.2086484048066277	1931.0	1	181393		Hathi
2799	McArthur, Alexander, of Glasgow.	0.9603960396039602	0.4234773779001613	1935.0	1	118839		Hathi
1884	Hawtrey, Valentina.	0.9600000000000001	0.5572345314375139	1906.0	1	89419		Hathi
4158	Vernède, R. E.	0.96	0.1372367068233954	1908.0	1	90769		Hathi
1915	Hely-Hutchinson, M.,	0.96	0.3568987949933466	1900.0	1	34903		Hathi
567	Brown, George Douglas,	0.959663988118917	0.5643485704595363	1919.5	2	218954		Hathi
3122	Orme, Joseph.	0.9594594594594595	0.9189343895150707	1881.0	1	40125		Hathi
1347	Fawcett, Edgar,	0.9585585585585586	1.9328316268604875	1898.0	1	143076		Hathi
2975	Munford, George Frederick.	0.957894736842105	1.656146765036755	1922.0	1	28582		Hathi
2218	Jocelyn, Robert,	0.9565217391304347	0.2913880384012347	1893.0	1	39330		Hathi
2380	Lagerlöf, Selma,	0.9565217391304347	1.2097021853528644	1933.0	1	161052		Hathi
4336	Williams, Charles,	0.9558823529411766	0.3813074770737408	1937.0	1	88859		Hathi
1202	Duffy, Bella.	0.955056179775281	0.78727379439159	1883.0	1	56329		Hathi
2298	Ker, Annie.	0.9545454545454546	0.23417611255163187	1910.0	1	46811		Hathi
3878	Stewart, Charles D.	0.9540229885057473	0.516770360643631	1905.0	1	83886		Hathi
1798	Halse, George.	0.9534883720930234	0.33231116655514187	1889.0	1	64475		Hathi
2805	McCracken, L. A. M. Priestley,	0.9523809523809523	0.30512770708273806	1918.0	1	34293		Hathi
1461	Frankland, Edward Percy,	0.9517241379310345	1.1399621975983523	1940.0	1	126758		Hathi
3964	Sītā Debī,	0.9514563106796116	1.1912119395508651	1922.0	1	43084		Hathi
3467	Rives, Hallie Erminie,	0.951219512195122	0.6291720163939185	1897.0	1	32470		Hathi
715	Castle, Agnes (Sweetman),	0.951086956521739	1.1753843799205725	1907.0	1	78002		Hathi
3176	Paterson, Arthur,	0.9507042253521126	4.055028664153199	1894.0	1	52346		Hathi
3049	Nicholson, Meredith.	0.9505347593582887	3.665361435016833	1908.0	1	101684		Hathi
2571	Lucas, Reginald Jaffray,	0.9500000000000001	0.5417881651286974	1894.0	1	55181		Hathi
3506	Romains, Jules,	0.95	0.452595359053624	1914.0	1	44037		Hathi
3861	Stephenson, Nathaniel W.	0.9499999999999998	1.2525905090554872	1901.0	1	71603		Hathi
1831	Hare, Francis Augustus.	0.9498174541784417	4.547274257798766	1894.5	2	192198		Hathi
1130	Dimock, Florence.	0.9494949494949495	0.5062456360356002	1932.0	1	97441		Hathi
3141	Packard, Frank Lucius,	0.9494949494949495	0.5831274206320191	1914.0	1	84594		Hathi
1901	Hecht, Ben,	0.9488372093023254	1.7264917376021591	1924.0	1	62050		Hathi
3483	Robertson, William.	0.9487951807228916	1.330139723732381	1890.0	1	124368		Hathi
1500	G., I. H.	0.9487179487179487	0.6745814656499578	1885.0	1	28807		Hathi
3633	Sell, Frank Reginald.	0.9484126984126985	1.9419259744488064	1928.0	1	64660		Hathi
3996	Tearle, Christian	0.948387096774194	1.6721795520694311	1913.0	1	138560		Hathi
509	Bradshaw, John,	0.9481268011527378	2.221320456160187	1885.0	1	77837		Hathi
3938	Sutcliffe, Halliwell,	0.947989983680306	1.7649751189944143	1914.1666666666667	6	732440		Hathi
2588	Lyrienne, Richard de,	0.9479553903345725	2.3001318583938324	1897.0	1	58273		Hathi
2725	Marsh, Ngaio,	0.9473684210526316	0.12806489506467508	1935.0	1	73925		Hathi
866	Compton-Burnett, I. (Ivy),	0.946851718239524	0.1035094136959773	1929.0	2	129909		Hathi
3538	Russell, Dora.	0.946236559139785	0.6349782091445136	1883.0	1	72978		Hathi
1775	Hales, A. G. (Alfred Greenwood),	0.9461883408071746	0.9990828801670864	1920.0	1	111217		Hathi
2935	Moorehead, Warren King,	0.9459459459459462	2.0663200992631974	1891.0	1	89222		Hathi
1506	Gallichan, Walter M.	0.945832164890634	0.8595492891142494	1900.0	2	174553		Hathi
1153	Dorrington, Albert.	0.945054945054945	1.0326324904490112	1911.0	1	87820		Hathi
1595	Giovanni Fiorentino,	0.9450549450549445	2.608361833269703	1901.0	1	52151		Hathi
3484	Robey, George,	0.9444444444444444	0.17328574948780856	1924.0	1	51758		Hathi
1098	Dering, Edward Heneage,	0.9444444444444444	0.6090890872165201	1894.0	1	103076		Hathi
2951	Morley, George,	0.9444444444444444	0.24946939869798626	1897.0	1	35952		Hathi
186	Austen, Jane,	0.9433416644476492	11.230682215352656	1920.875	16	3011373		Hathi
3272	Polevoĭ,	0.9428571428571428	0.23106424774182033	1901.0	1	75475		Hathi
4339	Williams, Herbert Darkin,	0.9420289855072465	0.9210725386707114	1925.0	1	37327		Hathi
2931	Moore, M.,	0.9416666666666667	1.081772754870069	1885.0	1	55273		Hathi
2590	Lyster, Annette.	0.9411764705882358	0.6925962707829181	1883.0	1	85612		Hathi
3348	Pyle, Howard,	0.9411764705882354	0.18907912535461083	1915.0	1	89599		Hathi
803	Cleaver, Hylton.	0.9411764705882354	0.09070966863339708	1928.0	1	93382		Hathi
1446	Fox, John,	0.9411764705882353	1.5957369169647333	1920.0	1	53083		Hathi
1989	Hodgetts, Edith M. S.	0.94	0.2531929234669968	1890.0	1	98398		Hathi
1738	Grove, Frederick Philip,	0.9395973154362417	0.5741810513700525	1933.0	1	129302		Hathi
1576	Gifford, Humfrey,	0.9387755102040816	0.4267159015264598	1933.0	1	57217		Hathi
1614	Goetel, Ferdynand,	0.9387755102040816	1.1452952311492375	1931.0	1	63954		Hathi
3431	Restif de La Bretonne,	0.9385298199483084	1.1543177505948417	1928.5	2	241993		Hathi
946	Cresswell, Henry.	0.9382323255893011	1.409816738547254	1888.3333333333333	3	259753		Hathi
4340	Williams, J. Grenfell.	0.9375	0.36519162938944194	1937.0	1	65492		Hathi
4398	Wright, Harold Bell,	0.9375	0.4968244742827865	1929.0	1	48140		Hathi
2514	Linnankoski, Johannes,	0.9374999999999999	0.09789504568699843	1920.0	1	81438		Hathi
1596	Giovanni,	0.9372693726937267	2.586772875529508	1909.0	1	52201		Hathi
1654	Graham, Angus.	0.9363636363636365	1.0456149492220779	1939.0	1	104838		Hathi
4357	Wilson, Harry Leon,	0.9361111111111116	1.2473730151232523	1936.0	1	143805		Hathi
3850	Steinman, Emma C. C.	0.935483870967742	0.4473156369010739	1881.0	1	69063		Hathi
4144	Vaughan, Arthur Owen.	0.9354838709677419	0.2725448595615253	1904.0	1	56675		Hathi
4004	Terry, Eleanore S.	0.9354838709677419	0.4815738087497879	1904.0	1	96225		Hathi
4149	Veley, Margaret,	0.9352475592084774	0.6364809151989357	1885.5	2	92644		Hathi
4301	White, Jessie.	0.9349112426035503	1.700351934770469	1914.0	1	49524		Hathi
1822	Harding, E. F.	0.9347826086956521	0.38244953530962456	1914.0	1	59931		Hathi
1126	Dillwyn, E. A.	0.9345926971671839	0.4369491394643001	1883.5	2	101619		Hathi
3700	Sime, William,	0.9344262295081968	0.649015337496429	1884.0	1	46832		Hathi
3811	Sprigge, Samuel Squire,	0.9340659340659339	0.6088746160281476	1899.0	1	74470		Hathi
52	880-01	0.9333333333333333	0.14689956927203093	1905.0	1	152637		Hathi
1495	Futrelle, Jacques,	0.9333333333333332	0.782726958884014	1907.0	1	95488		Hathi
495	Bower, Marian.	0.9333333333333331	0.42410269633014974	1925.0	1	52870		Hathi
4010	Thayer, John Adams,	0.9328358208955226	3.0499111602073263	1911.0	1	43784		Hathi
2498	Leyland, Francis A.	0.9320987654320987	1.2088403503992522	1886.0	1	66775		Hathi
2444	Leader, Pauline.	0.9318181818181819	0.24064052168668584	1932.0	1	91107		Hathi
405	Birkenfeld, Günther,	0.9310344827586207	0.27158464880496974	1935.0	1	53206		Hathi
3682	Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich),	0.9310344827586207	0.6139763256561381	1931.0	1	70605		Hathi
2859	Meynell, Viola.	0.9308176100628931	1.0731671781657957	1927.0	1	73824		Hathi
4170	Virgil	0.930817610062893	3.8992761965209017	1893.0	1	20318		Hathi
4031	Thompson, Mary Wolfe,	0.930656934306569	1.6397664125932565	1935.0	1	83260		Hathi
4191	Wadia, Ardaser Sorabjee N.,	0.9302949061662212	2.9468215083789278	1921.0	1	63070		Hathi
4312	Whitney, A. D. T.	0.9301075268817207	1.2537218388579525	1888.0	1	73923		Hathi
2673	Makower, Stanley Victor.	0.9299999999999999	0.9634059274286749	1895.0	1	51720		Hathi
2006	Hollis, Margery.	0.9298179244320923	1.4456489495266975	1890.5	2	90815		Hathi
3412	Rees, Rosemary,	0.9285714285714286	1.772972791476516	1900.0	1	102298		Hathi
2485	Letts, E. F.	0.9285714285714286	0.4362464262447407	1903.0	1	111934		Hathi
3681	Shipton, Helen.	0.9285714285714286	0.14580059858554825	1893.0	1	47845		Hathi
4075	Trask, Katrina,	0.9285714285714286	0.8798977849805187	1907.0	1	7928		Hathi
1106	Devereux, Blanche.	0.9285714285714286	0.9018137084364682	1922.0	1	46412		Hathi
2774	Matz, Bertram Waldron,	0.9285714285714286	1.0361168887006962	1922.0	1	40396		Hathi
2377	Laffan, De Courcy,	0.9285714285714286	0.12076222001775389	1891.0	1	57765		Hathi
4069	Toynbee, William.	0.9285714285714285	0.7842416682771846	1890.0	1	17790		Hathi
4222	Warner, Anna Bartlett,	0.9285714285714285	0.31908469670320894	1882.0	1	153034		Hathi
4197	Walker, E. O.	0.9280575539568345	0.8832046168350699	1899.0	1	78419		Hathi
519	Brebner, Percy James,	0.9275926518516101	0.720849986337435	1905.0	2	178343		Hathi
4239	Watson, Henry Breneton Marriott,	0.9272727272727269	0.3946635897929999	1898.0	1	69439		Hathi
3301	Prescott, H. F. M. (Hilda Frances Margaret),	0.926984126984127	1.243552060632763	1925.0	1	126216		Hathi
265	Barns, H. E.	0.9268292682926829	0.25242132841128534	1924.0	1	80933		Hathi
3999	Templeman, Francis.	0.9257950530035337	1.2836256615463189	1902.0	1	109854		Hathi
3607	Schnitzler, Arthur,	0.9255823486702148	1.6102982805746253	1920.0	2	140476		Hathi
131	Anderson, Sherwood,	0.9250790053294229	3.8618728814950205	1926.3333333333333	3	211656		Hathi
986	Curtois, Margaret Anne.	0.9246649276368784	0.0886050065410166	1890.0	2	144508		Hathi
2870	Middleton, Thomas.	0.9242424242424241	0.5290464119618948	1906.0	1	62161		Hathi
2938	Moravia, Alberto,	0.923913043478261	0.2046233989710267	1938.0	1	224027		Hathi
2688	Mann, Heinrich,	0.9230769230769237	0.38532925854914885	1900.0	1	151294		Hathi
2114	Hutton, Samuel King,	0.9230769230769232	1.107169401632038	1919.0	1	52655		Hathi
2125	I. R.	0.9230769230769231	3.35743693645223	1887.0	1	36657		Hathi
1039	Davis, Ellis James.	0.9230769230769231	0.09645535906932283	1898.0	1	67156		Hathi
614	Burgess, Elizabeth.	0.9230769230769231	0.4066262456785589	1880.0	1	15930		Hathi
830	Cobbleigh, Tom,	0.9230769230769231	0.144202050170513	1892.0	1	44920		Hathi
3450	Richmond, E. J.	0.923076923076923	0.2384171700710164	1892.0	1	27169		Hathi
2143	Irving, W.	0.923076923076923	0.34027926526893487	1908.0	1	19036		Hathi
238	Bamford, Samuel,	0.9219858156028379	0.6988408775120764	1893.0	1	100533		Hathi
4079	Trease, Geoffrey,	0.9218750000000002	0.6861057019865123	1937.0	1	46479		Hathi
3488	Robinson, Edith,	0.9218106995884766	1.7893842047241624	1902.0	1	67666		Hathi
2053	Housman, Clemence.	0.9214441728460996	1.7118516209016956	1896.0	2	41530		Hathi
1257	Eggleston, George Cary,	0.9212962962962964	1.7724270188212006	1898.0	1	60723		Hathi
44	(Robert Sutherland), Rattray, R. S.	0.9212598425196846	0.39154028152206516	1930.0	1	161620		Hathi
2275	Keith, Leslie	0.9211560523861472	0.5118709950993657	1894.5	2	120029		Hathi
1052	Dàuli, Gian,	0.9211009174311926	1.5924416958190937	1937.0	1	170530		Hathi
2465	Leigh, Alfred.	0.9210526315789475	0.6377256945929579	1882.0	1	59381		Hathi
1256	Eggleston, Edward,	0.9207920792079208	0.5421267705728453	1895.0	1	92830		Hathi
1842	Harris, Edwin.	0.9207691016414551	3.681819550113103	1911.6666666666667	3	193649		Hathi
2624	Macdonald, Frederika.	0.9206349206349207	0.5484334424152657	1914.0	1	57238		Hathi
2512	Lindsay, Norman,	0.9204584733126137	0.7075967359535784	1934.5	2	188649		Hathi
4215	Ward, Christopher,	0.9204244031830238	2.081949812597322	1932.0	1	180455		Hathi
299	Batten, Harry Mortimer,	0.9200000000000002	0.17568350104580466	1922.0	1	70905		Hathi
181	Atkey, Bertram,	0.92	0.16714531165420288	1908.0	1	74527		Hathi
2716	Marlowe, Christopher.	0.9195402298850572	0.8820256871683835	1926.0	1	49148		Hathi
959	Cronin, Bernard.	0.9191799974876392	1.427174617086805	1920.0	3	357694		Hathi
1823	Harding, Ellison.	0.9185185185185187	0.9049159704705039	1908.0	1	74335		Hathi
1358	Ferris, Lynn.	0.9173553719008264	0.9192958499877942	1916.0	1	65584		Hathi
2184	Jaques, E. T.	0.917355371900826	1.2504548834865727	1910.0	1	144646		Hathi
1419	Footner, Hulbert,	0.917197452229299	0.9211533314051171	1926.0	1	84925		Hathi
19	(Frank Byron), Jevons, F. B.	0.9166737490202744	0.16937518084988748	1928.5	2	70601		Hathi
3079	O'Connor, William Frederick Travers,	0.9166666666666667	1.0113996829729175	1906.0	1	53207		Hathi
3410	Rees, Alfred Wellesley,	0.9166666666666666	0.06343527921230381	1905.0	1	94258		Hathi
2773	Matz, B. W.	0.9166666666666666	1.0366557977945097	1921.0	1	40375		Hathi
954	Crofts, John.	0.9166666666666666	0.1380577822210421	1886.0	1	43310		Hathi
2106	Hutchinson, Vere.	0.9166666666666666	0.24810815776233258	1925.0	1	96398		Hathi
642	Buxton, Bertha H. (Leopold),	0.9166666666666666	0.138998129762497	1883.0	1	43017		Hathi
1184	Drayton, Michael,	0.9166666666666666	0.9465383169215341	1924.0	1	6317		Hathi
4482	Ānanda Āchārya.	0.9166666666666666	0.25675380230132827	1919.0	1	23288		Hathi
366	Bentley, Phyllis Eleanor,	0.9166666666666666	0.29358059327056757	1934.0	1	162934		Hathi
1827	Hardy, Iza Duffus.	0.9166666666666666	0.8104754385622952	1887.0	1	44265		Hathi
207	Bacci, Pietro Giacomo,	0.9159561510353226	2.6893865031350956	1902.0	1	152110		Hathi
2527	Lloyd, John Uri,	0.9156976744186046	1.2046165935241326	1900.0	1	142291		Hathi
817	Clifford, W. K.,	0.9152732425223254	4.226636986378669	1890.3333333333333	3	132536		Hathi
3218	Perlesvaus.	0.9152542372881356	0.2997944054649714	1898.0	1	98061		Hathi
4454	[Higgenbotham, John C.]	0.9148936170212766	0.37297706041356327	1905.0	1	125578		Hathi
208	Bacci, Pietro Glacomo,	0.9145299145299184	2.675465215798602	1902.0	1	152529		Hathi
3537	Russ, R P	0.9142857142857144	0.7857610713606465	1938.0	1	88778		Hathi
3832	Stanley, Caroline Abbot,	0.9138576779026215	0.9894320741696551	1906.0	1	134460		Hathi
2952	Morris, Clara,	0.9137254901960801	0.7839952250912148	1902.0	1	162067		Hathi
3578	Saltykov, Mikhail Evgrafovich,	0.9136468968974175	2.430266891967144	1926.5	4	398788		Hathi
376	Berkekey, George Charles Grantley Fitzhardinge,	0.9127516778523495	0.4659041512139818	1897.0	1	159352		Hathi
83	Ahearn, Daniel.	0.9122807017543856	0.826312267517227	1930.0	1	68743		Hathi
2260	Kauffman, Reginald Wright,	0.9122137404580142	0.8626459947171268	1916.0	1	151334		Hathi
3950	Swinburne, Algernon Charles,	0.9119897962073336	1.243626132105554	1915.0	2	146832		Hathi
1350	Fendall, Percy.	0.9117647058823527	0.6675585370260769	1886.0	1	50756		Hathi
3545	Russell, T. Baron.	0.9111111111111111	0.22397224663352056	1899.0	1	100112		Hathi
3993	Taylor, Una.	0.9107142857142857	1.100896336988173	1899.0	1	50692		Hathi
4063	Tolstoĭ, Ilʹi͡a Lʹvovich,	0.9107142857142855	1.626446640085235	1914.0	1	85780		Hathi
2525	Lloyd, J. H.	0.9104477611940297	0.2907738525557386	1927.0	1	114812		Hathi
3395	Raymond, Walter,	0.9101289703503271	0.6054974297425508	1913.3333333333333	3	196901		Hathi
3585	Sanders, Ella Katharine.	0.9099526066350713	1.194113443529439	1897.0	1	88045		Hathi
1428	Forde, Gertrude.	0.90986201947044	4.838714251371467	1882.5	2	103150		Hathi
1636	Gordon, R. K. (Robert Kay),	0.9098360655737705	0.37994070245858075	1934.0	1	159997		Hathi
3323	Proust, Marcel,	0.9098360655737703	0.9385131317740025	1924.0	1	129544		Hathi
927	Cozzens, James Gould,	0.9096771025808541	2.9988410164208377	1931.0	2	51508		Hathi
858	Colomb,	0.90909090909091	0.7915290694738135	1882.0	1	83095		Hathi
1086	Delannoy, Burford.	0.9090909090909095	0.18107664615042515	1900.0	1	121076		Hathi
1525	Garnett, Martha Roscoe,	0.9090909090909094	0.20432846846454625	1931.0	1	107298		Hathi
584	Bruce, Mary (Grant),	0.9090909090909092	0.45640301456379107	1913.0	1	84064		Hathi
3796	Spalding, Kenneth Jay,	0.9090909090909092	0.16469378011800548	1931.0	1	66560		Hathi
4244	Watt, Findlay.	0.9090909090909092	0.283178228343293	1913.0	1	58066		Hathi
742	Charleton, R. J.	0.9090909090909092	0.646455515495892	1897.0	1	76307		Hathi
942	Crawford, J. H.	0.9090909090909091	0.07575686250625048	1900.0	1	72350		Hathi
3740	Slow, Edward.	0.9090909090909091	0.21818434784949736	1899.0	1	50242		Hathi
261	Barnard, Frederick,	0.9090909090909091	0.11571366145897402	1883.0	1	47367		Hathi
4019	Thomas, Annie,	0.9090008242599137	1.9332704067807716	1887.25	4	412809		Hathi
678	Cantacuzène-Altieri, Olga,	0.9080459770114945	1.2629404207767503	1894.0	1	68649		Hathi
1288	Emery, J. Inman.	0.9080459770114939	0.7711497651487016	1925.0	1	112429		Hathi
1732	Grimwood, Ethel St. Clair.	0.9077669902912625	3.405416134141258	1891.0	1	60283		Hathi
4410	Wynne, Catherine Simpson.	0.9074074074074074	0.445572250086442	1887.0	1	60387		Hathi
3857	Stephen, Harry Lushington,	0.9071038251366119	1.989919011345803	1899.0	1	91646		Hathi
2363	Kúnos, Ignácz,	0.9070894983483427	0.3336871020143792	1903.3333333333333	3	263260		Hathi
4120	Twells, Julia Helen (Watts)	0.9068100358422938	1.7323910605552277	1904.0	1	160493		Hathi
4224	Warner, Susan,	0.9055944055944057	0.764161759589183	1884.0	1	186487		Hathi
