	author	occurs_100k	weight	pub_date_avg	books	wordcount	ethnicity	corpus
1419	Footner, Hulbert,	227.2593464821906	1.0	1926.0	1	84925		Hathi
3618	Scott, Michael,	227.18498500282087	1.0	1894.0	1	134692		Hathi
3942	Sutherland, James.	227.15767338620668	1.0	1912.0	1	77039		Hathi
2602	MacCarthy, Desmond,	227.04002136847225	1.0	1918.0	1	44926		Hathi
1624	Goldsmith, Oliver,	226.99474074240968	7.0	1897.5714285714287	7	1179048		Hathi
2441	Le Rossignol, James Edward,	226.89200364723555	1.0	1915.0	1	94318		Hathi
1154	Dos Passos, John,	226.73759483735938	1.0	1920.0	1	34401		Hathi
828	Cobb, Thomas,	226.6028408738662	7.0	1901.0	7	400423		Hathi
4134	Vachell, Horace Annesley.	226.37887686866864	1.0	1908.0	1	95857		Hathi
762	Chesterton, G. K. (Gilbert Keith),	226.3619501799965	8.0	1930.375	8	922138		Hathi
318	Beaumont, Cyril W. (Cyril William),	226.29823725583572	1.0	1931.0	1	33584		Hathi
1484	Friedlander, Gerald,	226.22345337026798	1.0	1918.0	1	21660		Hathi
2220	Johnson, Joseph,	226.2210796915168	1.0	1880.0	1	29175		Hathi
1252	Edwardson, E.	226.14939848922867	1.0	1899.0	1	42892		Hathi
4317	Whyte-Melville, G. J.	226.08433413821152	28.0	1898.75	28	4278267		Hathi
3345	Pushkin, Aleksandr Sergeevich,	226.00138345653116	2.0	1919.5	2	176194		Hathi
3187	Pawley, Edith Muriel (Phillips) Mrs.	225.9312270076531	1.0	1935.0	1	84539		Hathi
157	Armstrong, Alexander,	225.83447077801205	1.0	1896.0	1	40295		Hathi
814	Clifford, E.	225.58429586247976	1.0	1905.0	1	92205		Hathi
3562	Sackville-West, V.	225.4695884194831	2.0	1921.5	2	123367		Hathi
717	Castle, Agnes,	225.45187642436193	6.0	1912.3333333333333	6	585533		Hathi
4113	Turgenev, Ivan Sergeevich,	225.40968860446347	20.0	1904.6	20	1704183		Hathi
2222	Johnson, R. Brimley (Reginald Brimley),	225.3670501359325	4.0	1928.0	4	278232		Hathi
363	Benson, Robert Hugh,	225.34018230858504	7.0	1909.5714285714287	7	910168		Hathi
3908	Stretton, Hesba,	225.24983332785308	4.0	1890.5	4	416037		Hathi
4319	Wickwar, John William,	225.2389358982167	1.0	1919.0	1	49281		Hathi
3415	Reeve, James Knapp,	225.09848058525583	1.0	1897.0	1	46202		Hathi
4265	Wells, Charles,	225.08572896052706	1.0	1891.0	1	66197		Hathi
680	Capes, Bernard Edward Joseph,	224.99878615568218	7.0	1912.0	7	759724		Hathi
2077	Hughes, Thomas,	224.94489325395736	3.0	1894.3333333333333	3	272544		Hathi
4239	Watson, Gilbert,	224.94148007984174	3.0	1904.0	3	291662		Hathi
4041	Thorn, Ismay.	224.79393888935132	1.0	1880.0	1	24022		Hathi
1604	Gleig, Charles,	224.76759031161728	1.0	1898.0	1	111226		Hathi
4471	comte de, Gobineau, Arthur,	224.73569815780064	1.0	1926.0	1	94778		Hathi
3678	Shew, E. L.	224.64076842635274	1.0	1894.0	1	51638		Hathi
1201	Duffus, R. L. (Robert Luther),	224.62975847331293	1.0	1931.0	1	100610		Hathi
3625	Scully, W. C.	224.5934058223204	3.0	1899.6666666666667	3	227635		Hathi
883	Coolidge, Susan,	224.5835579168917	1.0	1918.0	1	77922		Hathi
4404	Wyatt, Horace,	224.56617897243945	1.0	1914.0	1	14695		Hathi
850	Collins, Mabel,	224.4121377695384	1.0	1893.0	1	40996		Hathi
2560	Lowry, H. D.	224.3533345064229	1.0	1898.0	1	45464		Hathi
4397	Wren, Percival Christopher,	224.33721439574973	7.0	1918.5714285714287	7	618953		Hathi
2331	Kleiser, Grenville,	224.3302698049717	1.0	1909.0	1	115009		Hathi
794	Clarke, Austin,	224.32759537777272	1.0	1936.0	1	129721		Hathi
4370	Winter, Keith,	224.28262542602684	1.0	1936.0	1	136435		Hathi
3197	Peard, Frances Mary.	224.1537599408609	1.0	1900.0	1	83871		Hathi
3536	Runciman, Walter Runciman,	224.07568778787444	1.0	1904.0	1	80330		Hathi
2752	Massinger, Philip,	223.70588745339478	1.0	1893.0	1	57665		Hathi
372	Beresford, J. D. (John Davys),	223.6531223725487	7.0	1927.7142857142858	7	673098		Hathi
3819	St. Johnston, Alfred,	223.64655338236548	2.0	1891.0	2	279425		Hathi
2669	Maitland, Julia Charlotte,	223.39769926047637	1.0	1882.0	1	38944		Hathi
4443	Zilahy, Lajos,	223.2550100344717	1.0	1931.0	1	208282		Hathi
4035	Thompson, Sylvia,	223.24512165119708	2.0	1929.5	2	199291		Hathi
3650	Seymour, Beatrice Kean (Stapleton) Mrs.	223.16169733776573	1.0	1923.0	1	152804		Hathi
1289	Enault, Louis,	222.9800629590764	1.0	1880.0	1	30496		Hathi
244	Baptist, R. Hernekin, pseud.	222.9774684864506	1.0	1931.0	1	55611		Hathi
3995	Taylor, Una.	222.91485836029364	1.0	1899.0	1	50692		Hathi
2804	McCarthy, Michael J. F.	222.80551825174012	1.0	1904.0	1	229348		Hathi
4266	Wells, David Dwight,	222.77454052751	1.0	1901.0	1	120301		Hathi
267	Baron, Dunsany, Edward John Moreton Drax Plunkett,	222.63925185388825	5.0	1933.6	5	367868		Hathi
873	Conrad, Joseph,	222.63728416184134	9.0	1921.2222222222222	9	785356		Hathi
3216	Pepys, Samuel,	222.49911000356005	1.0	1913.0	1	11236		Hathi
3902	Straus, Ralph.	222.46836631246904	1.0	1909.0	1	106532		Hathi
3	(Alan Alexander), Milne, A. A.	222.45312372087236	2.0	1928.5	2	453902		Hathi
1776	Hales, A. G.,	222.380178716491	1.0	1937.0	1	98480		Hathi
2241	Jones, Rufus M.	222.3262344956706	1.0	1911.0	1	25638		Hathi
3528	Rowe, Richard,	221.9807890757902	3.0	1880.6666666666667	3	265535		Hathi
1281	Elrington, H.	221.90950422169317	1.0	1920.0	1	18476		Hathi
4326	Wilde, Oscar,	221.84715658380077	8.0	1902.5	8	531539		Hathi
1184	Drayton, Michael,	221.62418869716632	1.0	1924.0	1	6317		Hathi
2887	Minney, R. J.	221.56321368919814	1.0	1921.0	1	58674		Hathi
456	Bodkin, M. McDonnell	221.48341377685745	3.0	1902.6666666666667	3	312615		Hathi
3694	Sidgwick, Ethel,	221.28882848288234	3.0	1914.3333333333333	3	290388		Hathi
4211	Walsh, J. M. (James Morgan),	221.1934736138807	2.0	1916.5	2	178416		Hathi
4378	Wood, Eric,	220.79721889460438	1.0	1920.0	1	85146		Hathi
2490	Lewis, D. B. Wyndham (Dominic Bevan Wyndham),	220.70940177313125	1.0	1936.0	1	134113		Hathi
3335	Puddicombe, Anne Adaliza Evans,	220.70269119607562	2.0	1903.0	2	245684		Hathi
393	Bierce, Ambrose,	220.68726901168876	3.0	1905.0	3	205455		Hathi
1703	Grenfell, Anna,	220.61712351536733	1.0	1920.0	1	33089		Hathi
1659	Grahame, Kenneth,	220.5184748326884	1.0	1894.0	1	38999		Hathi
818	Clifford, W. K., Mrs.,	220.45405990230026	2.0	1905.0	2	231933		Hathi
1463	Franzos, Karl Emil,	220.42345795422514	1.0	1890.0	1	81661		Hathi
634	Busch, Marie.	220.30294394879286	1.0	1929.0	1	91238		Hathi
1736	Grosvenor,	220.28619148648053	1.0	1906.0	1	110765		Hathi
3359	Quiller-Couch, Arthur Thomas,	220.23209366226365	8.0	1891.5	8	613729		Hathi
2583	Lynch, Bohun,	220.21159461917742	1.0	1919.0	1	62667		Hathi
2597	M. de (Bernard Le Bovier), Fontenelle,	220.1430930104565	1.0	1929.0	1	36340		Hathi
938	Crankshaw, Edward.	219.9299570897528	1.0	1940.0	1	83663		Hathi
1395	FitzGerald, John D.	219.87485456194548	1.0	1922.0	1	109153		Hathi
1229	E. W.	219.7222710493935	1.0	1887.0	1	11378		Hathi
614	Burgess, Elizabeth.	219.71123666038935	1.0	1880.0	1	15930		Hathi
893	Copping, Arthur Edward,	219.45743369853332	1.0	1917.0	1	59237		Hathi
1602	Glanville, Ernest,	219.4418390641854	1.0	1897.0	1	113014		Hathi
3906	Street, George Slythe,	219.37636217982708	4.0	1894.5	4	138776		Hathi
3380	Randolph,	219.36985869511258	3.0	1882.0	3	175469		Hathi
173	Ashford, Daisy.	219.2113653904611	2.0	1919.5	2	86078		Hathi
2883	Milman, Constance.	219.19628030554642	1.0	1892.0	1	30110		Hathi
3867	Stern, G. B.	219.16551665508442	3.0	1917.3333333333333	3	468992		Hathi
995	D'Avigdor, Elim Henry,	219.04814066335547	2.0	1886.0	2	191862		Hathi
3997	Tchernavin, Tatiana.	219.01623533194058	1.0	1936.0	1	99536		Hathi
1090	Dell, Ethel M.	219.01045514196497	1.0	1917.0	1	115063		Hathi
2453	Lee, R.,	218.96821574765187	1.0	1887.0	1	132896		Hathi
351	Bengough, Julia M.	218.47070506454827	1.0	1884.0	1	60420		Hathi
3189	Payn, James,	218.40772131787963	16.0	1890.4375	16	1639068		Hathi
4445	Zola, Emile,	218.31665481525346	2.0	1925.0	2	490309		Hathi
2371	La Motte-Fouqué, Friedrich Heinrich Karl,	218.2705234268563	2.0	1902.5	2	103533		Hathi
1055	De Fonblanque, Albany,	218.19239096126796	2.0	1886.0	2	93802		Hathi
4057	Tinayre, Marcelle,	218.11502697738524	1.0	1913.0	1	52266		Hathi
963	Cross, Ruth,	218.08192750872843	1.0	1930.0	1	95377		Hathi
750	Charteris, Leslie,	217.78148903487298	3.0	1932.6666666666667	3	280558		Hathi
1914	Helston, John,	217.6523084627595	1.0	1914.0	1	155753		Hathi
3377	Ramaswami Raju, P. V.	217.64896024135345	1.0	1886.0	1	92810		Hathi
3873	Stevens, Augusta De Grasse.	217.57726782459935	1.0	1888.0	1	53774		Hathi
475	Borden, Mary.	217.43937697837737	3.0	1930.6666666666667	3	347304		Hathi
577	Browne, J. H. Balfour	217.32516190724576	1.0	1903.0	1	46014		Hathi
4256	Webster, F. A. M.	217.25609061681496	1.0	1918.0	1	114151		Hathi
1454	Francis, Francis.	217.1600672229622	3.0	1887.6666666666667	3	414652		Hathi
1726	Grimble, Augustus,	217.0432307418607	1.0	1894.0	1	56210		Hathi
609	Bullivant, Cecil Henry.	216.98057507232704	1.0	1919.0	1	67748		Hathi
3648	Sewell, Elizabeth Missing,	216.83888467134585	7.0	1886.0	7	1785689		Hathi
2230	Johnstone, David Lawson.	216.66590483155775	1.0	1894.0	1	109385		Hathi
1537	Gaskell, Catherine Milnes.	216.61495228616553	1.0	1904.0	1	85405		Hathi
1133	Dionis,	216.606498194946	1.0	1888.0	1	18005		Hathi
1654	Graham, Angus.	216.52454262767267	1.0	1939.0	1	104838		Hathi
342	Bell, Walter Dalrymple Maitland,	216.4229811007371	1.0	1923.0	1	79474		Hathi
2634	Machen, Arthur,	216.32567219668968	4.0	1911.75	4	307035		Hathi
3641	Sergeant, Adeline,	216.29146743991703	3.0	1895.3333333333333	3	268299		Hathi
2074	Hueffer, Oliver Madox,	216.2291232771307	1.0	1931.0	1	75383		Hathi
3372	Rae, Milne.	216.19673903251916	1.0	1912.0	1	122111		Hathi
1929	Herbert, A. P. (Alan Patrick), Sir,	216.18185578875514	2.0	1927.0	2	150301		Hathi
2622	Macaulay, Rose.	216.1631802049712	1.0	1906.0	1	130457		Hathi
1873	Hauff, Wilhelm,	215.98552313250357	1.0	1914.0	1	154177		Hathi
1978	Hobbes, John Oliver,	215.8385604795164	11.0	1900.8181818181818	11	1028382		Hathi
3013	Nazarbekean, Awetis,	215.7547680869741	1.0	1899.0	1	107066		Hathi
2384	Laing, S.	215.7109473305767	1.0	1886.0	1	66756		Hathi
4478	pseud. Eldershaw, M. Barnard,	215.212264150944	1.0	1936.0	1	101760		Hathi
1565	Gibbs, A. Hamilton	215.0888943341775	1.0	1911.0	1	73458		Hathi
699	Carrel, Frederic.	214.98146418685099	2.0	1896.5	2	283021		Hathi
2252	Jókai, Mór,	214.86095385370257	8.0	1900.25	8	782307		Hathi
1197	Duckworth, Francis Robinson Gladstone.	214.85466741196186	1.0	1912.0	1	57248		Hathi
991	Cutting, Ceres.	214.6721241091107	1.0	1912.0	1	34937		Hathi
2026	Hood, Tom,	214.56224637343243	1.0	1883.0	1	192951		Hathi
916	Coutts, Henry Thomas,	214.54623471358062	1.0	1914.0	1	23305		Hathi
4395	Wotton, Mabel E.	214.51221786980048	1.0	1887.0	1	64332		Hathi
3228	Petronius Arbiter	214.35189666855652	1.0	1923.0	1	72311		Hathi
3831	Stanford, Hope.	214.3376583610824	1.0	1884.0	1	52254		Hathi
3332	Prévost, Marcel,	214.1100922208273	2.0	1914.5	2	165064		Hathi
3979	Tanūkhī, al-Muḥassin ibn ʻAlī,	214.08569940088546	1.0	1921.0	1	122848		Hathi
3991	Taylor, Meadows,	213.89614919076328	7.0	1904.5714285714287	7	1771153		Hathi
3543	Russell, John,	213.8551010731465	1.0	1928.0	1	103341		Hathi
783	Chrétien,	213.75252505408258	2.0	1913.0	2	446774		Hathi
1937	Hermes.	213.5743909404722	1.0	1917.0	1	40267		Hathi
2891	Mitchell, James Leslie,	213.54161656775108	1.0	1933.0	1	103961		Hathi
2050	Houlson, Jane Harvey.	213.45989229485645	1.0	1934.0	1	92289		Hathi
4209	Walpole, Hugh,	213.4267439768894	7.0	1916.5714285714287	7	904007		Hathi
1586	Gill, Tom,	213.3438905567838	1.0	1935.0	1	90933		Hathi
1372	Findlater, Mary,	213.10856850389595	3.0	1913.0	3	240641		Hathi
1534	Gascoigne, Gwendolen Trench,	212.97030943333175	1.0	1893.0	1	47894		Hathi
4129	Undset, Sigrid,	212.83050992214822	2.0	1930.5	2	229307		Hathi
4017	Thiess, Frank,	212.66077075796687	1.0	1928.0	1	127433		Hathi
98	Aldanov, Mark Aleksandrovich,	212.6597660742576	1.0	1931.0	1	138249		Hathi
4181	Von Hutten,	212.63162554015088	2.0	1915.5	2	259878		Hathi
4024	Thomas, Helen.	212.59902305686998	1.0	1931.0	1	39511		Hathi
4330	Wilkins, W. H.	212.59818291964424	2.0	1894.0	2	106495		Hathi
3154	Panferov, Fedor Ivanovich,	212.5313216878075	2.0	1935.0	2	310050		Hathi
3074	O'Brien, Florence Roma Muir Wilson,	212.4935995903741	1.0	1919.0	1	78120		Hathi
2985	Murray, David Christie,	212.42964872171618	11.0	1893.909090909091	11	839792		Hathi
2053	Housman, Clemence.	212.4278714400308	2.0	1896.0	2	41530		Hathi
3664	Shedlock, Marie L.,	212.40673165949548	1.0	1910.0	1	18361		Hathi
3140	Oxley, J. Macdonald	212.21780708266044	1.0	1895.0	1	114505		Hathi
2842	Meredith, George,	212.17326351052773	13.0	1895.076923076923	13	1549429		Hathi
3704	Simpson, Bertram Lenox,	212.14678823801157	2.0	1910.5	2	308402		Hathi
553	Brooke, Henry,	211.76954617944568	2.0	1907.5	2	451222		Hathi
85	Aicard, Jean,	211.7411790846773	1.0	1910.0	1	153017		Hathi
350	Benét, Stephen Vincent,	211.72801533597556	1.0	1926.0	1	69901		Hathi
1985	Hockley, W. B.	211.72459304883463	1.0	1891.0	1	181840		Hathi
3759	Smith, J. D. Main (John David Main)	211.65184370940034	1.0	1924.0	1	500350		Hathi
1684	Green, Leonard.	211.58322629953074	2.0	1917.5	2	32984		Hathi
3334	Puddicombe, Anne Adaliza (Evans),	211.46072285195496	1.0	1903.0	1	133831		Hathi
1563	Gibbon, Perceval,	211.36561627796186	5.0	1919.4	5	551212		Hathi
329	Beerbohm, Max, Sir,	211.2600908893303	3.0	1925.6666666666667	3	141069		Hathi
3719	Sir, Besant, Walter,	211.24671365584658	1.0	1900.0	1	195506		Hathi
1065	De Wet, Oloff.	211.22406924028007	1.0	1938.0	1	116464		Hathi
3212	Penny, Fanny Emily Farr.	211.1922593850301	1.0	1936.0	1	107485		Hathi
4060	Todd, W. Hogarth.	211.18286963141207	1.0	1927.0	1	40723		Hathi
626	Burnham, David,	211.16621340585465	1.0	1931.0	1	156275		Hathi
1283	Elton, Godfrey Elton, baron,	211.14487443024385	1.0	1928.0	1	89512		Hathi
2304	Kettle, Rosa Mackenzie,	210.8960798140457	1.0	1883.0	1	153156		Hathi
2231	Jones, C. A.	210.87169172440963	2.0	1897.0	2	114722		Hathi
3039	Newland, Simpson,	210.86043025399033	2.0	1906.0	2	313976		Hathi
3125	Osbourne, Lloyd,	210.84598950179756	2.0	1904.0	2	189119		Hathi
879	Cook, Emily Constance (Baird),	210.8108108108114	1.0	1903.0	1	55500		Hathi
82	Aguilar, Grace,	210.55647067249137	1.0	1902.0	1	209445		Hathi
4307	White, William Hale,	210.51781945688614	7.0	1900.0	7	479401		Hathi
3080	O'Connor, William Frederick Travers,	210.49861860281555	1.0	1906.0	1	53207		Hathi
212	Bagot, A. G.	210.3896723600562	2.0	1889.0	2	196195		Hathi
1564	Gibbons, Stella,	210.24465771324057	5.0	1936.4	5	682171		Hathi
1803	Hamilton, Cicely,	210.22867017228083	2.0	1920.5	2	147046		Hathi
1284	Elvester,	210.21728493503213	1.0	1883.0	1	55181		Hathi
4087	Tregellas, John Tabois,	209.99752944083028	1.0	1890.0	1	24286		Hathi
334	Belgrave, Dalrymple J.	209.99464719526782	1.0	1891.0	1	72859		Hathi
3092	O'Meara, Kathleen,	209.79252015329718	1.0	1888.0	1	60536		Hathi
3539	Russell, Dora.	209.65222395790505	1.0	1883.0	1	72978		Hathi
1964	Hilton, Harold H.	209.4041500095184	1.0	1907.0	1	52530		Hathi
2544	Longman, V. I.	209.3120610260939	1.0	1913.0	1	107495		Hathi
2865	Middlemass, Jean.	209.2792046396022	2.0	1884.0	2	89952		Hathi
3463	Rita.	209.27268875172027	3.0	1897.6666666666667	3	346317		Hathi
2769	Maturin, Charles Robert,	209.2028105024035	1.0	1892.0	1	94645		Hathi
2232	Jones, Cecelia Anne.	209.19389437481172	1.0	1897.0	1	56407		Hathi
49	(Vikentiĭ Vikentʹevich), Veresaev, V. V.	209.12746318881395	1.0	1927.0	1	105199		Hathi
2149	Ishikawa, Masamochi,	209.0691670494322	1.0	1912.0	1	63137		Hathi
619	Burke, Fielding,	209.04655097784655	1.0	1932.0	1	203304		Hathi
1433	Forster, Francis.	209.00847645487823	1.0	1894.0	1	94733		Hathi
665	Cambridge, Ada,	208.81902337519577	5.0	1895.8	5	366304		Hathi
3518	Rosewater, Frank,	208.67491429423208	1.0	1897.0	1	87217		Hathi
156	Armour, Margaret.	208.65575945169098	1.0	1898.0	1	72368		Hathi
1690	Greener, William Oliver,	208.6195491782431	1.0	1895.0	1	58959		Hathi
1630	Goncourt, Edmond de,	208.47749396678384	4.0	1901.5	4	295890		Hathi
1253	Edwords, Clarence Edgar,	208.41666491231817	1.0	1893.0	1	95002		Hathi
770	Chirikov, E. N. (Evgeniĭ Nikolaevich),	208.241027913159	1.0	1930.0	1	45140		Hathi
3700	Silberrad, Una Lucy,	208.18402102317305	1.0	1911.0	1	117204		Hathi
1999	Hole, Christina.	208.1284226670432	2.0	1935.0	2	123225		Hathi
2029	Hope, Anthony,	208.05739050259123	19.0	1911.9473684210527	19	2087193		Hathi
2084	Hullah, Mary E.	207.99236224768146	1.0	1888.0	1	58656		Hathi
3986	Taylor, C. E.	207.9080668329932	1.0	1890.0	1	52908		Hathi
3845	Steel, Flora Annie Webster,	207.7759026699944	8.0	1909.0	8	1014750		Hathi
2420	Lawrence,	207.70632868466782	1.0	1913.0	1	94364		Hathi
158	Armstrong, Anthony,	207.62820330498576	1.0	1934.0	1	35159		Hathi
303	Baum, Vicki,	207.6102663733029	3.0	1937.0	3	461998		Hathi
2100	Hurst, Fannie,	207.4120872758075	3.0	1926.0	3	389637		Hathi
2700	Manunet Banhān, phya.	207.3581654901119	1.0	1930.0	1	65587		Hathi
846	Collins, Dale,	207.33861019441886	2.0	1913.5	2	153509		Hathi
2928	Moore, Frank Frankfort,	207.3286299745671	4.0	1906.5	4	331881		Hathi
1668	Grant, James L.	207.13340727773254	1.0	1933.0	1	74831		Hathi
3653	Shannon, W. F.	207.09078860172332	1.0	1899.0	1	48288		Hathi
1948	Hémon, Louis,	207.04642288804118	1.0	1924.0	1	58441		Hathi
1503	Gale, Norman,	206.98329410886822	2.0	1899.0	2	40783		Hathi
1952	Hickey, Emily Henrietta,	206.97781648650064	1.0	1908.0	1	97595		Hathi
2529	Loane, A. E.	206.81603380219056	1.0	1912.0	1	89935		Hathi
2505	Lie, J. L. I.	206.66558768970256	1.0	1892.0	1	80323		Hathi
3487	Robins, Elizabeth,	206.65076697923922	1.0	1923.0	1	147592		Hathi
1453	Francis, Francis,	206.40497573594809	1.0	1880.0	1	109009		Hathi
4201	Walker, William Sylvester,	206.3067439972597	3.0	1905.0	3	266538		Hathi
2729	Marsh-Caldwell, Anne,	206.26289143071457	1.0	1882.0	1	197321		Hathi
915	Courtney, W. L.	206.25376996867266	1.0	1913.0	1	51393		Hathi
4202	Walker, William Sylvester.	206.17769462792543	1.0	1899.0	1	104764		Hathi
3243	Phillpotts, Eden,	206.0806515853348	50.0	1912.14	50	5608574		Hathi
231	Balfour, Frederic Henry.	205.9343484183386	2.0	1890.0	2	127716		Hathi
2723	Marryat, Frederick,	205.86803577250123	24.0	1899.5833333333333	24	3770393		Hathi
2001	Holland, Clive,	205.79713112656037	1.0	1911.0	1	97669		Hathi
1780	Hall, Anna Maria Fielding,	205.64209186861513	1.0	1892.0	1	264051		Hathi
139	Anstruther-Thomson, Clementina,	205.59376284960936	1.0	1924.0	1	124031		Hathi
3025	Nesbitt, Lewis Mariano,	205.57769977723618	1.0	1937.0	1	151281		Hathi
2251	J©đkai, M©đr,	205.53009975926284	2.0	1910.0	2	194562		Hathi
4221	Ward, Wilfrid,	205.43856970336407	1.0	1913.0	1	144082		Hathi
4199	Walker, E. O.	205.30738724033694	1.0	1899.0	1	78419		Hathi
4233	Wast, Hugo,	205.20941195520396	2.0	1929.5	2	169029		Hathi
2968	Mrs., McLaren, Jack,	205.20713094780064	1.0	1935.0	1	62376		Hathi
2799	Mayor, F. M.	205.08146291443538	1.0	1913.0	1	35108		Hathi
2203	Jensen, Wilhelm,	205.0267168019	1.0	1895.0	1	126325		Hathi
70	Adams, Herbert,	205.0070598457692	1.0	1926.0	1	73656		Hathi
3090	O'Higgins, Harvey Jerrold,	205.00555223370608	1.0	1927.0	1	58535		Hathi
3230	Pettie, George,	204.99747885522243	2.0	1923.0	2	186113		Hathi
2730	Marshall, Archibald,	204.89099566339382	5.0	1913.6	5	723166		Hathi
527	Bridges, Colonel,	204.8515679680433	1.0	1892.0	1	58579		Hathi
871	Connor, Ralph,	204.73951174017034	2.0	1907.0	2	137686		Hathi
993	D'Arcy, Ella.	204.5040376363103	2.0	1896.5	2	115385		Hathi
3123	Orme, Joseph.	204.36137071651083	1.0	1881.0	1	40125		Hathi
4007	Terton, Alice.	204.31990659661355	1.0	1902.0	1	95928		Hathi
3892	Strachery, Ray,	204.2148255752753	1.0	1907.0	1	47499		Hathi
1993	Hoffmann, E. T. A.	204.14877887317968	1.0	1892.0	1	252267		Hathi
1455	Francis, John Cyril,	203.99490012749692	1.0	1895.0	1	23530		Hathi
647	Cabell, James Branch,	203.97712322305415	4.0	1924.0	4	310899		Hathi
2881	Mills, Arthur,	203.96847399897024	1.0	1915.0	1	50498		Hathi
2820	McKishnie, Archie P.,	203.82059627923365	1.0	1925.0	1	96163		Hathi
331	Behn, Aphra,	203.758729164109	2.0	1910.0	2	371308		Hathi
4462	[Manunet Bahān, phya]	203.7279168060329	1.0	1930.0	1	65774		Hathi
4229	Warre Cornish, Francis,	203.62630189304315	1.0	1900.0	1	102639		Hathi
972	Cuming, Edward William Dirom,	203.5143022923508	1.0	1893.0	1	115471		Hathi
429	Blake, William,	203.37013364323073	1.0	1893.0	1	13768		Hathi
1011	Dante Alighieri,	203.29612318005215	3.0	1892.3333333333333	3	236763		Hathi
3784	Somerville, E. ¿.	203.28364182772376	2.0	1920.0	2	147350		Hathi
383	Best, James William,	203.17337461300346	1.0	1931.0	1	62016		Hathi
3512	Rook, Clarence,	203.15457413249248	1.0	1901.0	1	79250		Hathi
970	Cumberland, Gerald,	203.02498359841786	1.0	1921.0	1	112794		Hathi
420	Blackburne, Gertrude Mary Ireland.	202.9426686960937	1.0	1888.0	1	43362		Hathi
1670	Grant, Maria M.	202.9090324654453	1.0	1882.0	1	49776		Hathi
4236	Watson, Aaron,	202.84360189573488	1.0	1892.0	1	52750		Hathi
1530	Garstin, Denis Norman,	202.81664463789235	1.0	1918.0	1	43882		Hathi
3535	Runciman, James,	202.81368278226077	1.0	1883.0	1	70015		Hathi
3864	Stepniak,	202.74475729172426	1.0	1889.0	1	162273		Hathi
3139	Oxenham, John.	202.66430961550648	1.0	1909.0	1	158390		Hathi
1970	Hinkley, Edyth.	202.62887345868776	2.0	1907.5	2	108131		Hathi
565	Brown, Alice,	202.62463570677147	1.0	1913.0	1	115978		Hathi
4242	Watson, John Reay,	202.5818409086012	1.0	1918.0	1	92802		Hathi
3021	Nemirovich-Danchenko, Vasiliĭ Ivanovich,	202.52865942595213	2.0	1916.0	2	115266		Hathi
3028	Neuman, A R.	202.51481078466946	1.0	1914.0	1	33084		Hathi
4148	Vazov, Ivan Minchov,	202.50106579508312	1.0	1912.0	1	140740		Hathi
3106	"Officer of the ""Die Hards."""	202.42208494747476	1.0	1915.0	1	28653		Hathi
4316	Whitworth, Geoffrey Arundel,	202.3757149142102	1.0	1909.0	1	11365		Hathi
1021	Daunt, Achilles,	202.12473521659663	1.0	1882.0	1	61843		Hathi
921	Cox, Annie.	202.1164716708298	1.0	1881.0	1	60856		Hathi
2419	Lawless, Hon. Emily, 1845-1913.	202.08758436666147	1.0	1892.0	1	50968		Hathi
467	Bontemps, Arna,	201.8148606446292	1.0	1940.0	1	67884		Hathi
1191	Du Boisgobey, Fortuné,	201.79765468854663	4.0	1885.5	4	434292		Hathi
1373	Findlater, Mary.	201.77299886746783	1.0	1913.0	1	153638		Hathi
46	(Veniamin), Kaverin, V.	201.74329945232688	1.0	1938.0	1	168531		Hathi
2944	Morgan, Charles,	201.61457983140198	3.0	1926.6666666666667	3	374458		Hathi
1122	Diderot, Denis,	201.53690010149313	1.0	1927.0	1	68970		Hathi
3202	Peel, C. V. A.	201.46154650245632	1.0	1900.0	1	105231		Hathi
381	Bertz, Eduard,	201.45044319097522	1.0	1884.0	1	54604		Hathi
4053	Tierce, Antoinette,	201.34385315945994	1.0	1931.0	1	85426		Hathi
1649	Gower, John,	201.30254588513904	1.0	1927.0	1	16890		Hathi
3603	Scanlan, Nelle Margaret.	201.30245694155488	1.0	1932.0	1	133133		Hathi
3818	St. John, Isabella,	201.29334939453477	1.0	1919.0	1	63092		Hathi
3276	Pollard, Evelyn H.	201.23920987131305	1.0	1900.0	1	75532		Hathi
2064	Howes, Edith.	200.9002365028099	1.0	1913.0	1	39323		Hathi
3403	Reade, Charles,	200.739552317019	26.0	1894.5384615384614	26	4271581		Hathi
691	Carmichael, Amy,	200.6747008862223	1.0	1909.0	1	92189		Hathi
2751	Mason, George Finch.	200.50575331807156	1.0	1896.0	1	66831		Hathi
989	Cuthbertson, David.	200.4168670835336	1.0	1910.0	1	37422		Hathi
2091	Hunt, Bampton.	200.4146510020732	1.0	1912.0	1	28940		Hathi
2466	Leigh, Alfred.	200.40080160320667	1.0	1882.0	1	59381		Hathi
888	Cooper, John Butler.	200.28039254956968	1.0	1916.0	1	89874		Hathi
2470	Lemaître, Jules,	200.22255452681804	2.0	1914.5	2	144425		Hathi
2181	Jameson, Storm,	200.1231319651802	4.0	1926.25	4	381736		Hathi
3834	Stanley, Caroline Abbot,	200.05949724825254	1.0	1906.0	1	134460		Hathi
3806	Spender, John Kent,	200.0539300101126	2.0	1889.0	2	108706		Hathi
637	Butler, Isabel	199.86009793144808	1.0	1910.0	1	60042		Hathi
